part,task,id,value,lo,hi,role,value_verified,lo_verified,hi_verified,status,ci_status,twin_file,twin_where,twin_source,decision_note
16,POD2,P16.POD2.D3,0.1095,0.0454,0.1728,PAPER VALUE,0.1095,0.0454,0.1728,yes,same,release/edaic_rerun/part16/verify/POD2_verify_out.json,/D3_projector_minus_zeroshot,Mac verifier (verify folder),
16,POD3,3b_all_cos,0.0051,,,PAPER VALUE,0.0051,,,yes,,scores/leftovers_23sep/p16twins/lo-p16twins-1/twin_direction.json,"cells[arm=all].cosine (sklearn 1.9.1, numpy 2.1.2, python 3.12.3)",p16twins task,p16twins pod twin (lm_head read on the pod)
16,POD3,3b_all_auc_probe,0.8307,0.7833,0.8741,PAPER VALUE,0.8307,0.7833,0.8741,yes,same,release/edaic_rerun/part17/verify/T3_verify_others.log,line 30,Mac verifier (verify folder),
16,POD3,3b_all_auc_d,0.7656,0.7088,0.8179,PAPER VALUE,0.7656,0.7088,0.8179,yes,same,release/edaic_rerun/part17/verify/T3_verify_others.log,line 31,Mac verifier (verify folder),
16,POD3,3b_all_auc_wo_d,0.8305,0.7826,0.8737,SUPERSEDED / NOT USED,0.8305,0.7826,0.8737,yes,same,release/edaic_rerun/part17/verify/T3_verify_others.log,line 33,Mac verifier (verify folder),
16,POD3,3b_conflict_cos,-0.0067,,,SUPERSEDED / NOT USED,-0.0067,,,yes,,scores/leftovers_23sep/p16twins/lo-p16twins-1/twin_direction.json,"cells[arm=conflict].cosine (sklearn 1.9.1, numpy 2.1.2, python 3.12.3)",p16twins task,p16twins pod twin (lm_head read on the pod)
16,POD3,3b_conflict_auc_probe,0.6145,0.5021,0.7246,SUPERSEDED / NOT USED,0.6145,0.5021,0.7246,yes,same,scores/leftovers_23sep/p16twins/lo-p16twins-1/twin_direction.json,"cells[arm=conflict].auc_probe (sklearn 1.9.1, numpy 2.1.2, python 3.12.3)",p16twins task,"p16twins pod refit agrees; the Mac refit (verify/POD3_partF_out.json, sklearn 1.7.2) gives 0.5520, a Mac library effect"
16,POD3,3b_conflict_auc_d,0.6029,0.4965,0.7025,SUPPORT,0.6029,0.4965,0.7025,yes,same,release/edaic_rerun/part17/verify/T3_verify_others.log,line 36,Mac verifier (verify folder),
16,POD3,3b_conflict_auc_wo_d,0.6196,0.5094,0.7283,SUPERSEDED / NOT USED,0.6196,0.5094,0.7283,yes,same,scores/leftovers_23sep/p16twins/lo-p16twins-1/twin_direction.json,"cells[arm=conflict].auc_wo_d_trainz (sklearn 1.9.1, numpy 2.1.2, python 3.12.3)",p16twins task,p16twins pod twin
16,POD3,3b_agreement_cos,0.0086,,,SUPERSEDED / NOT USED,0.0086,,,yes,,scores/leftovers_23sep/p16twins/lo-p16twins-1/twin_direction.json,"cells[arm=agreement].cosine (sklearn 1.9.1, numpy 2.1.2, python 3.12.3)",p16twins task,p16twins pod twin (lm_head read on the pod)
16,POD3,3b_agreement_auc_probe,0.9349,0.9034,0.9614,SUPERSEDED / NOT USED,0.9349,0.9034,0.9614,yes,same,scores/leftovers_23sep/p16twins/lo-p16twins-1/twin_direction.json,"cells[arm=agreement].auc_probe (sklearn 1.9.1, numpy 2.1.2, python 3.12.3)",p16twins task,"p16twins pod refit agrees; the Mac refit (verify/POD3_partF_out.json, sklearn 1.7.2) gives 0.9314, a Mac library effect"
16,POD3,3b_agreement_auc_d,0.8264,0.7741,0.8731,SUPPORT,0.8264,0.7741,0.8731,yes,same,release/edaic_rerun/part17/verify/T3_verify_others.log,line 41,Mac verifier (verify folder),
16,POD3,3b_agreement_auc_wo_d,0.9341,0.9021,0.9604,SUPERSEDED / NOT USED,0.9341,0.9021,0.9604,yes,same,scores/leftovers_23sep/p16twins/lo-p16twins-1/twin_direction.json,"cells[arm=agreement].auc_wo_d_trainz (sklearn 1.9.1, numpy 2.1.2, python 3.12.3)",p16twins task,p16twins pod twin
16,POD3,3a_pitt_zeroshot_pod,0.7673,,,RELEASED ONLY,0.7673,,,yes,,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pitt_zeroshot_pod] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pitt_zeroshot_shipped,0.7619,,,SUPPORT,0.7619,,,yes,,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pitt_zeroshot_shipped] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pitt_enc_nested,0.8122,0.7613,0.8625,PAPER VALUE,0.8122,0.7613,0.8625,yes,same,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pitt_enc_nested] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pitt_enc_best_stage,0.8276,0.7765,0.8760,RELEASED ONLY,0.8276,0.7765,0.8760,yes,same,scores/leftovers_23sep/p16twins/lo-p16twins-2/twin_pitt_enc.json,"best_stage 30, best_stage_auc_mean, best_ci (sklearn 1.9.1)",p16twins task,p16twins pod twin; best layer 30 matches the layer named in the row
16,POD3,3a_pitt_proj_nested,0.7820,0.7228,0.8368,RELEASED ONLY,0.7820,0.7228,0.8368,yes,same,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pitt_proj_nested] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pitt_llm_nested,0.8445,0.8003,0.8878,RELEASED ONLY,0.8445,0.8003,0.8878,yes,same,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pitt_llm_nested] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pitt_llm_best_stage,0.8634,0.8179,0.9062,RELEASED ONLY,0.8634,0.8179,0.9062,yes,same,scores/leftovers_23sep/p16twins/lo-p16twins-3/twin_pitt_llm.json,"best_stage 13, best_stage_auc_mean, best_ci (sklearn 1.9.1)",p16twins task,p16twins pod twin; best layer 13 matches the layer named in the row
16,POD3,3a_pitt_ans_nested,0.8237,0.7827,0.8641,RELEASED ONLY,0.8237,0.7827,0.8641,yes,same,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pitt_ans_nested] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pitt_ans_best_stage,0.8485,0.8069,0.8882,RELEASED ONLY,0.8485,0.8069,0.8882,yes,same,scores/leftovers_23sep/p16twins/lo-p16twins-4/twin_pitt_ans.json,"best_stage 26, best_stage_auc_mean, best_ci (sklearn 1.9.1)",p16twins task,p16twins pod twin; best layer 26 matches the layer named in the row
16,POD3,3a_pcgita_zeroshot_pod,0.6015,,,RELEASED ONLY,0.6015,,,yes,,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pcgita_zeroshot_pod] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pcgita_zeroshot_shipped,0.5967,,,PAPER VALUE,0.5967,,,yes,,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pcgita_zeroshot_shipped] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_attn_sdpa,0.7673,,,RELEASED ONLY,0.7673,,,yes,,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_attn_sdpa] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_attn_eager,0.7679,,,RELEASED ONLY,0.7679,,,yes,,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_attn_eager] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pcgita_enc_nested,0.8969,0.8322,0.9454,PAPER VALUE,0.8969,0.8322,0.9454,yes,same,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pcgita_enc_nested] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pcgita_enc_best_stage,0.9133,0.8519,0.9604,RELEASED ONLY,0.9133,0.8519,0.9604,yes,same,scores/leftovers_23sep/p16twins/lo-p16twins-5/twin_pcgita_enc.json,"best_stage 14, best_stage_auc_mean, best_ci (sklearn 1.9.1)",p16twins task,p16twins pod twin; best layer 14 matches the layer named in the row
16,POD3,3a_pcgita_proj_nested,0.8873,0.8156,0.9431,RELEASED ONLY,0.8873,0.8159,0.9431,yes,differs,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pcgita_proj_nested] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pcgita_llm_nested,0.8772,0.8117,0.9309,RELEASED ONLY,0.8772,0.8118,0.9309,yes,differs,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pcgita_llm_nested] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pcgita_llm_best_stage,0.8960,0.8341,0.9463,RELEASED ONLY,0.8961,0.8343,0.9462,NO,differs,scores/leftovers_23sep/p16twins/twins_p16.tsv,id 3a_pcgita_llm_best_stage (kind recompute; file scores/leftovers_23sep/p16twins/lo-p16twins-6/twin_pcgita_llm.json),p16twins task,"p16twins: Linux pod refit of all 49 stages x 5 repeats; best stage 14 (same as POD3); per repeat [0.895, 0.8888, 0.9001, 0.8801, 0.9164] | previous twin: 0.8961 from scores/leftovers_23sep/p16twins/lo-p16twins-6/twin_pcgita_llm.json (NO)"
16,POD3,3a_pcgita_ans_nested,0.8814,0.8171,0.9330,RELEASED ONLY,0.8814,0.8171,0.9330,yes,same,release/edaic_rerun/part16/verify/POD3_verify_out.json,"rows[id=3a_pcgita_ans_nested] mine, mine_ci_integers",Mac verifier (verify folder),
16,POD3,3a_pcgita_ans_best_stage,0.8962,0.8327,0.9452,RELEASED ONLY,0.8962,0.8326,0.9452,yes,differs,scores/leftovers_23sep/p16twins/twins_p16.tsv,id 3a_pcgita_ans_best_stage (kind recompute; file scores/leftovers_23sep/p16twins/lo-p16twins-7/twin_pcgita_ans.json),p16twins task,"p16twins: Linux pod refit of all 49 stages x 5 repeats; best stage 15 (same as POD3); per repeat [0.908, 0.8902, 0.8884, 0.8869, 0.9075] | previous twin: 0.8962 from scores/leftovers_23sep/p16twins/lo-p16twins-7/twin_pcgita_ans.json (yes)"
16,POD4,POD4_4b_resolved,468,,,RELEASED ONLY,468,,,yes,,scores/leftovers_23sep/p16twins/twins_p16.tsv,id POD4_4b_resolved (kind recompute; file release/edaic_rerun/part16/POD4/cha_overlap_468.csv),p16twins task,p16twins: rows resolved to CHAT timings
16,POD4,POD4_4b_invwin,158,,,RELEASED ONLY,158,,,yes,,scores/leftovers_23sep/p16twins/twins_p16.tsv,id POD4_4b_invwin (kind recompute; file release/edaic_rerun/part16/POD4/cha_overlap_468.csv),p16twins task,p16twins: windows with inv_ms_win > 0
16,POD4,POD4_4b_invshare,0.0200,,,RELEASED ONLY,0.0200,,,yes,,scores/leftovers_23sep/p16twins/twins_p16.tsv,id POD4_4b_invshare (kind recompute; file release/edaic_rerun/part16/POD4/cha_overlap_468.csv),p16twins task,p16twins: mean inv_ms_win / win_span_ms
16,POD4,POD4_4b_parshare,0.5871,,,RELEASED ONLY,0.5871,,,yes,,scores/leftovers_23sep/p16twins/twins_p16.tsv,id POD4_4b_parshare (kind recompute; file release/edaic_rerun/part16/POD4/cha_overlap_468.csv),p16twins task,p16twins: mean par_ms_win / win_span_ms
16,POD4,POD4_4b_pardur,17.61,,,RELEASED ONLY,17.6135,,,yes,,scores/leftovers_23sep/p16twins/twins_p16.tsv,id POD4_4b_pardur (kind recompute; file release/edaic_rerun/part16/POD4/cut_report.json),p16twins task,p16twins: mean par_s over 468 ok cuts
16,POD4,POD4_4b_under10s,68,,,RELEASED ONLY,68,,,yes,,scores/leftovers_23sep/p16twins/twins_p16.tsv,id POD4_4b_under10s (kind recompute; file release/edaic_rerun/part16/POD4/cut_report.json),p16twins task,p16twins: cuts with par_s < 10 s
16,POD4,POD4_4b_pub_zs,0.6578,0.6033,0.7125,PAPER VALUE,0.6578,0.6033,0.7125,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 2,Mac verifier (verify folder),
16,POD4,POD4_4b_pub_enc,0.7969,0.7412,0.8512,SUPERSEDED / NOT USED,0.7969,0.7412,0.8512,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 3,Mac verifier (verify folder),
16,POD4,POD4_4b_A_zs,0.6497,0.5959,0.7056,RELEASED ONLY,0.6497,0.5959,0.7056,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 4,Mac verifier (verify folder),
16,POD4,POD4_4b_A_enc,0.7949,0.7431,0.8446,RELEASED ONLY,0.7949,0.7431,0.8446,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 5,Mac verifier (verify folder),
16,POD4,POD4_4b_B_zs,0.7230,0.6664,0.7753,RELEASED ONLY,0.7230,0.6664,0.7753,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 6,Mac verifier (verify folder),
16,POD4,POD4_4b_B_enc,0.7497,0.6940,0.8035,RELEASED ONLY,0.7497,0.6940,0.8035,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 7,Mac verifier (verify folder),
16,POD4,POD4_4b_C_zs,0.6145,0.5582,0.6683,RELEASED ONLY,0.6145,0.5582,0.6683,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 8,Mac verifier (verify folder),
16,POD4,POD4_4b_C_enc,0.7980,0.7448,0.8489,RELEASED ONLY,0.7980,0.7448,0.8489,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 9,Mac verifier (verify folder),
16,POD4,POD4_4b_pd_zs_AB,+0.0732,+0.0312,+0.1165,RELEASED ONLY,0.0732,0.0312,0.1165,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 18,Mac verifier (verify folder),
16,POD4,POD4_4b_pd_zs_CB,+0.1084,+0.0638,+0.1550,RELEASED ONLY,0.1084,0.0638,0.1550,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 19,Mac verifier (verify folder),
16,POD4,POD4_4b_pd_enc_AB,-0.0452,-0.0857,-0.0083,RELEASED ONLY,-0.0452,-0.0857,-0.0083,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 20,Mac verifier (verify folder),
16,POD4,POD4_4b_pd_enc_CB,-0.0483,-0.0907,-0.0062,RELEASED ONLY,-0.0483,-0.0907,-0.0062,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 21,Mac verifier (verify folder),
16,POD4,POD4_4b_pd_zs_AC,-0.0352,-0.0729,-0.0001,RELEASED ONLY,-0.0352,-0.0729,-0.0001,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 22,Mac verifier (verify folder),
16,POD4,POD4_4b_pd_enc_AC,+0.0032,-0.0367,+0.0394,RELEASED ONLY,0.0032,-0.0367,0.0394,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 23,Mac verifier (verify folder),
16,POD4,POD4_4b_B_zs_conf,0.5408,0.4245,0.6622,RELEASED ONLY,0.5408,0.4245,0.6622,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 14,Mac verifier (verify folder),
16,POD4,POD4_4b_B_enc_conf,0.6295,0.5111,0.7345,RELEASED ONLY,0.6295,0.5111,0.7345,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 15,Mac verifier (verify folder),
16,POD4,POD4_4b_B_zs_agr,0.8007,0.7500,0.8501,RELEASED ONLY,0.8007,0.7500,0.8501,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 16,Mac verifier (verify folder),
16,POD4,POD4_4b_B_enc_agr,0.8037,0.7452,0.8539,RELEASED ONLY,0.8037,0.7452,0.8539,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 17,Mac verifier (verify folder),
16,POD4,POD4_4b_A_zs_conf,0.5298,0.4189,0.6386,RELEASED ONLY,0.5298,0.4189,0.6386,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 10,Mac verifier (verify folder),
16,POD4,POD4_4b_A_enc_conf,0.6161,0.5060,0.7281,RELEASED ONLY,0.6161,0.5060,0.7281,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 11,Mac verifier (verify folder),
16,POD4,POD4_4b_A_zs_agr,0.6952,0.6327,0.7560,RELEASED ONLY,0.6952,0.6327,0.7560,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 12,Mac verifier (verify folder),
16,POD4,POD4_4b_A_enc_agr,0.8674,0.8201,0.9096,RELEASED ONLY,0.8674,0.8201,0.9096,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 13,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_5f_before,0.7977,0.7248,0.8611,PAPER VALUE,0.7977,0.7248,0.8611,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_feats.json,[0],pod-side verifier,
16,POD4,POD4_4a_nv_5f_after,0.6025,0.5479,0.6580,PAPER VALUE,0.6025,0.5479,0.6580,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_feats.json,[1],pod-side verifier,
16,POD4,POD4_4a_nv_accept,FAILED_0.6025,,,PAPER VALUE,FAILED_0.6025,,,yes,,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,id nv_5f_after VERIFIER_value 0.6025 (acceptance rule: AUC below 0.60 passes),Mac verifier (verify folder),
16,POD4,POD4_4a_nv_nf_before,0.5410,0.4731,0.6049,SUPPORT,0.5410,0.4731,0.6049,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 28,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_nf_after,0.5407,0.4594,0.6191,SUPPORT,0.5407,0.4594,0.6191,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 29,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_snr_before,0.5432,0.4640,0.6216,SUPPORT,0.5432,0.4640,0.6216,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 30,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_snr_after,0.5305,0.4498,0.6080,SUPPORT,0.5305,0.4498,0.6080,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 31,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_cen_before,0.7782,0.7109,0.8396,PAPER VALUE,0.7782,0.7109,0.8396,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 32,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_cen_after,0.5603,0.5051,0.6188,SUPPORT,0.5603,0.5051,0.6188,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 33,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_ro_before,0.8005,0.7370,0.8574,SUPPORT,0.8005,0.7370,0.8574,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 34,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_ro_after,0.5938,0.5438,0.6448,SUPPORT,0.5938,0.5438,0.6448,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 35,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_tilt_before,0.7020,0.6451,0.7552,SUPPORT,0.7020,0.6451,0.7552,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 36,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_tilt_after,0.5808,0.5369,0.6259,SUPPORT,0.5808,0.5369,0.6259,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 37,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_zs_before,0.7108,0.6523,0.7671,PAPER VALUE,0.7108,0.6523,0.7671,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_nv.json,[0],pod-side verifier,
16,POD4,POD4_4a_nv_enc_before,0.9233,0.8800,0.9573,PAPER VALUE,0.9233,0.8800,0.9573,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_nv.json,[1],pod-side verifier,
16,POD4,POD4_4a_pg_5f_before,0.6657,0.5851,0.7452,PAPER VALUE,0.6657,0.5851,0.7452,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_feats.json,[2],pod-side verifier,
16,POD4,POD4_4a_pg_5f_after,0.5590,0.4922,0.6213,PAPER VALUE,0.5590,0.4922,0.6213,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_feats.json,[3],pod-side verifier,
16,POD4,POD4_4a_pg_accept,PASSED_0.5590,,,PAPER VALUE,PASSED_0.5590,,,yes,,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,id pg_5f_after VERIFIER_value 0.559 (acceptance rule: AUC below 0.60 passes),Mac verifier (verify folder),
16,POD4,POD4_4a_pg_nf_before,0.6627,0.5885,0.7362,SUPPORT,0.6627,0.5885,0.7362,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 48,Mac verifier (verify folder),
16,POD4,POD4_4a_pg_nf_after,0.5734,0.5113,0.6341,SUPPORT,0.5734,0.5113,0.6341,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 49,Mac verifier (verify folder),
16,POD4,POD4_4a_pg_snr_before,0.5873,0.5261,0.6464,SUPPORT,0.5873,0.5261,0.6464,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 50,Mac verifier (verify folder),
16,POD4,POD4_4a_pg_snr_after,0.5735,0.5158,0.6286,SUPPORT,0.5735,0.5158,0.6286,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 51,Mac verifier (verify folder),
16,POD4,POD4_4a_pg_cen_before,0.5539,0.4997,0.6104,SUPPORT,0.5539,0.4997,0.6104,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 52,Mac verifier (verify folder),
16,POD4,POD4_4a_pg_cen_after,0.5591,0.5029,0.6136,SUPPORT,0.5591,0.5029,0.6136,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 53,Mac verifier (verify folder),
16,POD4,POD4_4a_pg_ro_before,0.5533,0.5000,0.6081,SUPPORT,0.5533,0.5000,0.6081,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 54,Mac verifier (verify folder),
16,POD4,POD4_4a_pg_ro_after,0.5657,0.5102,0.6189,SUPPORT,0.5657,0.5102,0.6189,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 55,Mac verifier (verify folder),
16,POD4,POD4_4a_pg_tilt_before,0.5610,0.5048,0.6194,SUPPORT,0.5610,0.5048,0.6194,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 56,Mac verifier (verify folder),
16,POD4,POD4_4a_pg_tilt_after,0.5526,0.4987,0.6030,SUPPORT,0.5526,0.4987,0.6030,yes,same,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 57,Mac verifier (verify folder),
16,POD4,POD4_4b_invcue,0.6427,,,RELEASED ONLY,0.6427,,,yes,,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 24,Mac verifier (verify folder),
16,POD4,POD4_4b_durcue,0.6648,,,RELEASED ONLY,0.6648,,,yes,,release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 25,Mac verifier (verify folder),
16,POD4,POD4_4a_nv_zs_after,0.6991,0.6348,0.7598,PAPER VALUE,0.6991,0.6348,0.7598,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_nv.json,[2],pod-side verifier,
16,POD4,POD4_4a_nv_enc_after,0.8924,0.8481,0.9323,PAPER VALUE,0.8924,0.8481,0.9323,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_nv.json,[3],pod-side verifier,
16,POD4,POD4_4a_nv_pd_zs,-0.0117,-0.0332,+0.0098,PAPER VALUE,-0.0117,-0.0332,0.0098,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_nv.json,[4],pod-side verifier,
16,POD4,POD4_4a_nv_pd_enc,-0.0308,-0.0608,-0.0012,PAPER VALUE,-0.0308,-0.0608,-0.0012,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_nv.json,[5],pod-side verifier,
16,POD4,POD4_4a_pg_enc_before,0.8959,0.8339,0.9448,PAPER VALUE,0.8959,0.8339,0.9448,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_pg.json,[1],pod-side verifier,
16,POD4,POD4_4a_pg_zs_before,0.5728,0.5002,0.6440,PAPER VALUE,0.5728,0.5002,0.6440,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_pg.json,[0],pod-side verifier,
16,POD4,POD4_4a_pg_zs_after,0.5674,0.5054,0.6304,PAPER VALUE,0.5674,0.5054,0.6304,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_pg.json,[2],pod-side verifier,
16,POD4,POD4_4a_pg_enc_after,0.8298,0.7546,0.8968,PAPER VALUE,0.8298,0.7546,0.8968,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_pg.json,[3],pod-side verifier,
16,POD4,POD4_4a_pg_pd_zs,-0.0054,-0.0437,+0.0357,PAPER VALUE,-0.0054,-0.0437,0.0357,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_pg.json,[4],pod-side verifier,
16,POD4,POD4_4a_pg_pd_enc,-0.0661,-0.1181,-0.0180,PAPER VALUE,-0.0661,-0.1181,-0.0180,yes,same,release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_pg.json,[5],pod-side verifier,
16,POD4B,4b_adress2020_A_orig_zs,0.6272,0.5379,0.7165,RELEASED ONLY,0.6272,0.5379,0.7165,yes,same,release/edaic_rerun/part16/verify/POD4B_verify_out_integers.json,/4b_adress2020_A_orig_zs,Mac verifier (verify folder),
16,POD4B,4b_adress2020_A_orig_enc,0.7959,0.7251,0.8602,RELEASED ONLY,0.7959,0.7251,0.8602,yes,same,release/edaic_rerun/part16/verify/POD4B_verify_out_integers.json,/4b_adress2020_A_orig_enc,Mac verifier (verify folder),
16,POD4B,4b_adress2020_B_paronly_zs,0.6524,0.5648,0.7380,RELEASED ONLY,0.6524,0.5648,0.7380,yes,same,release/edaic_rerun/part16/verify/POD4B_verify_out_integers.json,/4b_adress2020_B_paronly_zs,Mac verifier (verify folder),
16,POD4B,4b_adress2020_B_paronly_enc,0.7641,0.6921,0.8350,RELEASED ONLY,0.7641,0.6921,0.8350,yes,same,release/edaic_rerun/part16/verify/POD4B_verify_out_integers.json,/4b_adress2020_B_paronly_enc,Mac verifier (verify folder),
16,POD4B,4b_adress2020_C_durmatch_zs,0.6313,0.5435,0.7141,RELEASED ONLY,0.6313,0.5435,0.7141,yes,same,release/edaic_rerun/part16/verify/POD4B_verify_out_integers.json,/4b_adress2020_C_durmatch_zs,Mac verifier (verify folder),
