part,task,id,value,lo,hi,role,twin_value,twin_file,twin_loc,ci_twinned,ci_how,keyed,twin_key,ctx_overlap,score,twin_text,twin_lo,twin_hi,dis_value,dis_file,dis_loc,dis_pair,dis_overlap,dis_text
16,POD3,3b_all_auc_probe,0.8307,0.7833,0.8741,PAPER VALUE,0.8307,<local data dir>/release/edaic_rerun/part17/verify/T3_verify_others.log,line 30,yes,,False,log,1,21,"all       probe       0.8307 [0.7833, 0.8741] draws 2000",0.7833,0.8741,,,,,,
16,POD3,3b_all_auc_d,0.7656,0.7088,0.8179,PAPER VALUE,0.7656,<local data dir>/release/edaic_rerun/part17/verify/T3_verify_others.log,line 31,yes,,False,log,0,20,"all       along       0.7656 [0.7088, 0.8179] draws 2000",0.7088,0.8179,,,,,,
16,POD3,3b_all_auc_wo_d,0.8305,0.7826,0.8737,SUPERSEDED / NOT USED,0.8305,<local data dir>/release/edaic_rerun/part17/verify/T3_verify_others.log,line 33,yes,,False,log,0,20,"all       perp_trainz 0.8305 [0.7826, 0.8737] draws 2000",0.7826,0.8737,,,,,,
16,POD3,3b_conflict_cos,-0.0067,,,SUPERSEDED / NOT USED,,,,,,,,,,,,,,,,,,
16,POD3,3b_conflict_auc_probe,0.6145,0.5021,0.7246,SUPERSEDED / NOT USED,,,,,,,,,,,,,0.552035,<local data dir>/release/edaic_rerun/part16/verify/POD3_partF_out.json,[19],claimed->mine,17,"{""id"": ""3b_conflict_auc_probe"", ""what"": ""Pitt conflict arm, probe AUC (REBUILT from states)"", ""claimed"": 0.6145, ""mine"": 0.552035, ""agree_4dp"": false, ""claimed_ci"": [0.5021, 0.7246], ""mine_ci"": [0.43845101373882883, 0.663731780043789], ""mine_ci_integers"": null, ""n"": 146, ""n_speakers"": 100, ""file"": ""<local data dir>/paper1_local_runs/part16_POD3_states/q3o_pitt_states.npz"", ""note"": ""trapezoid=0"
16,POD3,3b_conflict_auc_d,0.6029,0.4965,0.7025,SUPPORT,0.6029,<local data dir>/release/edaic_rerun/part17/verify/T3_verify_others.log,line 36,yes,,False,log,1,21,"conflict  along       0.6029 [0.4965, 0.7025] draws 2000",0.4965,0.7025,,,,,,
16,POD3,3b_conflict_auc_wo_d,0.6196,0.5094,0.7283,SUPERSEDED / NOT USED,,,,,,,,,,,,,,,,,,
16,POD3,3b_agreement_cos,0.0086,,,SUPERSEDED / NOT USED,,,,,,,,,,,,,,,,,,
16,POD3,3b_agreement_auc_probe,0.9349,0.9034,0.9614,SUPERSEDED / NOT USED,,,,,,,,,,,,,0.931376,<local data dir>/release/edaic_rerun/part16/verify/POD3_partF_out.json,[22],claimed->mine,17,"{""id"": ""3b_agreement_auc_probe"", ""what"": ""Pitt agreement arm, probe AUC (REBUILT from states)"", ""claimed"": 0.9349, ""mine"": 0.931376, ""agree_4dp"": false, ""claimed_ci"": [0.9034, 0.9614], ""mine_ci"": [0.9015318525361892, 0.9580447784703943], ""mine_ci_integers"": null, ""n"": 322, ""n_speakers"": 175, ""file"": ""<local data dir>/paper1_local_runs/part16_POD3_states/q3o_pitt_states.npz"", ""note"": ""trapezoid"
16,POD3,3b_agreement_auc_d,0.8264,0.7741,0.8731,SUPPORT,0.8264,<local data dir>/release/edaic_rerun/part17/verify/T3_verify_others.log,line 41,yes,,False,log,1,21,"agreement along       0.8264 [0.7741, 0.8731] draws 2000",0.7741,0.8731,,,,,,
16,POD3,3b_agreement_auc_wo_d,0.9341,0.9021,0.9604,SUPERSEDED / NOT USED,,,,,,,,,,,,,,,,,,
16,POD3,3a_pitt_zeroshot_pod,0.7673,,,RELEASED ONLY,0.767319,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[0],no interval in row,,True,mine,8,30,"{""id"": ""3a_pitt_zeroshot_pod"", ""what"": ""zero-shot answer AUC"", ""claimed"": 0.7673, ""mine"": 0.767319, ""agree_4dp"": true, ""claimed_ci"": null, ""mine_ci"": [0.7100906868319883, 0.819774484431135], ""mine_ci_integers"": [0.7100906868319883, 0.819774484431135], ""n"": 468, ""n_speakers"": 228, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_zeroshot_scores.csv"", ""note"": ""trap",,,,,,,,
16,POD3,3a_pitt_zeroshot_shipped,0.7619,,,SUPPORT,0.761933,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[1],no interval in row,,True,mine,9,30,"{""id"": ""3a_pitt_zeroshot_shipped"", ""what"": ""zero-shot answer AUC"", ""claimed"": 0.7619, ""mine"": 0.761933, ""agree_4dp"": true, ""claimed_ci"": null, ""mine_ci"": [0.7054204914377186, 0.8129666473847232], ""mine_ci_integers"": [0.7054204914377186, 0.8129666473847232], ""n"": 468, ""n_speakers"": 228, ""file"": ""<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv"", ""note"": ""tra",,,,,,,,
16,POD3,3a_pitt_enc_nested,0.8122,0.7613,0.8625,PAPER VALUE,0.812247,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[8],yes,,True,mine,8,40,"{""id"": ""3a_pitt_enc_nested"", ""what"": ""Pitt 468 enc nested probe AUC"", ""claimed"": 0.8122, ""mine"": 0.812247, ""agree_4dp"": true, ""claimed_ci"": [0.7613, 0.8625], ""mine_ci"": [0.761292651154577, 0.8625498592742825], ""mine_ci_integers"": [0.761292651154577, 0.8625498592742825], ""n"": 468, ""n_speakers"": 228, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_encoder_nested_o",0.7613,0.8625,,,,,,
16,POD3,3a_pitt_enc_best_stage,0.8276,0.7765,0.8760,RELEASED ONLY,0.8276,<local data dir>/release/edaic_rerun/part17/verify/T3_verify_others.log,line 32,no,,False,log,0,10,"all       perp        0.8276 [0.7795, 0.8696] draws 2000",,,,,,,,
16,POD3,3a_pitt_proj_nested,0.7820,0.7228,0.8368,RELEASED ONLY,0.782013,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[9],yes,,True,mine,6,38,"{""id"": ""3a_pitt_proj_nested"", ""what"": ""Pitt 468 proj nested probe AUC"", ""claimed"": 0.782, ""mine"": 0.782013, ""agree_4dp"": true, ""claimed_ci"": [0.7228, 0.8368], ""mine_ci"": [0.7227572308880681, 0.8368181439904687], ""mine_ci_integers"": [0.7227572308880681, 0.8368181439904687], ""n"": 468, ""n_speakers"": 228, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_proj_nested_o",0.7228,0.8368,,,,,,
16,POD3,3a_pitt_llm_nested,0.8445,0.8003,0.8878,RELEASED ONLY,0.844473,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[10],yes,,True,mine,7,39,"{""id"": ""3a_pitt_llm_nested"", ""what"": ""Pitt 468 llm nested probe AUC"", ""claimed"": 0.8445, ""mine"": 0.844473, ""agree_4dp"": true, ""claimed_ci"": [0.8003, 0.8878], ""mine_ci"": [0.8003075274060465, 0.887814354438562], ""mine_ci_integers"": [0.8003075274060465, 0.887814354438562], ""n"": 468, ""n_speakers"": 228, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_llm_nested_oof.c",0.8003,0.8878,,,,,,
16,POD3,3a_pitt_llm_best_stage,0.8634,0.8179,0.9062,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD3,3a_pitt_ans_nested,0.8237,0.7827,0.8641,RELEASED ONLY,0.823716,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[11],yes,,True,mine,7,39,"{""id"": ""3a_pitt_ans_nested"", ""what"": ""Pitt 468 ans nested probe AUC"", ""claimed"": 0.8237, ""mine"": 0.823716, ""agree_4dp"": true, ""claimed_ci"": [0.7827, 0.8641], ""mine_ci"": [0.7826525933805514, 0.8640890865764744], ""mine_ci_integers"": [0.7826525933805514, 0.8640890865764744], ""n"": 468, ""n_speakers"": 228, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_ans_nested_oof",0.7827,0.8641,,,,,,
16,POD3,3a_pitt_ans_best_stage,0.8485,0.8069,0.8882,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD3,3a_pcgita_zeroshot_pod,0.6015,,,RELEASED ONLY,0.60154,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[2],no interval in row,,True,mine,8,30,"{""id"": ""3a_pcgita_zeroshot_pod"", ""what"": ""zero-shot answer AUC"", ""claimed"": 0.6015, ""mine"": 0.60154, ""agree_4dp"": true, ""claimed_ci"": null, ""mine_ci"": [0.5303907178723626, 0.6674188892351117], ""mine_ci_integers"": [0.5303907178723626, 0.6674188892351117], ""n"": 1100, ""n_speakers"": 100, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pcgita_zeroshot_scores.csv"", ""note"":",,,,,,,,
16,POD3,3a_pcgita_zeroshot_shipped,0.5967,,,PAPER VALUE,0.596721,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[3],no interval in row,,True,mine,9,30,"{""id"": ""3a_pcgita_zeroshot_shipped"", ""what"": ""zero-shot answer AUC"", ""claimed"": 0.5967, ""mine"": 0.596721, ""agree_4dp"": true, ""claimed_ci"": null, ""mine_ci"": [0.5239535961808511, 0.6618733721512646], ""mine_ci_integers"": [0.5239535961808511, 0.6618733721512646], ""n"": 1100, ""n_speakers"": 100, ""file"": ""<local data dir>/release/overnight2/q3o_new/q3o_pcgita_zeroshot_scores.csv"", ""note"":",,,,,,,,
16,POD3,3a_attn_sdpa,0.7673,,,RELEASED ONLY,0.767319,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[4],no interval in row,,True,mine,8,30,"{""id"": ""3a_attn_sdpa"", ""what"": ""zero-shot AUC, sdpa kernel"", ""claimed"": 0.7673, ""mine"": 0.767319, ""agree_4dp"": true, ""claimed_ci"": null, ""mine_ci"": null, ""mine_ci_integers"": null, ""n"": 468, ""n_speakers"": 228, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_attn_backend.csv"", ""note"": ""trapezoid=0.767319""}",,,,,,,,
16,POD3,3a_attn_eager,0.7679,,,RELEASED ONLY,0.767919,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[5],no interval in row,,True,mine,8,30,"{""id"": ""3a_attn_eager"", ""what"": ""zero-shot AUC, eager kernel"", ""claimed"": 0.7679, ""mine"": 0.767919, ""agree_4dp"": true, ""claimed_ci"": null, ""mine_ci"": null, ""mine_ci_integers"": null, ""n"": 468, ""n_speakers"": 228, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pitt_attn_backend.csv"", ""note"": ""trapezoid=0.767919""}",,,,,,,,
16,POD3,3a_pcgita_enc_nested,0.8969,0.8322,0.9454,PAPER VALUE,0.896927,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[12],yes,,True,mine,10,40,"{""id"": ""3a_pcgita_enc_nested"", ""what"": ""PC-GITA 1100 enc nested probe AUC"", ""claimed"": 0.8969, ""mine"": 0.896927, ""agree_4dp"": true, ""claimed_ci"": [0.8322, 0.9454], ""mine_ci"": [0.8321641457858573, 0.945372432115629], ""mine_ci_integers"": [0.8321641457858573, 0.945372432115629], ""n"": 1100, ""n_speakers"": 100, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pcgita_encoder",0.8322,0.9454,,,,,,
16,POD3,3a_pcgita_enc_best_stage,0.9133,0.8519,0.9604,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD3,3a_pcgita_proj_nested,0.8873,0.8156,0.9431,RELEASED ONLY,0.887284,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[13],no,,True,mine,9,35,"{""id"": ""3a_pcgita_proj_nested"", ""what"": ""PC-GITA 1100 proj nested probe AUC"", ""claimed"": 0.8872, ""mine"": 0.887284, ""agree_4dp"": false, ""claimed_ci"": [0.8156, 0.9431], ""mine_ci"": [0.8158944680802449, 0.9431292503426891], ""mine_ci_integers"": [0.8158944680802449, 0.9431292503426891], ""n"": 1100, ""n_speakers"": 100, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pcgita_pr",,,,,,,,
16,POD3,3a_pcgita_llm_nested,0.8772,0.8117,0.9309,RELEASED ONLY,0.877197,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[14],no,,True,mine,9,35,"{""id"": ""3a_pcgita_llm_nested"", ""what"": ""PC-GITA 1100 llm nested probe AUC"", ""claimed"": 0.8772, ""mine"": 0.877197, ""agree_4dp"": true, ""claimed_ci"": [0.8117, 0.9309], ""mine_ci"": [0.8117833071100647, 0.9308925385048836], ""mine_ci_integers"": [0.8117833071100647, 0.9308925385048836], ""n"": 1100, ""n_speakers"": 100, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pcgita_llm_n",,,,,,,,
16,POD3,3a_pcgita_llm_best_stage,0.8960,0.8341,0.9463,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD3,3a_pcgita_ans_nested,0.8814,0.8171,0.9330,RELEASED ONLY,0.881395,<local data dir>/release/edaic_rerun/part16/verify/POD3_verify_out.json,/rows[15],yes,,True,mine,9,40,"{""id"": ""3a_pcgita_ans_nested"", ""what"": ""PC-GITA 1100 ans nested probe AUC"", ""claimed"": 0.8814, ""mine"": 0.881395, ""agree_4dp"": true, ""claimed_ci"": [0.8171, 0.933], ""mine_ci"": [0.8171185837292557, 0.9330164241331896], ""mine_ci_integers"": [0.8171185837292557, 0.9330164241331896], ""n"": 1100, ""n_speakers"": 100, ""file"": ""<local data dir>/release/edaic_rerun/part16/POD3/q3o_pcgita_ans_ne",0.8171,0.9330,,,,,,
16,POD3,3a_pcgita_ans_best_stage,0.8962,0.8327,0.9452,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD4,POD4_4b_resolved,468,,,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD4,POD4_4b_invwin,158,,,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD4,POD4_4b_invshare,0.0200,,,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD4,POD4_4b_parshare,0.5871,,,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD4,POD4_4b_pardur,17.61,,,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD4,POD4_4b_under10s,68,,,RELEASED ONLY,,,,,,,,,,,,,,,,,,
16,POD4,POD4_4b_pub_zs,0.6578,0.6033,0.7125,PAPER VALUE,0.6578,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 2,yes,,True,VERIFIER_value,8,40,POD4_4b_pub_zs	Pitt published zero-shot	0.6578	0.6578	YES	0.6033	0.7125	0.6033	0.7125	YES	n=468 draws=2000,0.6033,0.7125,,,,,,
16,POD4,POD4_4b_pub_enc,0.7969,0.7412,0.8512,SUPERSEDED / NOT USED,0.7969,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 3,yes,,True,VERIFIER_value,8,40,POD4_4b_pub_enc	Pitt published encoder probe	0.7969	0.7969	YES	0.7412	0.8512	0.7412	0.8512	YES	n=468 draws=2000,0.7412,0.8512,,,,,,
16,POD4,POD4_4b_A_zs,0.6497,0.5959,0.7056,RELEASED ONLY,0.6497,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 4,yes,,True,VERIFIER_value,7,39,POD4_4b_A_zs	arm A original cut zero-shot	0.6497	0.6497	YES	0.5959	0.7056	0.5959	0.7056	YES	n=468 draws=2000,0.5959,0.7056,,,,,,
16,POD4,POD4_4b_A_enc,0.7949,0.7431,0.8446,RELEASED ONLY,0.7949,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 5,yes,,True,VERIFIER_value,6,38,POD4_4b_A_enc	arm A original cut encoder	0.7949	0.7949	YES	0.7431	0.8446	0.7431	0.8446	YES	n=468 draws=2000,0.7431,0.8446,,,,,,
16,POD4,POD4_4b_B_zs,0.7230,0.6664,0.7753,RELEASED ONLY,0.723,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 6,yes,,True,VERIFIER_value,5,37,POD4_4b_B_zs	arm B interviewer removed zs	0.723	0.723	YES	0.6664	0.7753	0.6664	0.7753	YES	n=468 draws=2000,0.6664,0.7753,,,,,,
16,POD4,POD4_4b_B_enc,0.7497,0.6940,0.8035,RELEASED ONLY,0.7497,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 7,yes,,True,VERIFIER_value,5,37,POD4_4b_B_enc	arm B interviewer removed enc	0.7497	0.7497	YES	0.694	0.8035	0.694	0.8035	YES	n=468 draws=2000,0.6940,0.8035,,,,,,
16,POD4,POD4_4b_C_zs,0.6145,0.5582,0.6683,RELEASED ONLY,0.6145,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 8,yes,,True,VERIFIER_value,5,37,POD4_4b_C_zs	arm C duration-matched zs	0.6145	0.6145	YES	0.5582	0.6683	0.5582	0.6683	YES	n=468 draws=2000,0.5582,0.6683,,,,,,
16,POD4,POD4_4b_C_enc,0.7980,0.7448,0.8489,RELEASED ONLY,0.798,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 9,yes,,True,VERIFIER_value,5,37,POD4_4b_C_enc	arm C duration-matched enc	0.798	0.798	YES	0.7448	0.8489	0.7448	0.8489	YES	n=468 draws=2000,0.7448,0.8489,,,,,,
16,POD4,POD4_4b_pd_zs_AB,+0.0732,+0.0312,+0.1165,RELEASED ONLY,0.0732,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 18,yes,,True,VERIFIER_value,5,37,POD4_4b_pd_zs_AB	zs A->B	0.0732	0.0732	YES	0.0312	0.1165	0.0312	0.1165	YES	draws=2000,+0.0312,+0.1165,,,,,,
16,POD4,POD4_4b_pd_zs_CB,+0.1084,+0.0638,+0.1550,RELEASED ONLY,0.1084,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 19,yes,,True,VERIFIER_value,5,37,POD4_4b_pd_zs_CB	zs C->B	0.1084	0.1084	YES	0.0638	0.155	0.0638	0.155	YES	draws=2000,+0.0638,+0.1550,,,,,,
16,POD4,POD4_4b_pd_enc_AB,-0.0452,-0.0857,-0.0083,RELEASED ONLY,-0.0452,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 20,yes,,True,VERIFIER_value,5,37,POD4_4b_pd_enc_AB	enc A->B	-0.0452	-0.0452	YES	-0.0857	-0.0083	-0.0857	-0.0083	YES	draws=2000,-0.0857,-0.0083,,,,,,
16,POD4,POD4_4b_pd_enc_CB,-0.0483,-0.0907,-0.0062,RELEASED ONLY,-0.0483,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 21,yes,,True,VERIFIER_value,5,37,POD4_4b_pd_enc_CB	enc C->B	-0.0483	-0.0483	YES	-0.0907	-0.0062	-0.0907	-0.0062	YES	draws=2000,-0.0907,-0.0062,,,,,,
16,POD4,POD4_4b_pd_zs_AC,-0.0352,-0.0729,-0.0001,RELEASED ONLY,-0.0352,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 22,yes,,True,VERIFIER_value,5,37,POD4_4b_pd_zs_AC	zs A->C	-0.0352	-0.0352	YES	-0.0729	-0.0001	-0.0729	-0.0001	YES	draws=2000,-0.0729,-0.0001,,,,,,
16,POD4,POD4_4b_pd_enc_AC,+0.0032,-0.0367,+0.0394,RELEASED ONLY,0.0032,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 23,yes,,True,VERIFIER_value,5,37,POD4_4b_pd_enc_AC	enc A->C	0.0032	0.0032	YES	-0.0367	0.0394	-0.0367	0.0394	YES	draws=2000,-0.0367,+0.0394,,,,,,
16,POD4,POD4_4b_B_zs_conf,0.5408,0.4245,0.6622,RELEASED ONLY,0.5408,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 14,yes,,True,VERIFIER_value,5,37,POD4_4b_B_zs_conf	arm B zs conflict	0.5408	0.5408	YES	0.4245	0.6622	0.4245	0.6622	YES	n=146 spk=100 draws=2000,0.4245,0.6622,,,,,,
16,POD4,POD4_4b_B_enc_conf,0.6295,0.5111,0.7345,RELEASED ONLY,0.6295,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 15,yes,,True,VERIFIER_value,5,37,POD4_4b_B_enc_conf	arm B enc conflict	0.6295	0.6295	YES	0.5111	0.7345	0.5111	0.7345	YES	n=146 spk=100 draws=2000,0.5111,0.7345,,,,,,
16,POD4,POD4_4b_B_zs_agr,0.8007,0.7500,0.8501,RELEASED ONLY,0.8007,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 16,yes,,True,VERIFIER_value,5,37,POD4_4b_B_zs_agr	arm B zs agreement	0.8007	0.8007	YES	0.75	0.8501	0.75	0.8501	YES	n=322 spk=175 draws=2000,0.7500,0.8501,,,,,,
16,POD4,POD4_4b_B_enc_agr,0.8037,0.7452,0.8539,RELEASED ONLY,0.8037,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 17,yes,,True,VERIFIER_value,5,37,POD4_4b_B_enc_agr	arm B enc agreement	0.8037	0.8037	YES	0.7452	0.8539	0.7452	0.8539	YES	n=322 spk=175 draws=2000,0.7452,0.8539,,,,,,
16,POD4,POD4_4b_A_zs_conf,0.5298,0.4189,0.6386,RELEASED ONLY,0.5298,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 10,yes,,True,VERIFIER_value,5,37,POD4_4b_A_zs_conf	arm A zs conflict	0.5298	0.5298	YES	0.4189	0.6386	0.4189	0.6386	YES	n=146 spk=100 draws=2000,0.4189,0.6386,,,,,,
16,POD4,POD4_4b_A_enc_conf,0.6161,0.5060,0.7281,RELEASED ONLY,0.6161,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 11,yes,,True,VERIFIER_value,5,37,POD4_4b_A_enc_conf	arm A enc conflict	0.6161	0.6161	YES	0.506	0.7281	0.506	0.7281	YES	n=146 spk=100 draws=2000,0.5060,0.7281,,,,,,
16,POD4,POD4_4b_A_zs_agr,0.6952,0.6327,0.7560,RELEASED ONLY,0.6952,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 12,yes,,True,VERIFIER_value,5,37,POD4_4b_A_zs_agr	arm A zs agreement	0.6952	0.6952	YES	0.6327	0.756	0.6327	0.756	YES	n=322 spk=175 draws=2000,0.6327,0.7560,,,,,,
16,POD4,POD4_4b_A_enc_agr,0.8674,0.8201,0.9096,RELEASED ONLY,0.8674,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 13,yes,,True,VERIFIER_value,5,37,POD4_4b_A_enc_agr	arm A enc agreement	0.8674	0.8674	YES	0.8201	0.9096	0.8201	0.9096	YES	n=322 spk=175 draws=2000,0.8201,0.9096,,,,,,
16,POD4,POD4_4a_nv_5f_before,0.7977,0.7248,0.8611,PAPER VALUE,0.7977,<local data dir>/release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_feats.json,[0],yes,,True,reported,5,37,"{""id"": ""POD4_4a_nv_5f_before"", ""reported"": 0.7977, ""verify"": 0.7977, ""match"": true, ""lo"": 0.7248, ""hi"": 0.8611, ""usable_draws"": 2000}",0.7248,0.8611,,,,,,
16,POD4,POD4_4a_nv_5f_after,0.6025,0.5479,0.6580,PAPER VALUE,0.6025,<local data dir>/release/edaic_rerun/part16/POD4/VERIFY_POD4_4a_feats.json,[1],yes,,True,reported,5,37,"{""id"": ""POD4_4a_nv_5f_after"", ""reported"": 0.6025, ""verify"": 0.6025, ""match"": true, ""lo"": 0.5479, ""hi"": 0.658, ""usable_draws"": 2000}",0.5479,0.6580,,,,,,
16,POD4,POD4_4a_nv_accept,FAILED_0.6025,,,PAPER VALUE,,,,,,,,,,,,,,,,,,
16,POD4,POD4_4a_nv_nf_before,0.5410,0.4731,0.6049,SUPPORT,0.541,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 28,yes,,False,VERIFIER_value,8,28,"nv_noise_floor_before	noise_floor alone before, direction-free	0.541	0.541	YES	0.4731	0.6049	0.4731	0.6049	YES	raw=0.4590 draws=2000",0.4731,0.6049,,,,,,
16,POD4,POD4_4a_nv_nf_after,0.5407,0.4594,0.6191,SUPPORT,0.5407,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 29,yes,,False,VERIFIER_value,8,28,"nv_noise_floor_after	noise_floor alone after, direction-free	0.5407	0.5407	YES	0.4594	0.6191	0.4594	0.6191	YES	raw=0.5407 draws=2000",0.4594,0.6191,,,,,,
16,POD4,POD4_4a_nv_snr_before,0.5432,0.4640,0.6216,SUPPORT,0.5432,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 30,yes,,False,VERIFIER_value,7,27,"nv_snr_before	snr alone before, direction-free	0.5432	0.5432	YES	0.464	0.6216	0.464	0.6216	YES	raw=0.4568 draws=2000",0.4640,0.6216,,,,,,
16,POD4,POD4_4a_nv_snr_after,0.5305,0.4498,0.6080,SUPPORT,0.5305,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 31,yes,,False,VERIFIER_value,7,27,"nv_snr_after	snr alone after, direction-free	0.5305	0.5305	YES	0.4498	0.608	0.4498	0.608	YES	raw=0.4695 draws=2000",0.4498,0.6080,,,,,,
16,POD4,POD4_4a_nv_cen_before,0.7782,0.7109,0.8396,PAPER VALUE,0.7782,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 32,yes,,False,VERIFIER_value,7,27,"nv_centroid_before	centroid alone before, direction-free	0.7782	0.7782	YES	0.7109	0.8396	0.7109	0.8396	YES	raw=0.2218 draws=2000",0.7109,0.8396,,,,,,
16,POD4,POD4_4a_nv_cen_after,0.5603,0.5051,0.6188,SUPPORT,0.5603,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 33,yes,,False,VERIFIER_value,7,27,"nv_centroid_after	centroid alone after, direction-free	0.5603	0.5603	YES	0.5051	0.6188	0.5051	0.6188	YES	raw=0.4397 draws=2000",0.5051,0.6188,,,,,,
16,POD4,POD4_4a_nv_ro_before,0.8005,0.7370,0.8574,SUPPORT,0.8005,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 34,yes,,False,VERIFIER_value,6,26,"nv_rolloff_before	rolloff alone before, direction-free	0.8005	0.8005	YES	0.737	0.8574	0.737	0.8574	YES	raw=0.1995 draws=2000",0.7370,0.8574,,,,,,
16,POD4,POD4_4a_nv_ro_after,0.5938,0.5438,0.6448,SUPPORT,0.5938,<local data dir>/release/edaic_rerun/part16/verify/POD4_VERIFIER_SUMMARY.tsv,line 35,yes,,False,VERIFIER_value,6,26,"nv_rolloff_after	rolloff alone after, direction-free	0.5938	0.5938	YES	0.5438	0.6448	0.5438	0.6448	YES	raw=0.4062 draws=2000",0.5438,0.6448,,,,,,
