order_group,line,context,paper_value,file_value,file_path,estimator,status,red_span,reason,value_status,method_constant,kind,section,item_id,added_basis,tex_file
added_23sep,149,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).",0.09,0.8741,<local data dir>/release/edaic_rerun/variants/q3o_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s); Qwen3-Omni hears the whole capped window: 0 of 275 windows cut (PART 23 item 6, part23/C/C_trunc_2",MISMATCH,,"context [model=Qwen3-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen3-Omni|edaic_full|zero_shot|all = 0.8741 (zero shot, full stitched participant audio capped at 900 s () rounds to 0.87; same-tier values: 0.629 (edaic zero shot answer, rank AUC recomputed he, current), 0.629 (edaic zero shot, 30 s window, current), 0.7153 (edaic_mid30 zero shot answer, current), 0.7153 (edaic_mid30 zero shot, mid-recording 30 s window fro, current)",current,no,point,Probing Results,L149_2710,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).",0.16,0.8741,<local data dir>/release/edaic_rerun/variants/q3o_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s); Qwen3-Omni hears the whole capped window: 0 of 275 windows cut (PART 23 item 6, part23/C/C_trunc_2",MISMATCH,,"context [model=Qwen3-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen3-Omni|edaic_full|zero_shot|all = 0.8741 (zero shot, full stitched participant audio capped at 900 s () rounds to 0.87; same-tier values: 0.629 (edaic zero shot answer, rank AUC recomputed he, current), 0.629 (edaic zero shot, 30 s window, current), 0.7153 (edaic_mid30 zero shot answer, current), 0.7153 (edaic_mid30 zero shot, mid-recording 30 s window fro, current)",current,no,point,Probing Results,L149_2719,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).",0.03,0.8741,<local data dir>/release/edaic_rerun/variants/q3o_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s); Qwen3-Omni hears the whole capped window: 0 of 275 windows cut (PART 23 item 6, part23/C/C_trunc_2",MISMATCH,,"context [model=Qwen3-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen3-Omni|edaic_full|zero_shot|all = 0.8741 (zero shot, full stitched participant audio capped at 900 s () rounds to 0.87; same-tier values: 0.629 (edaic zero shot answer, rank AUC recomputed he, current), 0.629 (edaic zero shot, 30 s window, current), 0.7153 (edaic_mid30 zero shot answer, current), 0.7153 (edaic_mid30 zero shot, mid-recording 30 s window fro, current)",current,no,point,Probing Results,L149_2728,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).",0.24,0.8741,<local data dir>/release/edaic_rerun/variants/q3o_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s); Qwen3-Omni hears the whole capped window: 0 of 275 windows cut (PART 23 item 6, part23/C/C_trunc_2",MISMATCH,,"context [model=Qwen3-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen3-Omni|edaic_full|zero_shot|all = 0.8741 (zero shot, full stitched participant audio capped at 900 s () rounds to 0.87; same-tier values: 0.629 (edaic zero shot answer, rank AUC recomputed he, current), 0.629 (edaic zero shot, 30 s window, current), 0.7153 (edaic_mid30 zero shot answer, current), 0.7153 (edaic_mid30 zero shot, mid-recording 30 s window fro, current)",current,no,point,Probing Results,L149_2741,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).",0.32,0.8741,<local data dir>/release/edaic_rerun/variants/q3o_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s); Qwen3-Omni hears the whole capped window: 0 of 275 windows cut (PART 23 item 6, part23/C/C_trunc_2",MISMATCH,,"context [model=Qwen3-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen3-Omni|edaic_full|zero_shot|all = 0.8741 (zero shot, full stitched participant audio capped at 900 s () rounds to 0.87; same-tier values: 0.629 (edaic zero shot answer, rank AUC recomputed he, current), 0.629 (edaic zero shot, 30 s window, current), 0.7153 (edaic_mid30 zero shot answer, current), 0.7153 (edaic_mid30 zero shot, mid-recording 30 s window fro, current)",current,no,point,Probing Results,L149_2750,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).",0.15,0.8741,<local data dir>/release/edaic_rerun/variants/q3o_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s); Qwen3-Omni hears the whole capped window: 0 of 275 windows cut (PART 23 item 6, part23/C/C_trunc_2",MISMATCH,,"context [model=Qwen3-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen3-Omni|edaic_full|zero_shot|all = 0.8741 (zero shot, full stitched participant audio capped at 900 s () rounds to 0.87; same-tier values: 0.629 (edaic zero shot answer, rank AUC recomputed he, current), 0.629 (edaic zero shot, 30 s window, current), 0.7153 (edaic_mid30 zero shot answer, current), 0.7153 (edaic_mid30 zero shot, mid-recording 30 s window fro, current)",current,no,point,Probing Results,L149_2759,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,149,"\par\parDepression reverses. On E-DAIC the language model probe reaches 0.74 and the encoder probe 0.60, both below the answer of 0.84 (-0.09 [-0.16, -0.03] and -0.24 [-0.32, -0.15]), while a probe on the answer state matches the answer (0.84).",0.84,0.8741,<local data dir>/release/edaic_rerun/variants/q3o_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s (89 of 275 capped, median window 591.8 s); Qwen3-Omni hears the whole capped window: 0 of 275 windows cut (PART 23 item 6, part23/C/C_trunc_2",MISMATCH,,"context [model=Qwen3-Omni; data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; best current candidate Qwen3-Omni|edaic_full|zero_shot|all = 0.8741 (zero shot, full stitched participant audio capped at 900 s () rounds to 0.87; same-tier values: 0.629 (edaic zero shot answer, rank AUC recomputed he, current), 0.629 (edaic zero shot, 30 s window, current), 0.7153 (edaic_mid30 zero shot answer, current), 0.7153 (edaic_mid30 zero shot, mid-recording 30 s window fro, current)",current,no,point,Probing Results,L149_2821,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,160,\begintable[t] \setlength\tabcolsep4pt \caption Zero-shot AUC on 30 s segments whose words conflict with the diagnosis and on segments whose words agree with it.,30,,,,UNMATCHED,,count 30 not found as n or n_spk in index rows for (no dataset),,no,integer,Conflict Test Results,L160_33,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,160,"Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.",483,138,<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,Qwen2.5-Omni | A_edaic_part14 | conflict | src=primary,MATCH,,count: 61 index rows for edaic_conflict_v2 carry n_spk/n = 483 (e.g. part16/rows/M8.tsv:2),current,no,integer,Conflict Test Results,L160_163,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,160,"Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.",311,138,scores/part17/T1_perclip_distinct_agreement.csv,E-DAIC Table 2 Qwen2.5-Omni audio agreement NEW 311 distinct,MATCH,,count: 8 index rows for edaic_conflict_v2 carry n_spk/n = 311 (e.g. part17/rows/T1.tsv:4),CONTESTED,no,integer,Conflict Test Results,L160_238,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,160,"Depression, E-DAIC : 483 conflict segments paired with agreement segments of the same speakers (311 distinct), 138 speakers.",138,138,<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,Qwen2.5-Omni | A_edaic_part14 | conflict | src=primary,MATCH,,count: 110 index rows for edaic_conflict_v2 carry n_spk/n = 138 (e.g. part16/rows/M8.tsv:2),current,no,integer,Conflict Test Results,L160_253,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,160,"Alzheimer's, Pitt : unpaired arms of 146 and 322 segments from 100 and 175 speakers.",146,,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,"zero shot, 30 s window, Pitt conflict arm only (146 clips, 100 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-",MATCH,,count: 87 index rows for pitt carry n_spk/n = 146 (e.g. master_lookup.csv:225),current,no,integer,Conflict Test Results,L160_315,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,160,"Alzheimer's, Pitt : unpaired arms of 146 and 322 segments from 100 and 175 speakers.",322,,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,"zero shot, 30 s window, Pitt agreement arm only (322 clips, 175 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09",MATCH,,count: 87 index rows for pitt carry n_spk/n = 322 (e.g. master_lookup.csv:226),current,no,integer,Conflict Test Results,L160_323,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,160,"Alzheimer's, Pitt : unpaired arms of 146 and 322 segments from 100 and 175 speakers.",100,100,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"Pitt Qwen2.5-Omni audio zero-shot answer AUC, conflict arm",MATCH,,count: 58 index rows for pitt carry n_spk/n = 100 (e.g. part16/rows/M1.tsv:6),current,no,integer,Conflict Test Results,L160_341,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,160,"Alzheimer's, Pitt : unpaired arms of 146 and 322 segments from 100 and 175 speakers.",175,175,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"Pitt Qwen2.5-Omni audio zero-shot answer AUC, agreement arm",MATCH,,count: 58 index rows for pitt carry n_spk/n = 175 (e.g. part16/rows/M1.tsv:7),current,no,integer,Conflict Test Results,L160_349,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,170,Qwen3-Omni | Depression Conflict :: Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,0.30,0.3008,<local data dir>/release/edaic_rerun/part14/p14_q3o_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | A_edaic_part14 | conflict | src=primary,MATCH,,context [model=Qwen3-Omni; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L170_34,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,170,Qwen3-Omni | Depression Agree. :: Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,0.97,0.9727,scores/part17/T1_perclip_distinct_agreement.csv,E-DAIC Table 2 Qwen3-Omni-30B-A3B audio agreement NEW 311 distinct,MATCH,,"context [model=Qwen3-Omni; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.9638 (edaic_conflict_v2 E-DAIC Table 2 Qwen3-Omni-30B-A3B audio , CONTESTED), 0.9638 (edaic_conflict_v2 Qwen3-Omni-30B-A3B | A_edaic_part14 | ag, CONTESTED), 0.9638 (edaic_conflict_v2 zero shot answer, CONTESTED); NOTE S4: PART17 T1 value on the 311 distinct agreement segments; the paper's Table 2 used all 483 rows (repeats included); not yet decided which is printed",CONTESTED,no,point,Conflict Test Results,L170_41,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,170,Qwen3-Omni | Alzheimer's Conflict :: Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,0.61,0.6066,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | B_pitt | conflict | src=primary,MATCH,,context [model=Qwen3-Omni; data=pitt; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L170_48,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,170,Qwen3-Omni | Alzheimer's Agree. :: Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,0.82,0.8231,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | B_pitt | agreement | src=primary,MATCH,,context [model=Qwen3-Omni; data=pitt; stream=zero_shot; arm=agreement]; tier current,current,no,point,Conflict Test Results,L170_55,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,171,Audio Flamingo 2 | Depression Conflict :: Audio Flamingo 2 & 0.53 & 0.63 & 0.58 & 0.53,0.53,0.5286,<local data dir>/release/edaic_rerun/part14/p14_af2.csv,Audio Flamingo 2 | A_edaic_part14 | conflict | src=primary,MATCH,,context [model=Audio Flamingo 2; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,current,no,point,Conflict Test Results,L171_34,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,171,Audio Flamingo 2 | Depression Agree. :: Audio Flamingo 2 & 0.53 & 0.63 & 0.58 & 0.53,0.63,0.6297,scores/part17/T1_perclip_distinct_agreement.csv,E-DAIC Table 2 Audio Flamingo 2 audio agreement NEW 311 distinct,MATCH,,"context [model=Audio Flamingo 2; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.6083 (edaic_conflict_v2 Audio Flamingo 2 | A_edaic_part14 | agre, CONTESTED), 0.6083 (edaic_conflict_v2 E-DAIC Table 2 Audio Flamingo 2 audio ag, CONTESTED), 0.6083 (edaic_conflict_v2 zero shot answer, CONTESTED); NOTE S4: PART17 T1 value on the 311 distinct agreement segments; the paper's Table 2 used all 483 rows (repeats included); not yet decided which is printed",CONTESTED,no,point,Conflict Test Results,L171_41,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,171,Audio Flamingo 2 | Alzheimer's Conflict :: Audio Flamingo 2 & 0.53 & 0.63 & 0.58 & 0.53,0.58,0.631,<local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv,"zero shot, Pitt conflict arm only (146 clips, 100 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-23) [SUPERSED",MISMATCH,,"context [model=Audio Flamingo 2; data=pitt; stream=zero_shot; arm=conflict]; best current candidate Audio Flamingo 2|pitt|zero_shot|conflict = 0.631 (zero shot, Pitt conflict arm only (146 clips, 100 speakers; ) rounds to 0.63; same-tier values: 0.631 (pitt Audio Flamingo 2 Pitt conflict zero-shot, current), 0.631 (pitt Audio Flamingo 2 | B_pitt | conflict | s, current), 0.631 (pitt Pitt conflict arm AUC, current), 0.631 (pitt zero shot answer, current)",current,no,point,Conflict Test Results,L171_48,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,171,Audio Flamingo 2 | Alzheimer's Agree. :: Audio Flamingo 2 & 0.53 & 0.63 & 0.58 & 0.53,0.53,0.5544,<local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv,"zero shot, Pitt agreement arm only (322 clips, 175 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-23); the dec",MISMATCH,,"context [model=Audio Flamingo 2; data=pitt; stream=zero_shot; arm=agreement]; best current candidate Audio Flamingo 2|pitt|zero_shot|agreement = 0.5544 (zero shot, Pitt agreement arm only (322 clips, 175 speakers;) rounds to 0.55; same-tier values: 0.5544 (pitt Audio Flamingo 2 Pitt agreement zero-sho, current), 0.5544 (pitt Audio Flamingo 2 | B_pitt | agreement | , current), 0.5544 (pitt Pitt agreement arm AUC, current), 0.5544 (pitt zero shot answer, current)",current,no,point,Conflict Test Results,L171_55,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",0.15,0.455,<local data dir>/paper work/paper1_local_runs/omni_pitt_text.csv,"text only, Run A (local MPS, file mtime Sep 15), rank AUC recomputed here",MISMATCH,,"context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=conflict; dataset from previous sentence]; best CONTESTED candidate Qwen2.5-Omni|pitt|transcript|conflict = 0.455 (text only, Run A (local MPS, file mtime Sep 15), rank AUC re) rounds to 0.46; same-tier values: 0.455 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.455 (pitt text only, Run A (local MPS, file mtime , CONTESTED), 0.556 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.556 (pitt text only, Run B (pod /workspace/text_sc, CONTESTED)",CONTESTED,no,point,Conflict Test Results,L180_931,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",0.96,0.455,<local data dir>/paper work/paper1_local_runs/omni_pitt_text.csv,"text only, Run A (local MPS, file mtime Sep 15), rank AUC recomputed here",MISMATCH,,"context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=conflict; dataset from previous sentence]; best CONTESTED candidate Qwen2.5-Omni|pitt|transcript|conflict = 0.455 (text only, Run A (local MPS, file mtime Sep 15), rank AUC re) rounds to 0.46; same-tier values: 0.455 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.455 (pitt text only, Run A (local MPS, file mtime , CONTESTED), 0.556 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.556 (pitt text only, Run B (pod /workspace/text_sc, CONTESTED)",CONTESTED,no,point,Conflict Test Results,L180_952,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",0.22,0.7987,<local data dir>/paper work/paper1_local_runs/omni_pitt_text.csv,"text only, Run A (local MPS, file mtime Sep 15), rank AUC recomputed here",MISMATCH,,"context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=agreement; dataset from previous sentence]; best CONTESTED candidate Qwen2.5-Omni|pitt|transcript|agreement = 0.7987 (text only, Run A (local MPS, file mtime Sep 15), rank AUC re) rounds to 0.80; same-tier values: 0.7078 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7078 (pitt text only, Run B (pod /workspace/text_sc, CONTESTED), 0.7987 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7987 (pitt text only, Run A (local MPS, file mtime , CONTESTED)",CONTESTED,no,point,Conflict Test Results,L180_991,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",0.95,0.7987,<local data dir>/paper work/paper1_local_runs/omni_pitt_text.csv,"text only, Run A (local MPS, file mtime Sep 15), rank AUC recomputed here",MISMATCH,,"context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=agreement; dataset from previous sentence]; best CONTESTED candidate Qwen2.5-Omni|pitt|transcript|agreement = 0.7987 (text only, Run A (local MPS, file mtime Sep 15), rank AUC re) rounds to 0.80; same-tier values: 0.7078 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7078 (pitt text only, Run B (pod /workspace/text_sc, CONTESTED), 0.7987 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7987 (pitt text only, Run A (local MPS, file mtime , CONTESTED)",CONTESTED,no,point,Conflict Test Results,L180_1000,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips.",86,,,,UNMATCHED,,percentage with no indexed file value for context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=all; dataset from previous sentence],,no,percent,Conflict Test Results,L180_1096,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).",0.56,0.556,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,"ALT Pitt Qwen2.5-Omni transcript-only answer AUC, conflict arm (Sep 20 pod rerun, different prompt run)",MATCH,,"context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=conflict; delta]; tier CONTESTED; same-tier values that round differently: -0.0772 (pitt Pitt Qwen2.5-Omni paired transcript minu, CONTESTED); NOTE S5: two Omni Pitt transcript runs disagree: Run A Sep 15 local 0.6975 (bootstrap tables, M1 headline) vs Run B Sep 20 pod 0.6629 (master_lookup, table1_omni25); cause not established | S7: alternative",CONTESTED,no,point,Conflict Test Results,L180_1195,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
added_23sep,180,"On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement).",0.71,0.7078,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,"text only, Run B (pod /workspace/text_score.py, file mtime Sep 20), rank AUC recomputed here; arms joined from Run A 'set' by id",MATCH,,"context [model=Qwen2.5-Omni; data=pitt; stream=transcript; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.7987 (pitt Pitt Qwen2.5-Omni transcript-only answer, CONTESTED), 0.7987 (pitt text only, Run A (local MPS, file mtime , CONTESTED); NOTE S5: two Omni Pitt transcript runs disagree: Run A Sep 15 local 0.6975 (bootstrap tables, M1 headline) vs Run B Sep 20 pod 0.6629 (master_lookup, table1_omni25); cause not established",CONTESTED,no,point,Conflict Test Results,L180_1213,sentences in AudioLLMHealthUtilityGap.tex not in pasted_tex_dryrun.tex,<local data dir>/paper work/paper1_submission_23sep/final_overleaf_2325Z/AudioLLMHealthUtilityGap.tex
