dataset,path,md5,dur_s,db_p5,db_med,db_max,frac_below_floor6,frac_below_m50,n_frames,mfcc,err
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0128.wav,ac4496d730a7810d4b7ae73c5e53f0d6,8.0053,-26.723,-25.236,-22.9411,1.0,0.0,799,-69.143600;-0.291749;2.825040;6.004558;-0.672353;-7.228140;-0.548483;-2.093229;-3.653979;-3.064828;0.053251;-0.555998;-1.716252,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0129.wav,fde24da93ff4c83f013ba96246511e62,5.2138,-22.6318,-21.8549,-20.3456,1.0,0.0,519,-65.717400;-5.020128;2.506913;9.245226;-7.171103;-4.026532;-2.402555;-2.233330;-3.957620;-3.085308;0.870716;-4.343009;0.377866,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0130.wav,426bc77e744ab97abcb8052ec7bbbd54,1.3878,-22.1475,-21.7235,-21.0656,1.0,0.0,137,-66.284302;-2.424585;4.943907;11.614548;-1.998047;-4.864995;-3.343436;-1.059494;-2.281620;-4.880518;1.295971;-1.140125;-1.435657,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0131.wav,dcfdb7bfac4e77238a92a5627941fadb,2.6416,-18.0423,-17.2225,-14.909,1.0,0.0,262,-50.729385;-4.211615;2.130118;8.787601;-3.329555;-6.612911;-2.166984;-1.531893;-3.402038;-1.799398;-1.595775;0.935695;-2.288325,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0132.wav,76e06c6e489c92e15633b691ac22f90b,1.6829,-20.2914,-19.696,-18.4255,1.0,0.0,166,-66.854271;-2.537622;4.112949;4.785722;-4.705004;-7.118967;-1.782806;-4.352436;-2.640987;-4.304409;1.060962;-1.699388;-2.110652,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0133.wav,7ae910b2e0bd3a11d80774045e3cd226,2.7511,-30.4467,-29.0134,-27.8294,1.0,0.0,273,-74.345207;-3.020164;5.444549;6.795403;-4.040705;-6.553632;0.551449;-4.610018;-3.082911;-2.221450;-1.053524;-0.342674;-1.715168,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0134.wav,67a1a7d4d461c406896e64998b7ff12c,2.5513,-31.539,-30.6107,-28.9068,1.0,0.0,253,-75.693771;-2.932539;4.459084;6.714150;-0.154912;-5.101839;-1.645171;-2.677428;-1.834385;-2.659001;-2.547116;-0.404932;-0.208326,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0135.wav,792b8c9a7c1e400804c4dab4df250e6b,2.4743,-40.9616,-38.6646,-36.1611,1.0,0.0,245,-88.715172;-2.832165;5.775022;8.979121;2.054366;-2.967829;1.781162;-1.158049;-2.943597;-1.831273;-1.776798;1.129782;-0.435582,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0087.wav,11f07d16c8e07ee6346cb56f06d01b8a,4.2396,-44.8318,-39.7777,-37.4919,0.8318,0.0118,422,-87.869698;-1.951831;4.156077;4.587355;2.804267;0.155128;-0.862023;-0.776408;-1.689367;-1.346847;-1.285357;-0.323238;0.472738,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0105.wav,d30365461e1bd9657f9444269c151093,4.3442,-38.1218,-36.6128,-34.1651,1.0,0.0,432,-83.902977;2.067038;2.379529;9.679050;-2.088610;-7.019017;1.245931;-0.762892;-2.768114;-0.937209;-0.392729;1.392855;0.023162,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0112.wav,1ce20c8dc97118f3f50eceab177861e2,4.876,-40.6358,-38.0897,-33.9314,0.9074,0.0,486,-89.907349;-1.733773;4.587148;8.334339;-2.374461;-4.777733;0.053649;-4.109797;-4.193865;-1.372968;-2.001328;-0.893963;0.642644,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0116.wav,59076d29228c437f39dd501c668780d5,3.9092,-36.5493,-34.8047,-31.457,1.0,0.0,389,-85.213989;0.402843;4.008146;8.050276;-7.855948;-3.971255;-2.723167;-3.075704;-2.308733;-3.116558;0.649384;-2.994292;-0.118374,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0118.wav,63aeb0017c438d61dd412a371796b381,3.7971,-39.1403,-37.0921,-34.2846,1.0,0.0,378,-87.290092;-4.320702;4.153387;5.758802;-2.510912;-6.134713;-1.141799;-3.280586;-5.275770;-2.003936;-0.005565;-2.406132;-0.118078,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0120.wav,2239d9e62b4b13c9b8e43a9a5d8ae736,5.3901,-40.5723,-39.2743,-37.4153,1.0,0.0,537,-87.046188;-4.859139;1.116498;7.678537;-5.467606;-5.466302;0.239306;-4.070571;-2.364746;-2.235216;-0.837854;-1.229959;-1.541624,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0121.wav,01a3c266f573e18909a28ad45818c784,5.3678,-45.2959,-43.8996,-40.2002,1.0,0.0,535,-94.505104;-1.659635;2.810656;8.781392;0.723964;-3.090099;-0.358695;-1.136542;-1.982670;-1.164802;-1.556177;-0.987338;0.962359,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0122.wav,15bb17133cc2ddd388e96efd6e014e78,6.4634,-38.7774,-37.3884,-34.8182,1.0,0.0,644,-94.698769;0.153217;8.224874;5.272647;-0.184929;-2.084102;-3.232701;-2.893215;-3.225011;-2.225189;-2.598317;-0.177569;0.380733,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0138.wav,5ea1554daa60ca4654ac417db7a9a823,74.954,-61.5865,-45.4681,-23.1591,0.245,0.347,7493,-94.505821;-3.397658;2.653817;2.271991;1.179763;-0.321766;-0.680237;0.588855;-0.283593;0.086993;-0.691366;0.558601;0.127883,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0140.wav,b877271befe32e675bb977e578b2ff96,80.2482,-59.0456,-33.3928,-16.9904,0.1438,0.1752,8023,-85.275620;-0.948853;1.113580;0.772470;-1.113427;-1.092577;-1.429826;0.087263;-0.823960;-1.599508;-0.972261;-1.031970;-0.881123,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0141.wav,68117c89a274a486c8f7eb6441b44e96,80.2482,-60.3116,-34.685,-17.1932,0.2853,0.3256,8023,-87.351242;0.242025;-0.221427;0.941380;-0.477569;0.216334;-0.650866;-0.824008;0.332451;-0.949471;-0.621054;0.192970;-0.213555,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0142.wav,b96013992c7c974ecc4d214741d82c48,46.6926,-60.3552,-40.0103,-16.5044,0.3568,0.4116,4667,-83.382866;-2.032310;0.315165;-0.154342;0.146525;-1.041568;-0.835603;0.403684;-0.053365;-0.100505;-0.520027;0.370344;-0.370278,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0143.wav,b7b3ffc9b02fc631b8658c3b25937e77,67.4384,-62.2405,-39.5896,-17.9241,0.295,0.3592,6742,-92.548767;-4.115183;-0.123804;-0.493335;-1.377976;-1.479046;-1.287170;-0.362764;-0.333790;-1.406707;-0.242235;-0.045896;0.850116,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0144.wav,7d6c9d59179b21fb70424d31eb057d8f,39.5622,-61.8348,-51.3461,-28.9578,0.4585,0.5152,3954,-96.707146;-3.929817;0.835470;-0.156361;-0.973661;-0.175418;-0.664357;-0.097815;-0.443052;-1.556587;-1.551224;-0.681770;0.483724,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0145.wav,0ff85df27ec20bfeb1e4471dba5c7dfa,80.3411,-62.6885,-46.9007,-23.6244,0.4338,0.4787,8032,-90.682785;-3.550519;-1.022637;0.597425;-0.505709;-0.792917;-0.787784;0.059606;-0.407957;-0.825359;-0.669377;-0.016361;0.035347,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_GANGA_0034.wav,81f5498ea07f69f64be9bcd44e5f9082,1.913,-67.3826,-41.9458,-23.7081,0.1376,0.2857,189,-92.575333;0.205983;0.913606;-0.181869;-1.511502;-0.334300;-3.554262;0.207371;-1.627519;0.258962;-0.738873;-0.809401;-0.861422,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0136.wav,54bc83544420c08038036506fe9b8b95,3.7961,-36.0096,-35.5438,-33.5271,1.0,0.0,378,-85.445328;-2.112601;6.648401;7.162331;0.995711;-7.015978;-0.179391;-2.949337;-2.832836;-1.902417;0.064459;0.992335;-1.408025,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0137.wav,63d3ec60c0e5f4240f31f8aed58cc89f,4.8321,-31.046,-28.7825,-27.0384,1.0,0.0,481,-78.426712;-0.300436;1.484592;11.361902;0.723167;-8.024263;-0.959936;-3.513954;-2.877830;-1.994560;-2.445628;-0.099932;-0.456731,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0138.wav,85502a61816473599ef16eed797333fa,2.2117,-30.4707,-29.8394,-28.5141,1.0,0.0,219,-78.868721;-2.074379;7.879549;6.179103;1.650790;-8.580044;-0.728958;-1.748406;-2.156688;-2.902380;-1.918801;0.439018;-1.559175,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0140.wav,4a56afccf5157a20429969948804eec2,1.6502,-33.5724,-32.4047,-28.8415,1.0,0.0,163,-78.932465;-2.699979;6.391574;8.090031;-4.380753;-5.271180;-0.907468;-2.832108;-2.460907;-3.676286;1.449975;-2.836706;-1.484693,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0141.wav,2452cbd390a0b27cdf25031a368feef7,1.5374,-21.4937,-20.2901,-18.2073,1.0,0.0,152,-66.060822;4.975496;-1.441636;5.766716;1.338711;-9.481753;-3.178602;-3.433173;0.022676;-3.337268;-2.945061;-0.465925;-0.375801,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0142.wav,dba5d450b40e6f07e47c402a784ef96a,2.6312,-23.9038,-23.0315,-21.1589,1.0,0.0,261,-61.509583;-2.720807;3.235845;7.046671;0.793741;-8.368097;-1.459197;0.198605;-4.096778;-0.591787;-1.505612;-0.927681;-0.438762,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0143.wav,0a8d05d9cce5bced6ad4aea167fad7af,11.8783,-36.8328,-34.0099,-29.4707,0.989,0.0,1186,-83.433105;-3.826280;-1.024824;6.342067;-3.252116;-8.800109;-1.210450;-2.565083;-4.914021;-3.036603;-0.437498;-2.063221;-1.261034,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I2_0144.wav,1ca313a300c13886b8e6c177d07042cf,2.4246,-36.3727,-35.6797,-31.7545,1.0,0.0,240,-87.775146;-7.853743;4.480596;1.562668;-3.077288;-7.371181;0.315630;-4.183972;-3.567346;-1.586060;-1.343014;-1.600367;2.483713,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0129.wav,ea28561de401ae3fddf796df77fd3998,56.8424,-55.008,-31.8662,-13.4919,0.1762,0.1598,5682,-80.569344;-0.336764;2.059829;-0.199643;-1.712215;-1.367895;-2.635691;0.355953;-1.092542;-1.245026;-1.202601;-0.183404;-0.463146,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0130.wav,bd29d4cf6454b1e6375ed9b1997d6659,68.8239,-56.01,-37.8697,-12.4409,0.3613,0.3615,6880,-85.132912;-3.452843;1.703986;1.609034;0.047050;-0.157011;-1.030275;0.370784;-0.369067;-0.255000;-0.544416;0.490243;0.261697,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0132.wav,596e4882bf80bf7f63ce528573c825b6,80.2482,-57.0013,-34.6525,-19.9291,0.298,0.3081,8023,-80.241486;-0.941914;-0.049564;-0.190352;-2.083758;-1.054178;-1.486182;-0.550907;-0.833274;-0.823527;-1.302802;-1.289029;-0.069909,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0133.wav,5dc270f52c1fff1ca06fe7f09c1f0bfd,47.3965,-55.4317,-36.2427,-12.3365,0.2294,0.2208,4738,-81.181534;-1.643188;0.209299;0.561806;-1.561012;-1.458479;-0.774717;-0.496196;-0.077240;-1.119377;-0.949791;-0.682195;-0.124984,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0134.wav,40f44c564fbf360885a7ab9b0293d840,50.8628,-57.5046,-34.0199,-14.3269,0.272,0.2897,5084,-79.261154;-2.654177;-0.094368;1.240575;-0.623287;-1.130277;-0.590895;-0.477922;-0.704174;-0.895932;-0.750838;-0.039681;-0.523247,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0135.wav,03e6ee2af47885f11199d88f550ee9ba,80.3411,-62.9623,-47.9885,-27.8385,0.3716,0.4711,8032,-94.983124;-3.089348;0.574900;1.323164;-0.190543;0.372286;-0.679826;0.055751;0.798037;-0.895175;-0.565825;1.106991;0.325665,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0136.wav,b150026783d88ec2fc4f2c53fce422e6,79.6689,-60.2941,-36.677,-14.2967,0.1982,0.247,7965,-90.583450;-0.656396;2.183312;1.546172;-0.087393;-0.935075;-0.145302;0.041862;-0.502987;0.115682;-0.427998;-0.392321;-0.117862,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_ESPONTANEA_0137.wav,f00261a5f59584faff9caddadc72f663,78.855,-61.7058,-37.7762,-20.7335,0.1715,0.2216,7884,-89.779266;0.488894;2.201478;2.313926;0.361508;-1.195937;-1.200994;-0.332531;-0.583346;-0.026375;-0.403224;0.262330;0.306323,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_I3_0034.wav,214e0ebd693ebf7c15688859a9a05bd0,6.2166,-34.1216,-31.7403,-22.1732,0.9081,0.0,620,-89.157982;-2.008768;8.218131;7.041563;1.352436;-2.897186;-5.395595;-0.423381;-3.447602;-3.341470;-3.210646;-0.746391;-1.960049,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0034.wav,4dac874d0047030bc0c3fc58d5caf01a,2.015,-69.9687,-37.4037,-22.4307,0.225,0.345,200,-92.078255;2.957042;0.477430;-1.585373;-1.959473;-0.510661;-3.327680;0.270286;-1.237562;-0.048698;-0.486865;-0.145609;-1.417754,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0036.wav,9773fd90fb1b917d8dd8b4bfb2b07ba8,2.4756,-62.5594,-39.9822,-26.4052,0.3089,0.3984,246,-96.222679;2.129104;-3.291877;-1.750038;-3.111498;-1.087200;-0.999666;-1.318963;-1.063475;-0.375019;-0.441775;-0.979566;-0.016938,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0045.wav,6f6ab1e61e6ac37c2fcd4bbd4a1bd54f,2.6935,-62.618,-51.3788,-34.5856,0.4382,0.5206,267,-100.834564;-2.565589;0.453880;0.970655;-1.151022;0.309851;-0.694297;0.317285;0.465213;0.431659;-0.082301;1.443927;1.151017,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0048.wav,c9468c2178bfb7a278870206d5415daf,2.2291,-61.9753,-53.9195,-24.8119,0.4751,0.5204,221,-92.448944;-0.439146;-2.492008;0.682698;-1.705191;-1.444105;-0.209661;-1.394769;0.416870;0.209450;-0.691496;-0.353658;0.486878,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0049.wav,98bd1f8d64a5a9f6154b03a637f0582f,2.9722,-63.6462,-51.4039,-30.4321,0.4237,0.5085,295,-98.113548;-0.963142;-2.196819;-0.564470;-1.538281;-0.999146;-1.181100;-0.935057;0.292804;-0.901188;-0.831542;0.640096;0.057973,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0051.wav,24ac5c4c0a964ad65c69cedbf81859a7,3.2508,-63.852,-59.8836,-25.9505,0.5666,0.6223,323,-101.710938;-2.469587;-1.435254;-0.010378;0.390014;-0.370317;-0.694507;1.675596;0.344639;-0.400893;0.682229;0.853207;0.953517,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0052.wav,d8506f1025d084b8650265fb358230e5,2.322,-63.3741,-41.6603,-27.8169,0.3478,0.4043,230,-92.847725;-1.331402;-1.245149;-1.752028;-1.138641;-0.831695;-0.908198;-0.571936;-0.807905;0.523923;-1.580439;0.236144;0.858294,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0053.wav,c00edda6c44784aca8537727dea80f46,2.9722,-63.2875,-60.3974,-23.8029,0.5288,0.5729,295,-99.270256;-1.945509;-2.509148;0.095231;-0.516136;0.020634;-1.050788;-0.206336;-0.223091;-0.706094;-0.689776;0.058458;0.816770,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0054.wav,aa0c1b286fba0f581943dc4c9e4b8c95,2.9722,-64.2549,-60.0753,-26.0439,0.5356,0.5627,295,-99.493813;-2.831050;-1.215326;0.156224;0.087852;-0.029777;-1.139362;0.677988;-0.030247;-0.529891;-0.549763;0.945479;0.321677,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0055.wav,e9f73a3bcc336a1e1d23945181d811b4,2.1875,-62.8273,-46.3143,-30.8845,0.3779,0.4378,217,-98.561165;-0.216510;-0.277589;-0.999374;0.134830;0.150415;-0.734350;1.053330;-0.593114;0.240630;0.104469;0.738636;-0.149540,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0056.wav,f90f1189a411d5b776f1cbce771ed10b,2.3123,-62.6204,-37.2277,-22.1312,0.345,0.3537,229,-91.445610;-0.203346;-2.350729;-2.358657;-1.598538;-0.650235;-0.939762;-0.986866;-1.913159;-0.610684;-1.908075;-0.197835;0.378427,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0060.wav,94c9d40a4fd2de70e4198aa60aa5ac94,2.6364,-62.8523,-38.3162,-19.6748,0.3626,0.4008,262,-87.788765;1.572007;-2.156688;0.122874;-1.633760;-0.968617;-0.401249;-0.733437;-0.134782;-0.436815;-0.172408;0.612185;-0.748021,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0061.wav,570851d7b7fd14d3d582454ca12b0c65,2.3019,-60.8128,-35.4912,-19.5761,0.3158,0.3991,228,-87.720032;0.727345;-1.941017;-1.352157;-1.357052;-1.954182;-0.052935;-0.356030;-0.811634;-0.024282;-0.998905;0.272220;0.034456,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0062.wav,f62fb9c8f4dc6dba46917f164e9639a0,2.2749,-62.9943,-42.499,-30.9426,0.4,0.4356,225,-93.079330;-0.246804;-3.541976;-0.236627;-1.637928;-0.423984;-2.114116;0.132990;-0.599144;-0.667913;-0.766898;-0.040573;0.049359,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0063.wav,623c09159b47179699e50e3118af6897,2.4334,-63.586,-52.8669,-30.2901,0.4647,0.5104,241,-98.956070;-1.602729;-2.278871;0.076745;-1.698013;-0.872345;-1.376513;-0.189211;0.025468;-1.539759;-1.087231;-0.288355;0.695048,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0064.wav,2881032bd24b606ac29092a185043790,2.1176,-61.6104,-40.2594,-23.7022,0.3857,0.4095,210,-92.316620;0.948084;0.255488;-0.869097;-0.371211;-1.473998;-0.622791;0.576443;-1.332104;0.448988;-0.550995;0.579266;-1.179580,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0065.wav,6d484b82755fd57419f8a5aaa13bb93f,2.5291,-62.5341,-50.4575,-22.9921,0.4741,0.502,251,-95.531425;-1.469471;-1.441935;-1.049374;-1.992689;-0.423025;-0.838641;-0.248408;-0.895607;-0.199334;-0.972162;0.204492;0.895400,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0071.wav,0155940e18dcc5750bb4cf2f2f5d1553,2.4019,-60.3321,-40.2665,-27.8178,0.2773,0.3655,238,-86.676414;-3.106742;0.543797;-0.674021;-1.357143;-1.745668;-1.765967;-0.432213;-0.591246;-0.187800;-1.231641;-0.880361;-0.578082,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0072.wav,c08bdc797ece008161c3031c559b9675,2.8699,-63.7324,-37.9382,-22.8492,0.3684,0.3965,285,-87.474579;-1.768556;-2.629634;-0.688051;-2.418977;-1.468530;-1.858867;0.914204;-1.458031;-0.598952;-0.253321;-0.531956;0.346168,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0073.wav,1b8e8a449a84ac65a2627465c049031d,2.9021,-62.0829,-43.0364,-21.7445,0.3229,0.4271,288,-94.502747;1.806784;-0.795276;0.807074;0.305714;-1.173766;-1.155461;0.275274;-1.138882;0.650584;-1.052271;1.154149;-0.028653,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0074.wav,4a644c9d5a90d8ae6b0020ea96c0c058,2.8793,-63.5802,-52.2373,-25.7749,0.451,0.5105,286,-95.261871;-0.449433;-1.733824;0.526266;-1.218827;-0.083591;-0.575170;0.397789;0.328153;-0.222685;0.070265;0.125997;0.610062,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0075.wav,e0b4efd04df5ed8ea38211f53551196a,2.9901,-62.8216,-41.2149,-25.0058,0.3131,0.431,297,-91.854126;-0.057576;-2.959444;1.188167;-1.799189;-1.076954;-0.946074;-0.270367;-0.850205;-0.702838;-1.458685;0.484552;-0.099529,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0076.wav,7769f4f9820eca2b1eefea7e942e261d,2.2437,-56.0348,-31.4292,-13.8029,0.1667,0.1667,222,-78.868561;-0.221054;1.968121;0.204139;-2.455284;0.617917;-1.455881;-0.894480;-0.040379;-0.147804;0.018017;0.394746;-0.489369,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0080.wav,fbf7523b6a263f8ab019da9c76ac0a65,1.8142,-58.2146,-41.3465,-26.3366,0.3631,0.3911,179,-83.300812;-1.338345;-0.849071;-0.415345;-0.090530;-0.586417;-1.051870;-0.155814;-0.600305;-0.263691;-0.212416;0.140481;-0.686438,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0081.wav,c7ca2f4a06cb71b7fe6d369e6cdfb071,2.6935,-63.5288,-47.2062,-27.1012,0.3221,0.4532,267,-94.799362;-0.777840;0.895379;-0.375152;-0.019791;0.071669;-0.623557;1.234718;-0.719941;0.421489;-0.494192;0.766988;-0.184188,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0082.wav,72a004f8978da3bd0c193465f9b911ec,2.4331,-56.7046,-35.1997,-21.6787,0.2365,0.2573,241,-76.333977;-3.933040;-1.545110;-0.657436;-1.772236;-1.237325;-1.416302;-1.093647;-1.152571;-0.738667;-0.919717;-1.333977;-0.647749,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0083.wav,7a0cfd31c95d4ac5b5c2d9e409e4a4f6,2.0656,-58.2257,-41.0622,-27.3396,0.2439,0.2537,205,-84.003662;-0.433324;-0.688530;-0.061469;-0.929902;-1.147640;-0.606080;-0.440149;-0.918570;-0.233465;-0.613512;-0.096721;-0.635012,
neurovoz,/Volumes/G-Drive Pro/paper1_local_runs/drive_data/spanish_neurovoz/zenodo_upload/audios/HC_MANGA_0085.wav,b0e6398001023e26c8c077e70fa0bc88,3.1158,-62.8492,-35.1879,-21.8295,0.3387,0.3645,310,-88.101982;-0.588835;-2.158854;-1.989166;-2.844346;-0.980111;-0.127187;-1.686637;-0.555815;-0.490054;-1.156051;-0.217610;0.123153,
