status,order_group,line,paper_value,file_value,file_path,triage,triage_reason,triage_recomputed,method_constant,kind,section,item_id,reason,context,tex_line_text
UNMATCHED,added_23sep,180,4,,,,,,no,integer,Conflict Test Results,L180_1163,count 4 not found as n or n_spk in index rows for (no dataset),With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18.,"Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,0.18,,,,,,no,point,Conflict Test Results,L180_1220,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18.,"Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,1,,,,,,no,integer,Conflict Test Results,L180_1260,count 1 not found as n or n_spk in index rows for (no dataset),"A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,334,,,,,,no,integer,Conflict Test Results,L180_1262,count 334 not found as n or n_spk in index rows for (no dataset),"A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
MISMATCH,added_23sep,180,0.46,0.5322,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,MISPAIRING,Matcher paired it with the Pitt conflict arm (0.5322). The second scorer run gives 0.46.,"0.4619 [0.4165, 0.5102] n=1334 spk=162; pairs 1334",no,point,Conflict Test Results,L180_1306,"context [model=Qwen2.5-Omni (default); data=any; stream=zero_shot; arm=conflict; conflict-test default stream]; best current candidate Qwen2.5-Omni|pitt|zero_shot|conflict = 0.5322 (Pitt Qwen2.5-Omni audio zero-shot answer AUC, conflict arm) rounds to 0.53; same-tier values: 0.1759 (edaic_conflict_v2 1d PHQ-8>=10 cutoff rebuild, Omni audio , current), 0.2218 (edaic_conflict_v2 E-DAIC Table 2 Qwen2.5-Omni audio confli, current), 0.2218 (edaic_conflict_v2 Qwen2.5-Omni | A_edaic_part14 | conflict, current), 0.2218 (edaic_conflict_v2 pipeline validation, rebuilt 0.70 set, o, current)","A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
MISMATCH,added_23sep,180,0.39,0.5322,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,MISPAIRING,"Matcher paired it with the Pitt conflict arm. 0.39 is the gap with distinct agreement segments (the Table 2 convention); with all 1,334 agreement rows it is 0.37.","distinct agreement segments 0.3934 [0.3410, 0.4420] n=2133 spk=162; all agreement rows 0.3697 [0.3073, 0.4269] n=2668 spk=162",no,point,Conflict Test Results,L180_1321,"context [model=Qwen2.5-Omni (default); data=any; stream=zero_shot; arm=conflict; conflict-test default stream]; best current candidate Qwen2.5-Omni|pitt|zero_shot|conflict = 0.5322 (Pitt Qwen2.5-Omni audio zero-shot answer AUC, conflict arm) rounds to 0.53; same-tier values: 0.1759 (edaic_conflict_v2 1d PHQ-8>=10 cutoff rebuild, Omni audio , current), 0.2218 (edaic_conflict_v2 E-DAIC Table 2 Qwen2.5-Omni audio confli, current), 0.2218 (edaic_conflict_v2 Qwen2.5-Omni | A_edaic_part14 | conflict, current), 0.2218 (edaic_conflict_v2 pipeline validation, rebuilt 0.70 set, o, current)","A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,97,,,,,,no,percent,Conflict Test Results,L180_1521,percentage with no indexed file value for context [model=Qwen2-Audio; data=any; stream=zero_shot; arm=all],"It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,87,,,,,,yes,percent,Conflict Test Results,L180_1565,"method/design constant, not a result; no file value indexed","It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
UNMATCHED,added_23sep,180,0.01,,,,,,no,point,Conflict Test Results,L180_1926,prompt-wording sensitivity figure; no averaged prompt-variant delta is indexed (omni_final/omni_*_p2.json and _p3.json hold the per-wording runs),Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording.,"Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the paralinguistic speech should perform as it does on the matched agreement segments, whereas a model following the words should invert and fall below chance. No such test is possible for PD, since every speaker reads the same passage. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips. The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19. With the dataset's own binary label in place of the PHQ-8 cut points of 15 and 4 the set grows to 924 clips and the conflict arm scores 0.18. A second sentiment scorer selects 1,334 pairs, on which the conflict arm scores 0.46 and stays 0.39 below the agreement arm. Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone leaves its Pitt answer within 0.01 of the recording wording."
MISMATCH,added_23sep,226,5.0,0.8032,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,MISPAIRING,"Matcher paired a parameter count (millions) with an AUC. 5,046,272 = 5.0 M.","json 5,046,272; arithmetic 28 x 8 x ((3584+3584)+(3584+512)x2+(3584+3584)) = 5,046,272",no,point,Supervised Fine-tuning,L226_670,"context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=all]; best current candidate Qwen2.5-Omni|pitt|lm_probe|all = 0.8032 (five split nested, mean of 5 repeats (json field llm.mean)) rounds to 0.8; same-tier values: 0.8032 (pitt five split nested, mean of 5 repeats (js, current), 0.8032 (pitt five split nested, mean of 5 repeats, current)","LoRA on the language model, with 5.0 M trainable parameters against 4.6 M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments.","To narrow the gap, we retrain the projector between the audio encoder and the language model so that paralinguistic information becomes more salient to the language model. After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops (Table~\ref{tab:main}). On the Pitt dataset the retrained projector reaches the same 0.77 as the probe on the hidden state at the answer position in Section~\ref{sec:gap}, so retraining recovers what the readout left unused. On the Pitt conflict segments the fine-tuned answer stays at 0.52, while the agreement segments rise to 0.86. LoRA on the language model, with 5.0\,M trainable parameters against 4.6\,M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments. On E-DAIC the retrained projector lands near the probe range, consistent with a task the words carry and the voice does not. On Parkinson's and Alzheimer's the deficit sits in the readout rather than the representation, since the probe reads the signal at every depth and retraining the projector recovers it. The fine tuning is on Qwen2.5-Omni, and we release the segment lists, scripts and every clip's score\footnote{\href{https://github.com/parw8649/audio-llm-utility-gap}{https://github.com/parw8649/audio-llm-utility-gap}}."
MISMATCH,added_23sep,226,4.6,0.8032,<local data dir>/release/omni_final/omni_pitt_nested_repeats.json,MISPAIRING,"Matcher paired a parameter count with an AUC. 4,591,104 = 4.6 M.","json 4,591,104; arithmetic 1280 x 3584 + 3584 = 4,591,104",no,point,Supervised Fine-tuning,L226_706,"context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=all]; best current candidate Qwen2.5-Omni|pitt|lm_probe|all = 0.8032 (five split nested, mean of 5 repeats (json field llm.mean)) rounds to 0.8; same-tier values: 0.8032 (pitt five split nested, mean of 5 repeats (js, current), 0.8032 (pitt five split nested, mean of 5 repeats, current)","LoRA on the language model, with 5.0 M trainable parameters against 4.6 M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments.","To narrow the gap, we retrain the projector between the audio encoder and the language model so that paralinguistic information becomes more salient to the language model. After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops (Table~\ref{tab:main}). On the Pitt dataset the retrained projector reaches the same 0.77 as the probe on the hidden state at the answer position in Section~\ref{sec:gap}, so retraining recovers what the readout left unused. On the Pitt conflict segments the fine-tuned answer stays at 0.52, while the agreement segments rise to 0.86. LoRA on the language model, with 5.0\,M trainable parameters against 4.6\,M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments. On E-DAIC the retrained projector lands near the probe range, consistent with a task the words carry and the voice does not. On Parkinson's and Alzheimer's the deficit sits in the readout rather than the representation, since the probe reads the signal at every depth and retraining the projector recovers it. The fine tuning is on Qwen2.5-Omni, and we release the segment lists, scripts and every clip's score\footnote{\href{https://github.com/parw8649/audio-llm-utility-gap}{https://github.com/parw8649/audio-llm-utility-gap}}."
UNMATCHED,added_23sep,226,0.83,,,,,,no,point,Supervised Fine-tuning,L226_740,no indexed value for context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=conflict]; hint: equal after rounding: Qwen2.5-Omni|edaic_full|zero_shot|all=0.8285 (o25_full_zeroshot.json) / Qwen2.5-Omni|pitt|lora_ft|all=0.825 (lora_pitt_oof.csv) / Qwen2.5-Omni|edaic_full|zero_shot|all=0.8278 (edaic_full_gap.csv),"LoRA on the language model, with 5.0 M trainable parameters against 4.6 M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments.","To narrow the gap, we retrain the projector between the audio encoder and the language model so that paralinguistic information becomes more salient to the language model. After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops (Table~\ref{tab:main}). On the Pitt dataset the retrained projector reaches the same 0.77 as the probe on the hidden state at the answer position in Section~\ref{sec:gap}, so retraining recovers what the readout left unused. On the Pitt conflict segments the fine-tuned answer stays at 0.52, while the agreement segments rise to 0.86. LoRA on the language model, with 5.0\,M trainable parameters against 4.6\,M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments. On E-DAIC the retrained projector lands near the probe range, consistent with a task the words carry and the voice does not. On Parkinson's and Alzheimer's the deficit sits in the readout rather than the representation, since the probe reads the signal at every depth and retraining the projector recovers it. The fine tuning is on Qwen2.5-Omni, and we release the segment lists, scripts and every clip's score\footnote{\href{https://github.com/parw8649/audio-llm-utility-gap}{https://github.com/parw8649/audio-llm-utility-gap}}."
UNMATCHED,added_23sep,226,0.55,,,,,,no,point,Supervised Fine-tuning,L226_757,no indexed value for context [model=Qwen2.5-Omni (default); data=pitt; stream=lm_probe; arm=conflict]; hint: equal after rounding: Qwen2.5-Omni|adresso|transcript|all=0.5542 (o25_adresso_text.json) / Qwen2.5-Omni|pitt|lora_ft|conflict=0.552 (lora_pitt_oof.csv) / Qwen2.5-Omni|pcgita|?|all=0.5539 (channel_norm_pcgita.csv),"LoRA on the language model, with 5.0 M trainable parameters against 4.6 M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments.","To narrow the gap, we retrain the projector between the audio encoder and the language model so that paralinguistic information becomes more salient to the language model. After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops (Table~\ref{tab:main}). On the Pitt dataset the retrained projector reaches the same 0.77 as the probe on the hidden state at the answer position in Section~\ref{sec:gap}, so retraining recovers what the readout left unused. On the Pitt conflict segments the fine-tuned answer stays at 0.52, while the agreement segments rise to 0.86. LoRA on the language model, with 5.0\,M trainable parameters against 4.6\,M for the projector, reaches 0.83 on Pitt and 0.55 on its conflict segments. On E-DAIC the retrained projector lands near the probe range, consistent with a task the words carry and the voice does not. On Parkinson's and Alzheimer's the deficit sits in the readout rather than the representation, since the probe reads the signal at every depth and retraining the projector recovers it. The fine tuning is on Qwen2.5-Omni, and we release the segment lists, scripts and every clip's score\footnote{\href{https://github.com/parw8649/audio-llm-utility-gap}{https://github.com/parw8649/audio-llm-utility-gap}}."
UNMATCHED,other,81,15,,,,,,yes,integer,Implementation Details,L81_410,"method/design constant, not a result; no file value indexed","The model hears the participant's whole interview, capped at 15 minutes for the 89 longest.","The depression interviews sit between the Parkinson's and the Alzheimer's sets, since what the participant says carries part of the diagnosis. We use E-DAIC \cite{daic}, the extended corpus released for AVEC 2019, with 275 participants, where the binary label is the dataset's PHQ-8 \cite{Kroenke2009} based label rather than a clinical diagnosis.  The model hears the participant's whole interview, capped at 15 minutes for the 89 longest."
UNMATCHED,other,81,89,,,,,,yes,integer,Implementation Details,L81_429,"method/design constant, not a result; no file value indexed","The model hears the participant's whole interview, capped at 15 minutes for the 89 longest.","The depression interviews sit between the Parkinson's and the Alzheimer's sets, since what the participant says carries part of the diagnosis. We use E-DAIC \cite{daic}, the extended corpus released for AVEC 2019, with 275 participants, where the binary label is the dataset's PHQ-8 \cite{Kroenke2009} based label rather than a clinical diagnosis.  The model hears the participant's whole interview, capped at 15 minutes for the 89 longest."
UNMATCHED,other,83,30,,,,,,yes,integer,Implementation Details,L83_751,"method/design constant, not a result; no file value indexed","Models hear the first 30 s, the length Qwen2-Audio accepts, so the conflict test in Table \reftab:conflict runs on the same clips for all six models.","For Alzheimer's disease we use picture description, where semantic content and fluency carry most of the diagnosis. We use the DementiaBank Pitt cookie-theft descriptions \cite{pitt}, with 468 segments from 227 speakers, the top and bottom third of the fluency score defined under Conflict set construction below, the ADReSSo recordings \cite{adresso} from 237 speakers, as released with the ADReSS-M challenge \cite{adressm}, and the ADReSS-2020 benchmark split \cite{adress2020} including 108 training and 48 test recordings. Each Pitt segment starts at the participant's first timed utterance, and the ADReSSo and ADReSS-2020 windows start at the beginning of the recording, so interviewer prompts inside the window are kept. Models hear the first 30\,s, the length Qwen2-Audio accepts, so the conflict test in Table~\ref{tab:conflict} runs on the same clips for all six models. The three sets share speakers, so every result is within one set on speaker-disjoint folds and we make no transfer claim among them."
UNMATCHED,other,87,1,,,,,,yes,integer,Implementation Details,L87_110,"method/design constant, not a result; no file value indexed","Probing. The probe in Eq. \refeq:probe is logistic regression with \ell_2 penalty at C=1, balanced class weights and 2000 iterations, on features standardized inside the training fold.","\noindent\textbf{Probing.} The probe in Eq.~\ref{eq:probe} is logistic regression with $\ell_2$ penalty at $C=1$, balanced class weights and 2000 iterations, on features standardized inside the training fold. Folds are speaker-disjoint (GroupKFold, 5 folds), and the layer is chosen inside the training folds, with the AUC reported as the mean over five repeats of the fold assignment. %Where a layer is chosen, it is chosen inside the training folds; selecting the layer after seeing the test fold inflates AUC by $+0.03$ on average across 18 cells and by up to $+0.14$, so we quote the nested value wherever both exist."
UNMATCHED,other,87,2000,,,,,,yes,integer,Implementation Details,L87_141,"method/design constant, not a result; no file value indexed","Probing. The probe in Eq. \refeq:probe is logistic regression with \ell_2 penalty at C=1, balanced class weights and 2000 iterations, on features standardized inside the training fold.","\noindent\textbf{Probing.} The probe in Eq.~\ref{eq:probe} is logistic regression with $\ell_2$ penalty at $C=1$, balanced class weights and 2000 iterations, on features standardized inside the training fold. Folds are speaker-disjoint (GroupKFold, 5 folds), and the layer is chosen inside the training folds, with the AUC reported as the mean over five repeats of the fold assignment. %Where a layer is chosen, it is chosen inside the training folds; selecting the layer after seeing the test fold inflates AUC by $+0.03$ on average across 18 cells and by up to $+0.14$, so we quote the nested value wherever both exist."
