pid,win_dur_s,capped,audio_tok_expected_from_formula,audio_tok_observed,seq_len,fit_in_32k,wave_samples,audio_tok_formula_on_nsamples_floor160,mel_frames_cover_whole_wave,src_dur_s,stitched_s_rebuilt,d_stitch_s,win_s_rebuilt,d_win_s,feat_frames_formula,feat_frames_observed,proj_positions,enc_positions,audio_tok_part22_lifted,seq_len_part22_lifted,agree_part22,cut_wav_sha256_first1MB
667,900.0,1,22500,22500,22548,1,14400000,22500,1,1123.7999,1123.7999,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,3a851f0c1620c994926ffa69c5adb143c1f85672b6a8c7ab86074ce8522319fa
669,741.2,0,18530,18530,18578,1,11859200,18530,1,741.2,741.2,0.0,741.2,0.0,74120,74120,18530,37060,18530,18578,1,e02d91e74defbcc2578b90dd6d465b1e4db1ddfc3779a6d21a374504a30124c1
670,168.7,0,4217,4217,4265,1,2699200,4217,1,168.7,168.7,0.0,168.7,0.0,16870,16870,4217,8435,4217,4265,1,569c1f07ea8f1f406b9be99ff9e02d07434ba9afd9edd4f5c871c2e83aaccc5b
673,719.3001,0,17982,17982,18030,1,11508801,17982,1,719.3001,719.3001,-0.0,719.3001,-0.0,71930,71930,17982,35965,17982,18030,1,3ba8767c2b02c25a90fc1b5c2ba6f7ff86d4e7cd315fc0ae72edfc1d93657a36
676,701.0,0,17525,17525,17573,1,11216000,17525,1,701.0,701.0,0.0,701.0,0.0,70100,70100,17525,35050,17525,17573,1,585c3848fcdd51f95b85d8370afae58b251030f9bf5eef1438a776a7d9e6a211
677,371.5999,0,9290,9290,9338,1,5945598,9290,1,371.5999,371.5999,-0.0,371.5999,-0.0,37159,37159,9290,18580,9290,9338,1,62d4f17c9679b23e068a909792bd8190d20f5159334c330d8ce29cfc23b3f8a1
679,900.0,1,22500,22500,22548,1,14400000,22500,1,2808.3999,2808.3999,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,19a094712d9f0f74373a49fb4f70d15d3235ea7ce8cfcbb2d34467d34d61b865
680,753.7999,0,18845,18845,18893,1,12060799,18845,1,753.7999,753.7999,0.0,753.7999,0.0,75379,75379,18845,37690,18845,18893,1,7a849d90718eb2ac21f30075b046b8040a21233bcb7403c5bddfa0dbfda98a22
682,143.2,0,3580,3580,3628,1,2291200,3580,1,143.2,143.2,0.0,143.2,0.0,14320,14320,3580,7160,3580,3628,1,14ce577625b65c10254d58031ee4bdde83713c0fa2264126167635fa3b68c638
683,900.0,1,22500,22500,22548,1,14400000,22500,1,1901.1,1901.1,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,586393d95dfb69bda71c46171ac2b37a34844f5fa0e5b1d46bc98ee452288ea0
684,322.2999,0,8057,8057,8105,1,5156799,8057,1,322.2999,322.2999,0.0,322.2999,0.0,32229,32229,8057,16115,8057,8105,1,2768a93dbef2f3fec32935d1f5193b8ef3469819b0ae359daa8b252c2c8f9c0f
687,900.0,1,22500,22500,22548,1,14400000,22500,1,1547.2001,1547.2001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,0e43d1f3f928cebeb286d260e14fae96d898ea3f067728b92f534c248697ed79
688,467.3001,0,11682,11682,11730,1,7476801,11682,1,467.3001,467.3001,-0.0,467.3001,-0.0,46730,46730,11682,23365,11682,11730,1,ef7f88dae2f45ae3e541e32960106b5f4a64ba6061ab227844a6852627dd9dcf
689,900.0,1,22500,22500,22548,1,14400000,22500,1,1140.5001,1140.5001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,6c3e92146ff046c81ee4c93136fae4b9db0b616288cfeaa9d2988023b2bc3ae4
691,900.0,1,22500,22500,22548,1,14400000,22500,1,1974.6997,1974.6997,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,9bc82b2a48a57c66c426838c33e9d2a81bcad6d4d5b2e24ecc93d07e5490ebe5
692,146.4999,0,3662,3662,3710,1,2343999,3662,1,146.4999,146.4999,0.0,146.4999,0.0,14649,14650,3662,7325,3662,3710,1,c8ca0a67a9af0304a7805708a0280fb8f2da1a75de42f44278af85b73d5e5ad4
693,847.4,0,21185,21185,21233,1,13558400,21185,1,847.4,847.4,0.0,847.4,0.0,84740,84740,21185,42370,21185,21233,1,e9e1cb495e594b5ec2386f6fdfc2dc482765c812fa05108be6658f7525dcacc4
695,900.0,1,22500,22500,22548,1,14400000,22500,1,2049.8002,2049.8002,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,c7015a679e9b4e967cd74649060e999324173ff27cd300f552b08550666df809
696,900.0,1,22500,22500,22548,1,14400000,22500,1,936.1999,936.1999,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,25978f202da855fef77427d3c5dd83caaefb9e5ded10a517ea425b083b401104
697,900.0,1,22500,22500,22548,1,14400000,22500,1,1631.2001,1631.2001,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,439bb44fef5e1ee1f878505336438093c64f698b1f5d35db288196f533e04a57
698,864.8,0,21620,21620,21668,1,13836800,21620,1,864.8,864.8,0.0,864.8,0.0,86480,86480,21620,43240,21620,21668,1,8bf16c80df2479cfd7a747cc80bc7f0948a8723c0c177f036476d9f6feb29e14
699,119.2999,0,2982,2982,3030,1,1908798,2982,1,119.2999,119.2999,0.0,119.2999,-0.0,11929,11930,2982,5965,2982,3030,1,920947fd45d61e7aae28c772b25d4b6d45a10804daae1586f46d0b38cba2fb64
702,238.5999,0,5965,5965,6013,1,3817598,5965,1,238.5999,238.5999,0.0,238.5999,-0.0,23859,23860,5965,11930,5965,6013,1,a5f2ec6c727219f1af3449a2cdaa3cc5e8fd066c5f70a48b0cc0679c73c2895f
703,172.2,0,4305,4305,4353,1,2755200,4305,1,172.2,172.2,0.0,172.2,0.0,17220,17220,4305,8610,4305,4353,1,686b99203f1ac409bf7cf31ced3d9fcd362756ee819d1c202012ce731b0105b8
705,198.3,0,4957,4957,5005,1,3172800,4957,1,198.3,198.3,0.0,198.3,0.0,19830,19830,4957,9915,4957,5005,1,bc49f103da955c76cbc3dcaa6ab3aa9614bcb099a8ceee2b8730878d129657bd
707,311.4001,0,7785,7785,7833,1,4982401,7785,1,311.4001,311.4001,-0.0,311.4001,-0.0,31140,31140,7785,15570,7785,7833,1,998f373f121a2e3ab7539fa0af84d7a977b935fe963ed8766c82241e16657a26
708,900.0,1,22500,22500,22548,1,14400000,22500,1,1335.9001,1335.9001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,bd84d7ed844a7f7fe545b467d4427254b33337d4443f62a3eccfd08925b69923
709,900.0,1,22500,22500,22548,1,14400000,22500,1,1067.1001,1067.1001,-0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,a811f824e9f4c6690d7cc85a23b0caa883b09d9739a62f59df09c2a777961d02
710,322.5999,0,8065,8065,8113,1,5161598,8065,1,322.5999,322.5999,0.0,322.5999,-0.0,32259,32259,8065,16130,8065,8113,1,ff001c9a17b4ea0e39445846a4bae7f3c06c4692ea57faee464b6c8742f98be7
712,900.0,1,22500,22500,22548,1,14400000,22500,1,1876.0001,1876.0001,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,c3cb4a95ff25e5ff027e280cdaba6e73506c474de361af200fddae7387a6843b
713,900.0,1,22500,22500,22548,1,14400000,22500,1,1016.7,1016.7,0.0,900.0,0.0,90000,90000,22500,45000,22500,22548,1,149b5008dac9e810d291c69bb4a42d345ce62540e6dec7b4970792f273d04e5a
715,655.7001,0,16392,16392,16440,1,10491201,16392,1,655.7001,655.7001,-0.0,655.7001,-0.0,65570,65570,16392,32785,16392,16440,1,9e1a79a7c5d01303279131f58b8b21b42d12fb15b2637da27c2378ded88e2244
716,900.0001,1,22500,22500,22548,1,14400000,22500,1,1360.8,1360.8,0.0,900.0,-0.0001,90000,90000,22500,45000,22500,22548,1,874ea99032f40f09d8c67a225b943635ab3165474e02c693376b84179e6eca30
717,543.1,0,13577,13577,13625,1,8689600,13577,1,543.1,543.1,0.0,543.1,0.0,54310,54310,13577,27155,13577,13625,1,63b1023ac4de4ebae923524b8531276f780ee8efd36e08ee300b4f24424c87e0
718,776.5999,0,19415,19415,19463,1,12425598,19415,1,776.5999,776.5999,0.0,776.5999,-0.0,77659,77659,19415,38830,19415,19463,1,bbcfbcd94afe22d58988041f72470e17ad2a8514aeda812196746f526ca6b208
