pid,win_dur_s,capped,wave_samples,wave_s,feat_frames_formula,feat_frames_observed,audio_tok_expected_from_formula,audio_tok_observed,enc_positions,proj_positions,seq_len,fit_in_32k,p_yes,answer_mass,p_yes_rule,answer_mass_rule,cut_wav_sha256_first1MB,peak_gpu_gib,model_sec
636,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.8996350049381894,0.9952273219823837,0.8996348629309988,0.995229996740818,ab1038d6706044b3059b44ed270a8ee2f70ec4b1e33db8a7824580cdf2ae3b84,27.76,1.969
637,714.6001,0,11433601,714.6001,71460,71460,17865,17865,35730,17865,17913,1,0.9784278465985068,0.9990629274398088,0.9784278296328319,0.9990640413016081,1101e029346fea0a035e2c94dc2f498f5916ec897d6d3ba512e7184f5c93d035,25.26,1.492
638,88.6,0,1417600,88.6,8860,8860,2215,2215,4430,2215,2263,1,0.7187634101546075,0.9974272847175598,0.7187633214280653,0.9974289834499359,d9a0ebfb2a97aecbff278a4313462de572ca1d0a576789ed2018a7373f0a237d,16.759,0.162
640,407.0999,0,6513599,407.0999,40709,40709,10177,10177,20355,10177,10225,1,0.8519158059855128,0.9973592609167099,0.8519156221188355,0.9973616451025009,493ace24c4b2b2454ea6baf3b50676cc5c11188c132e0b628d52934ae98139a1,21.111,0.743
641,186.7,0,2987200,186.7,18670,18670,4667,4667,9335,4667,4715,1,0.7880623843775768,0.997625544667244,0.7880622989441738,0.997627392411232,f141a2df247e4126e5e322c8806f52a868a19b999a890d5b5afbc947bc45e229,18.138,0.326
649,368.0,0,5888000,368.0,36800,36800,9200,9200,18400,9200,9248,1,0.2340185957386305,0.9937457591295242,0.23401866470421723,0.9937479496002197,fe0da9b364740b4ad30921b9cadfd9e469e6022748a7bcac6929d00f48ec2f28,20.581,0.658
650,418.5,0,6696000,418.5,41850,41850,10462,10462,20925,10462,10510,1,0.11946898066221814,0.9936203882098198,0.1194690786391923,0.9936230033636093,3ee0e62884d8f22d6c08bd55b46fcaa269036fa335faf22b035574216d4c7fee,21.267,0.763
651,74.5,0,1192000,74.5,7450,7450,1862,1862,3725,1862,1910,1,0.06017260868973499,0.9969527460634708,0.06017266659112305,0.9969541393220425,c9c182d8c5a7d154925a2365df7e3fdd810fcb1e42fdff26e16273ab03f50f1d,16.57,0.14
652,355.4999,0,5687998,355.4999,35549,35549,8887,8887,17775,8887,8935,1,0.8743452472726215,0.997696578502655,0.8743451084743549,0.9976984411478043,5f26eefcc5f563f5bd3b2c8406607bd5341e8f5cea8f2e01b27741f093af97ad,20.412,0.629
653,188.8,0,3020800,188.8,18880,18880,4720,4720,9440,4720,4768,1,0.06377754712379778,0.9976003170013428,0.0637775929607447,0.9976017028093338,543eb3a5d08b09b960d612aec1e980bc71e40a311ded51c1e01c2cb75bce1503,18.173,0.332
654,143.3999,0,2294398,143.3999,14339,14340,3585,3585,7170,3585,3633,1,0.04215638472375497,0.997805517166853,0.04215642003529958,0.9978074207901955,ed632ba8c8c81ed5791cd62d2b2242dc150c77a082665fc96d7ef73d8080969e,17.531,0.252
655,266.3001,0,4260801,266.3001,26630,26631,6657,6658,13316,6658,6706,1,0.932699509149688,0.9981437921524048,0.9326994575318405,0.9981455728411674,c7db90eebccffe4c052f16c8ba85484e3062185f62a5b25e33c67f989f088a67,19.212,0.469
656,312.4,0,4998400,312.4,31240,31240,7810,7810,15620,7810,7858,1,0.03740413075951981,0.9973847270011902,0.037404180502040925,0.9973863884806633,b4b1d36be1997dd8fca774cf1ee6de5ee4ff14d303271d0c6f8b4d7b657b8c50,19.835,0.552
657,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.05341502484996051,0.9969006106257439,0.05341507087367964,0.9969026111066341,85fa1ee5069d273189d636ef754b5ddb412e2db31e1c2fd340b20fb6202c2d04,27.76,1.961
658,315.5001,0,5048001,315.5001,31550,31550,7887,7887,15775,7887,7935,1,0.6372860513097055,0.9952793419361115,0.6372859764030602,0.9952808618545532,f856b4ed411d9727c01e4b3622656504f8098e381093e90f2e2ff8092c7b580e,19.873,0.569
659,692.3001,0,11076801,692.3001,69230,69230,17307,17307,34615,17307,17355,1,0.8739744378692993,0.9964175522327423,0.8739743257260978,0.9964193850755692,af8d9b58dc5d63a3de8be7c8a373c573c3a2cf2290ca4478a949d1711d63c2d4,24.957,1.457
660,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.83544695708206,0.9951127469539642,0.8354467826889882,0.9951149523258209,be14f5e938a90ad603fcd41408691be50952d1f8eb286979713a30f76eb68913,27.76,2.154
661,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.8520247982724604,0.9948034882545471,0.8520246303310148,0.994805783033371,40b88c8840c375f19eb0dc79ea31f6d7d1f834341f833b26d92d4614a6d27c48,27.76,1.952
662,341.1,0,5457600,341.1,34110,34110,8527,8527,17055,8527,8575,1,0.08527595647808173,0.9964642897248268,0.08527610948621905,0.9964663460850716,f5c983e550ce0f786325672a03eed0ab85921d6ed1d22a1bc12055db1a0b74b9,20.222,0.614
663,307.2001,0,4915201,307.2001,30720,30720,7680,7680,15360,7680,7728,1,0.4533617114849362,0.9947356581687927,0.4533617354019144,0.994737446308136,b7eda980e4581de9b6b1530ba6b7f413a45682e241f26a0f908987355184e2be,19.761,0.555
664,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.03965273065568208,0.9966131001710892,0.03965275271326137,0.9966146126389503,860c0ab900936d9cf72b66e5e919b9bbb230b5d170379c2cb21c5031862494dd,27.76,1.994
666,628.0999,0,10049599,628.0999,62809,62809,15702,15702,31405,15702,15750,1,0.09539658896267632,0.9964989274740219,0.09539671748956416,0.9965011775493622,25bd699ad876f56e657241a57ff1472910b16d2a9770e1c68e5ce7e7a6bf7703,24.093,1.315
667,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.26942827640731304,0.9948216676712036,0.26942834967521284,0.9948240518569946,3a851f0c1620c994926ffa69c5adb143c1f85672b6a8c7ab86074ce8522319fa,27.76,1.964
669,741.2,0,11859200,741.2,74120,74120,18530,18530,37060,18530,18578,1,0.8741754044776614,0.9974241107702255,0.8741753087005991,0.9974257200956345,e02d91e74defbcc2578b90dd6d465b1e4db1ddfc3779a6d21a374504a30124c1,25.617,1.593
670,168.7,0,2699200,168.7,16870,16870,4217,4217,8435,4217,4265,1,0.09544577463913641,0.9966184794902802,0.0954458561417348,0.9966202825307846,569c1f07ea8f1f406b9be99ff9e02d07434ba9afd9edd4f5c871c2e83aaccc5b,17.889,0.295
673,719.3001,0,11508801,719.3001,71930,71930,17982,17982,35965,17982,18030,1,0.9796416670004593,0.9988125301897526,0.979641630983573,0.9988143313676119,3ba8767c2b02c25a90fc1b5c2ba6f7ff86d4e7cd315fc0ae72edfc1d93657a36,25.323,1.517
676,701.0,0,11216000,701.0,70100,70100,17525,17525,35050,17525,17573,1,0.9197264437925705,0.998498409986496,0.9197263351670218,0.9984995648264885,585c3848fcdd51f95b85d8370afae58b251030f9bf5eef1438a776a7d9e6a211,25.08,1.454
677,371.5999,0,5945598,371.5999,37159,37159,9290,9290,18580,9290,9338,1,0.7984262249208018,0.9970244765281677,0.7984260841949425,0.9970262199640274,62d4f17c9679b23e068a909792bd8190d20f5159334c330d8ce29cfc23b3f8a1,20.63,0.662
679,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.1481973010244302,0.9944305121898651,0.14819743462609566,0.9944335371255875,19a094712d9f0f74373a49fb4f70d15d3235ea7ce8cfcbb2d34467d34d61b865,27.76,1.973
680,753.7999,0,12060799,753.7999,75379,75379,18845,18845,37690,18845,18893,1,0.9196741968842855,0.9971278756856918,0.919674102487663,0.9971298575401306,7a849d90718eb2ac21f30075b046b8040a21233bcb7403c5bddfa0dbfda98a22,25.794,1.603
682,143.2,0,2291200,143.2,14320,14320,3580,3580,7160,3580,3628,1,0.3635362320466783,0.9964163899421692,0.36353616429529584,0.9964186251163483,14ce577625b65c10254d58031ee4bdde83713c0fa2264126167635fa3b68c638,17.526,0.251
683,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9049916980708599,0.9954715073108673,0.9049915514675932,0.9954735785722733,586393d95dfb69bda71c46171ac2b37a34844f5fa0e5b1d46bc98ee452288ea0,27.76,1.972
684,322.2999,0,5156799,322.2999,32229,32229,8057,8057,16115,8057,8105,1,0.932636105492797,0.9971938207745552,0.9326360352038761,0.9971958771348,2768a93dbef2f3fec32935d1f5193b8ef3469819b0ae359daa8b252c2c8f9c0f,19.965,0.583
687,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.25709118304899187,0.9929420650005341,0.2570910288304553,0.992944747209549,0e43d1f3f928cebeb286d260e14fae96d898ea3f067728b92f534c248697ed79,27.76,1.964
688,467.3001,0,7476801,467.3001,46730,46730,11682,11682,23365,11682,11730,1,0.9724492143048429,0.9984137583523989,0.9724491549649728,0.9984155967831612,ef7f88dae2f45ae3e541e32960106b5f4a64ba6061ab227844a6852627dd9dcf,21.925,1.273
689,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9401672227102547,0.9980466105043888,0.9401671192901138,0.9980485588312149,6c3e92146ff046c81ee4c93136fae4b9db0b616288cfeaa9d2988023b2bc3ae4,27.76,1.961
691,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9650061284662843,0.9977430514991283,0.9650060447475899,0.9977444969117641,9bc82b2a48a57c66c426838c33e9d2a81bcad6d4d5b2e24ecc93d07e5490ebe5,27.76,1.964
692,146.4999,0,2343999,146.4999,14649,14650,3662,3662,7325,3662,3710,1,0.2571210058166515,0.9949221611022949,0.2571210589225257,0.9949241578578949,c8ca0a67a9af0304a7805708a0280fb8f2da1a75de42f44278af85b73d5e5ad4,17.572,0.257
693,847.4,0,13558400,847.4,84740,84740,21185,21185,42370,21185,21233,1,0.257045945951752,0.996195524930954,0.25704585387705986,0.9961979687213898,e9e1cb495e594b5ec2386f6fdfc2dc482765c812fa05108be6658f7525dcacc4,27.051,1.85
695,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9198639122616764,0.9966566860675812,0.9198637659746685,0.9966583997011185,c7015a679e9b4e967cd74649060e999324173ff27cd300f552b08550666df809,27.76,1.975
696,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9436672393268061,0.998129490762949,0.943667107477139,0.9981316514313221,25978f202da855fef77427d3c5dd83caaefb9e5ded10a517ea425b083b401104,27.76,1.97
697,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.22288925265999435,0.9962472170591354,0.22288936916958615,0.9962494373321533,439bb44fef5e1ee1f878505336438093c64f698b1f5d35db288196f533e04a57,27.76,1.965
698,864.8,0,13836800,864.8,86480,86480,21620,21620,43240,21620,21668,1,0.9784625243103324,0.9988020062446594,0.9784624736640191,0.9988040681928396,8bf16c80df2479cfd7a747cc80bc7f0948a8723c0c177f036476d9f6feb29e14,27.29,1.861
699,119.2999,0,1908798,119.2999,11929,11930,2982,2982,5965,2982,3030,1,0.26923877598260515,0.994529515504837,0.2692387874941507,0.9945312440395355,920947fd45d61e7aae28c772b25d4b6d45a10804daae1586f46d0b38cba2fb64,17.195,0.216
702,238.5999,0,3817598,238.5999,23859,23860,5965,5965,11930,5965,6013,1,0.023001852347895445,0.9980334118008614,0.023001891389998783,0.9980350378900766,a5f2ec6c727219f1af3449a2cdaa3cc5e8fd066c5f70a48b0cc0679c73c2895f,18.845,0.42
703,172.2,0,2755200,172.2,17220,17220,4305,4305,8610,4305,4353,1,0.9149494316903825,0.9977791160345078,0.9149493350006777,0.9977807849645615,686b99203f1ac409bf7cf31ced3d9fcd362756ee819d1c202012ce731b0105b8,17.942,0.301
705,198.3,0,3172800,198.3,19830,19830,4957,4957,9915,4957,5005,1,0.9604729076894626,0.9982941336929798,0.9604728556695883,0.9982955530285835,bc49f103da955c76cbc3dcaa6ab3aa9614bcb099a8ceee2b8730878d129657bd,18.301,0.346
707,311.4001,0,4982401,311.4001,31140,31140,7785,7785,15570,7785,7833,1,0.14059093600828934,0.9958256036043167,0.140590986800826,0.9958272576332092,998f373f121a2e3ab7539fa0af84d7a977b935fe963ed8766c82241e16657a26,19.817,0.561
708,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.04467502188904193,0.9972630180418491,0.044675054133184997,0.9972642995417118,bd84d7ed844a7f7fe545b467d4427254b33337d4443f62a3eccfd08925b69923,27.76,1.967
709,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.7772503194570453,0.9949645698070526,0.777249936457525,0.9949672073125839,a811f824e9f4c6690d7cc85a23b0caa883b09d9739a62f59df09c2a777961d02,27.76,1.996
710,322.5999,0,5161598,322.5999,32259,32259,8065,8065,16130,8065,8113,1,0.11949078784669294,0.9964460134506226,0.1194908587731683,0.99644785374403,ff001c9a17b4ea0e39445846a4bae7f3c06c4692ea57faee464b6c8742f98be7,19.97,0.581
712,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.060096443594260536,0.9963551834225655,0.06009645243783767,0.9963565245270729,c3cb4a95ff25e5ff027e280cdaba6e73506c474de361af200fddae7387a6843b,27.76,2.116
713,900.0,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9875822930616451,0.9990251334384084,0.987582267931451,0.9990264866501093,149b5008dac9e810d291c69bb4a42d345ce62540e6dec7b4970792f273d04e5a,27.76,1.988
715,655.7001,0,10491201,655.7001,65570,65570,16392,16392,32785,16392,16440,1,0.9285630629794851,0.9981329590082169,0.9285629840842555,0.9981347769498825,9e1a79a7c5d01303279131f58b8b21b42d12fb15b2637da27c2378ded88e2244,24.468,1.37
716,900.0001,1,14400000,900.0,90000,90000,22500,22500,45000,22500,22548,1,0.9770575046398562,0.9980677030980587,0.9770574618453112,0.9980690889060497,874ea99032f40f09d8c67a225b943635ab3165474e02c693376b84179e6eca30,27.76,1.967
717,543.1,0,8689600,543.1,54310,54310,13577,13577,27155,13577,13625,1,0.037361911640565404,0.9981685802340508,0.037361976277289245,0.9981704428792,63b1023ac4de4ebae923524b8531276f780ee8efd36e08ee300b4f24424c87e0,22.944,1.056
718,776.5999,0,12425598,776.5999,77659,77659,19415,19415,38830,19415,19463,1,0.03969101526046616,0.9978464655578136,0.03969106822711854,0.9978477619588375,bbcfbcd94afe22d58988041f72470e17ad2a8514aeda812196746f526ca6b208,26.097,1.637
