dataset,layer,probe_auc,answer_auc,above,condition,plotted,curve_column,auc_mean,auc_std,mean_minus_std_above,above_answer_ci_hi,curve_file
edaic_mid30,24,0.527476,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.533543,0.048047,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,25,0.532985,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.541729,0.057937,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,26,0.519719,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.532953,0.064378,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,27,0.531535,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.545109,0.065948,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,28,0.541467,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.554271,0.042051,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,29,0.542192,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.552194,0.028236,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,30,0.519646,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.535504,0.037477,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_mid30,31,0.531608,0.720531,0,MDD,plotted variant (fig1_gap_mid.pdf),auc_oof,0.53507,0.030474,0,0,/Users/chaitanyaparwatkar/Desktop/release/edaic_rerun/variants/o25_mid30_encoder_perlayer.csv
edaic_first30,0,0.664057,0.662027,1,MDD,"not plotted, reference",auc_oof,0.659589,0.06342,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,1,0.668624,0.662027,1,MDD,"not plotted, reference",auc_oof,0.65924,0.049098,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,2,0.65485,0.662027,0,MDD,"not plotted, reference",auc_oof,0.64393,0.055718,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,3,0.630709,0.662027,0,MDD,"not plotted, reference",auc_oof,0.636636,0.052918,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,4,0.637089,0.662027,0,MDD,"not plotted, reference",auc_oof,0.635,0.047929,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,5,0.660287,0.662027,0,MDD,"not plotted, reference",auc_oof,0.668566,0.038216,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,6,0.642743,0.662027,0,MDD,"not plotted, reference",auc_oof,0.638078,0.052056,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,7,0.607366,0.662027,0,MDD,"not plotted, reference",auc_oof,0.602636,0.051072,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,8,0.624837,0.662027,0,MDD,"not plotted, reference",auc_oof,0.630295,0.05277,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,9,0.624619,0.662027,0,MDD,"not plotted, reference",auc_oof,0.635,0.074233,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,10,0.639118,0.662027,0,MDD,"not plotted, reference",auc_oof,0.638008,0.059129,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,11,0.595839,0.662027,0,MDD,"not plotted, reference",auc_oof,0.60207,0.047156,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,12,0.603306,0.662027,0,MDD,"not plotted, reference",auc_oof,0.610535,0.05417,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,13,0.603088,0.662027,0,MDD,"not plotted, reference",auc_oof,0.611589,0.076365,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,14,0.593591,0.662027,0,MDD,"not plotted, reference",auc_oof,0.603295,0.083088,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,15,0.585544,0.662027,0,MDD,"not plotted, reference",auc_oof,0.58469,0.05812,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,16,0.571698,0.662027,0,MDD,"not plotted, reference",auc_oof,0.570651,0.034171,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,17,0.573365,0.662027,0,MDD,"not plotted, reference",auc_oof,0.575372,0.037698,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,18,0.57206,0.662027,0,MDD,"not plotted, reference",auc_oof,0.571651,0.047844,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,19,0.530883,0.662027,0,MDD,"not plotted, reference",auc_oof,0.534907,0.056095,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,20,0.536175,0.662027,0,MDD,"not plotted, reference",auc_oof,0.542295,0.094387,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,21,0.539582,0.662027,0,MDD,"not plotted, reference",auc_oof,0.552008,0.070445,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,22,0.524286,0.662027,0,MDD,"not plotted, reference",auc_oof,0.539977,0.067471,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,23,0.539002,0.662027,0,MDD,"not plotted, reference",auc_oof,0.535349,0.077997,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,24,0.521314,0.662027,0,MDD,"not plotted, reference",auc_oof,0.525736,0.080424,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,25,0.544222,0.662027,0,MDD,"not plotted, reference",auc_oof,0.54614,0.082711,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,26,0.510584,0.662027,0,MDD,"not plotted, reference",auc_oof,0.503814,0.103981,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,27,0.54154,0.662027,0,MDD,"not plotted, reference",auc_oof,0.537093,0.084995,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,28,0.514282,0.662027,0,MDD,"not plotted, reference",auc_oof,0.504163,0.093792,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,29,0.528273,0.662027,0,MDD,"not plotted, reference",auc_oof,0.521031,0.082382,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,30,0.517906,0.662027,0,MDD,"not plotted, reference",auc_oof,0.510891,0.103057,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
edaic_first30,31,0.481441,0.662027,0,MDD,"not plotted, reference",auc_oof,0.477434,0.076261,0,0,/Users/chaitanyaparwatkar/Desktop/release/omni_final/omni_edaic_encoder_perlayer.csv
