figure,source,dataset,stream,layer,plotted,reference,absdiff
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,9,0.5932290111887473,0.5932289401188923,7.106985500104912e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,10,0.6151225902459767,0.6151225170363926,7.32095840616509e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,11,0.6092503666261573,0.6092503987240829,3.209792565073144e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,12,0.6013484154851632,0.601348412353197,3.131966130887065e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,13,0.6087429759301733,0.6087429317094389,4.4220734407574014e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,14,0.6097579220593802,0.609757865738727,5.632065314120638e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,15,0.6240394875161777,0.6240394374365666,5.007961101366476e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,16,0.6468030439323328,0.6468029578077426,8.61245902372687e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,17,0.6604320851856262,0.6604320719153255,1.327030074715907e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,18,0.6847179784269721,0.6847179933304335,1.4903461353910075e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,19,0.6874728792740304,0.6874728142670726,6.500695781674892e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,20,0.6752211237070271,0.6752211106278092,1.3079217930922482e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,21,0.6673916569511735,0.6673916195447296,3.7406443942344936e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,22,0.661302062544552,0.661302015369001,4.717555102118354e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,23,0.6519500942262686,0.6519501232419893,2.9015720715008797e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,24,0.6610846093891303,0.6610845295055822,7.988354810972709e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,25,0.6654343314465199,0.6654342467739597,8.467256018551694e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,26,0.6396259366427443,0.6396259243149195,1.2327824761015904e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,27,0.6233507211201034,0.6233507322024069,1.1082303519316383e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,28,0.629114053424973,0.6291141075830071,5.415803416841669e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,29,0.6177323575855149,0.6177323473974191,1.0188095811436426e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,30,0.5980136395569804,0.5980136291141076,1.0442872788729574e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,encoder,31,0.6360012231739992,0.6360011599246049,6.324939427759801e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,0,0.6093953353964384,0.6093953892996955,5.390325708010124e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,1,0.6317964698868908,0.63179643323184,3.665505077243836e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,2,0.6441206274704151,0.6441206321589097,4.688494592564041e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,3,0.6641292830395118,0.6641293315934464,4.8553934650641395e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,4,0.6647093228578753,0.6647092938958967,2.8961978593144977e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,5,0.6663042264368262,0.6663041902276352,3.620919097890862e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,6,0.6341162996858667,0.6341162824416413,1.7244225380963485e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,7,0.6491953581164494,0.6491953023053502,5.5811099186620083e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,8,0.6878353011997332,0.687835290706104,1.049362918781327e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,9,0.7059591156493169,0.7059591126576773,2.991639602711871e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,10,0.7388719686203016,0.738871973321734,4.701432465559208e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,11,0.7606930632923904,0.7606930549514281,8.340962254216322e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,12,0.7437291637422947,0.7437291576047557,6.1375390325579815e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,13,0.7351746883977965,0.7351747136436132,2.5245816659413833e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,14,0.7443816055771793,0.7443816151950123,9.617833085506788e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,15,0.7519211347924706,0.7519211251268667,9.665603872832662e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,16,0.7307524819552662,0.7307525010874293,1.913216307602994e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,17,0.7162534633430471,0.7162534435261708,1.981687625107753e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,18,0.7361896345270034,0.7361896476729013,1.3145897925781469e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,19,0.7143685398549146,0.7143685660432072,2.6188292645557e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,20,0.718573293142023,0.7185732927359721,4.0605085960265797e-10
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,21,0.7086414497426152,0.70864143830651,1.1436105173956435e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,22,0.7092939739461193,0.7092938958967667,7.804935253652445e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,23,0.7324199522879771,0.732419892706974,5.958100302017044e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,24,0.7288676408357532,0.7288676236044657,1.7231287507968318e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,25,0.7292301451300754,0.7292301000434972,4.508657824864315e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,26,0.7473539595796592,0.7473539219950703,3.7584588885586356e-08
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,27,0.7596056327780429,0.7596056256343338,7.143709179757707e-09
fig1_gap_whole.pdf,PDF vertices,E-DAIC,llm,28,0.7752646486583696,0.775264607800493,4.085787663754559e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,0,0.8719933810560813,0.871993388429752,7.37367078507134e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,1,0.8889752361236081,0.8889752066115704,2.951203770251709e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,2,0.9078975145295618,0.907897520661157,6.131595231551046e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,3,0.9047735608221716,0.9047735537190082,7.103163390809186e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,4,0.9080446308742169,0.9080446280991734,2.77504352830249e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,5,0.9168165231278893,0.9168165289256198,5.797730517898003e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,6,0.9233620088684783,0.9233619834710745,2.5397403846660893e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,7,0.9217256259756719,0.9217256198347108,6.140961072986784e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,8,0.919575206658675,0.9195752066115702,4.7104764533401067e-11
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,9,0.9138562306250982,0.9138561983471074,3.227799083571625e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,10,0.9103057770101193,0.9103057851239668,8.113847482782433e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,11,0.9133058046751583,0.913305785123967,1.955119133256744e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,12,0.9156429838377842,0.9156429752066114,8.631172776496498e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,13,0.9198149008899977,0.9198148760330578,2.4856939950801404e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,14,0.9166545576568579,0.9166545454545456,1.2202312271725191e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,15,0.9160247988743329,0.9160247933884298,5.485903065149955e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,16,0.9051586756645817,0.9051586776859504,2.0213686280357024e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,17,0.9093355424255873,0.9093355371900824,5.235504918488232e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,18,0.9038677641132113,0.9038677685950413,4.481829907199142e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,19,0.9075669381451392,0.9075669421487604,4.0036212123339965e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,20,0.9071818233027291,0.9071818181818184,5.12091069548859e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,21,0.8994528988544508,0.8994528925619835,6.292467324975348e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,22,0.8927058041418563,0.8927057851239669,1.9017889374417507e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,23,0.8949206613344249,0.8949206611570246,1.7740031665880451e-10
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,24,0.9010347432892698,0.9010347107438018,3.2545467987254995e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,25,0.9058925616542894,0.9058925619834712,3.291817929351737e-10
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,26,0.8999785304297931,0.8999785123966941,1.8033099014047593e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,27,0.8986281307116432,0.8986280991735536,3.153808958433757e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,28,0.8965768888930368,0.8965768595041321,2.9388904643212754e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,29,0.8903983690626203,0.890398347107438,2.1955182227806347e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,30,0.8955173762276987,0.8955173553719007,2.08557979775037e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,encoder,31,0.8845619749371412,0.8845619834710744,8.53393322675089e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,0,0.8847785246967971,0.8847785123966941,1.2300102936180224e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,1,0.8854396774656426,0.8854396694214874,8.04415511979073e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,2,0.8857372099608141,0.8857371900826446,1.9878169443821037e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,3,0.8859768583614998,0.8859768595041322,1.1426324331154092e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,4,0.88907771342786,0.8890776859504133,2.7477446762347313e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,5,0.8906033236711242,0.8906033057851239,1.7886000236444488e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,6,0.8866099169498862,0.886609917355372,4.0548575608312376e-10
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,7,0.8830909031518646,0.883090909090909,5.939044478431299e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,8,0.8813239946049841,0.8813239669421489,2.7662835244690598e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,9,0.8720892587486103,0.872089256198347,2.5502633338447822e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,10,0.871064485706091,0.8710644628099173,2.2896173623720983e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,11,0.874433083353596,0.8744330578512396,2.550235644882548e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,12,0.8663140485234786,0.8663140495867767,1.0632981162217447e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,13,0.8710247963744799,0.8710247933884296,2.986050295916698e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,14,0.8711140744552863,0.871114049586777,2.4868509362896418e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,15,0.8681487864130661,0.8681487603305786,2.60824875031318e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,16,0.864723954574006,0.8647239669421488,1.2368142843222074e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,17,0.8626248197397721,0.8626247933884297,2.6351342441444103e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,18,0.8587537349885915,0.8587537190082644,1.5980327172648856e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,19,0.8558099415151076,0.8558099173553719,2.4159735656503756e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,20,0.8496793605309555,0.8496793388429753,2.1687980189533107e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,21,0.8550958543605685,0.855095867768595,1.340802657789908e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,22,0.8615669569773645,0.8615669421487603,1.4828604233407816e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,23,0.8608347208905875,0.8608347107438016,1.0146785967002359e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,24,0.8476363682270027,0.8476363636363636,4.59063909108437e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,25,0.8460363748599458,0.8460363636363637,1.1223582063735194e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,26,0.8406264348114186,0.8406264462809918,1.1469573180100667e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,27,0.8394165518262009,0.8394165289256199,2.290058098708414e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,PC-GITA,llm,28,0.8547206847663795,0.8547206611570247,2.3609354804499105e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,0,0.6840759451985575,0.6840759395583107,5.640246825144857e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,1,0.6720747804337511,0.6720747772181325,3.215618660235009e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,2,0.6517241443961714,0.6517241379310345,6.465136981326225e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,3,0.6644808272113325,0.6644808213870592,5.824273285881532e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,4,0.6738085992607435,0.6738086013173189,2.0565753544588006e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,5,0.6854901411633616,0.6854901201084851,2.1054876508941334e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,6,0.6899845225772551,0.689984502130957,2.044629809905274e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,7,0.7176191592394647,0.7176191398682681,1.9371196646744693e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,8,0.7318868781553353,0.7318868655559859,1.259934934161322e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,9,0.7132894473041836,0.7132894227043781,2.4599805525937768e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,10,0.7393646048824127,0.7393645873692367,1.751317602050051e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,11,0.7253196228621883,0.7253196435490119,2.0686823587467984e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,12,0.7162727467867307,0.716272762495157,1.5708426337468495e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,13,0.7400426233256611,0.7400426191398684,4.185792712441128e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,14,0.732487396991477,0.7324874079814025,1.0989925525173305e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,15,0.7578845361264579,0.7578845408756296,4.749171722551182e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,16,0.7669314122019155,0.7669314219294847,9.727569194595276e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,17,0.7625726436427991,0.7625726462611391,2.6183399892687476e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,18,0.7615652862423261,0.7615652847733436,1.468982491203974e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,19,0.7763947971061036,0.7763948082138705,1.1107766928475371e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,20,0.7680550419283666,0.7680550174351026,2.4493263972580337e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,21,0.796648593007778,0.7966485858194499,7.188328154938972e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,22,0.7965710934006717,0.7965710964742347,3.0735630707212636e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,23,0.803215802470288,0.803215807826424,5.356135979184273e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,24,0.7950406709405264,0.7950406819062378,1.0965711338961626e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,25,0.7957961889908811,0.7957962030220845,1.4031203421360772e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,26,0.7990023170303481,0.7990023246803565,7.65000840452501e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,27,0.8083300890797591,0.808330104610616,1.553085693384304e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,28,0.7924351075678382,0.7924351026733825,4.894455729598235e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,29,0.7889771401782528,0.7889771406431616,4.6490877814164833e-10
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,30,0.7945757649591616,0.7945757458349477,1.9124213879173624e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,encoder,31,0.7908369015956229,0.7908368849283224,1.666730053972998e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,0,0.7668926853136807,0.7668926772568772,8.056803557643377e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,1,0.7728981028282836,0.7728981015110423,1.3172413160233987e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,2,0.77454475178377,0.7745447500968616,1.6869083907522509e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,3,0.7930550127634157,0.7930550174351028,4.671687037216543e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,4,0.7911468541934117,0.7911468423091825,1.188422915632259e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,5,0.7875048309657782,0.787504843084076,1.2118297809671219e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,6,0.7804533291624677,0.780453312669508,1.6492959664660134e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,7,0.8045524988279857,0.8045524990313832,2.0339741002572964e-10
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,8,0.8097346147801638,0.8097345989926384,1.578752539810324e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,9,0.8317221836781936,0.831722200697404,1.701921037433607e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,10,0.8318287399091353,0.8318287485470747,8.637939363786984e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,11,0.830453316663203,0.830453312669508,3.99369504133773e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,12,0.829174733553176,0.8291747384734598,4.920283847020812e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,13,0.8225106839547607,0.8225106547849672,2.9169793469563388e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,14,0.813502534767538,0.8135025184037196,1.6363818411413433e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,15,0.8058310819380128,0.8058310732274312,8.710581589355115e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,16,0.8130375829555361,0.8130375823324292,6.231068994111411e-10
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,17,0.8147423451586933,0.81474234792716,2.7684667891492154e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,18,0.8127857436054179,0.8127857419604805,1.644937408507019e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,19,0.8160790415163909,0.8160790391321192,2.384271668987026e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,20,0.8113618773762143,0.8113618752421541,2.1340602618380444e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,21,0.8134250351604315,0.8134250290585043,6.101927185753198e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,22,0.8275474709571253,0.8275474622239442,8.733181178222083e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,23,0.8225687972024314,0.8225687717938786,2.540855281729648e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,24,0.8302595905607554,0.8302595893064704,1.2542850091890045e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,25,0.833097652754763,0.8330976365749709,1.617979206169906e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,26,0.8352867072987207,0.8352867105772956,3.278574967069403e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,27,0.8396358055934376,0.8396358000774893,5.515948364731571e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,Pitt,llm,28,0.8253390300537319,0.8253390158853158,1.41684161070188e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,0,0.5835145907249124,0.583514571552849,1.9172063381311943e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,1,0.5593011194508056,0.5593011454255473,2.597474169085956e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,2,0.6051181447158193,0.6051181673191243,2.260330500547525e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,3,0.5998259894042901,0.5998260113092649,2.1904974834008328e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,4,0.6070755253899229,0.6070755400898942,1.4699971240261789e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,5,0.596998697409969,0.5969986950848195,2.3251495173681747e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,6,0.604683211971029,0.6046831955922864,1.6378742584421957e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,7,0.5867043572269832,0.586704364216326,6.989342771213103e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,8,0.582427121371026,0.5824271422357546,2.0864728611513783e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,9,0.5932289441971164,0.5932289401188923,4.078224091763616e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,10,0.6151225144587327,0.6151225170363926,2.57765997435655e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,11,0.6092503724364217,0.6092503987240829,2.628766126999693e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,12,0.6013483915029666,0.601348412353197,2.0850230431079808e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,13,0.6087429356239542,0.6087429317094389,3.914515267489094e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,14,0.6097578550795262,0.609757865738727,1.065920085530081e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,15,0.6240394148477598,0.6240394374365666,2.2588806825041274e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,16,0.6468029422602304,0.6468029578077426,1.554751216659156e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,17,0.6604320570806418,0.6604320719153255,1.4834683703668361e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,18,0.6847179865917888,0.6847179933304335,6.738644642290126e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,19,0.6874728203490694,0.6874728142670726,6.081996795082034e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,20,0.67522109949198,0.6752211106278092,1.1135829258712704e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,21,0.6673916226262022,0.6673916195447296,3.0814726326156006e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,22,0.661302014231496,0.661302015369001,1.1375049790984804e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,23,0.6519501352670418,0.6519501232419893,1.2025052509301304e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,24,0.661084547859101,0.6610845295055822,1.8353518815850123e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,25,0.6654342419520985,0.6654342467739597,4.82186113259786e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,26,0.6396259103422749,0.6396259243149195,1.3972644596904615e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,27,0.6233507178660989,0.6233507322024069,1.4336308029605505e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,28,0.6291141037868939,0.6291141075830071,3.796113201559592e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,29,0.6177323400806586,0.6177323473974191,7.31676053078445e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,30,0.5980136168655411,0.5980136291141076,1.2248566494399427e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,encoder,31,0.6360011652647769,0.6360011599246049,5.340171971290886e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,0,0.6093953805717764,0.6093953892996955,8.727919054152267e-09
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,1,0.6317964334764972,0.63179643323184,2.4465718340138665e-10
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,2,0.6441206125706271,0.6441206321589097,1.9588282551552538e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,3,0.6641293520564541,0.6641293315934464,2.0463007621707163e-08
fig1_gap_whole_v4layout.pdf,PDF vertices,E-DAIC,llm,4,0.664709292936599,0.6647092938958967,9.592977523453783e-10
