idx,pid,start,end,name,sha256
5059,638,41.1,127.9,conflict_638_c005059.wav,172821d4e3e270ab0315ddf7c1041a3a8a32a1d1d1c356f50ee15a78b3679835
5068,640,130.6,192.2,conflict_640_c005068.wav,49ff3b9e00e0817d455830f8a2490fe3cf2d08a74d96e6e29c7a65bc03a61c66
5069,640,199.5,214.6,conflict_640_c005069.wav,10331eae22f41291ab370132bd8b9c6d11d3410f05ca79587ad244049fe0410c
5070,640,216.0,255.2,conflict_640_c005070.wav,c45e1b1b662c2fdbb9a952ddc9ed6cd872eb661e38b65b2a7ba4526769d09c99
5072,640,296.1,332.0,conflict_640_c005072.wav,d25a14ca35ce444673c80f8a8a391de9c0f0caff68faedb837643224079f58b3
5081,640,615.4,653.0,conflict_640_c005081.wav,b3b729ded1219c8f3fa85ac5afbaa3c2df21700e06a579ba80c3aac54b62804a
5082,640,662.9,676.4,conflict_640_c005082.wav,c73f73373b98995c6b70bd0e7b28ab480c7a2874996a72b6d4eeacb02710e365
5083,640,683.8,728.6,conflict_640_c005083.wav,df4e02e13be375b0df95bc4da28116f562f6c997af53c8722d6d049ed0a4f249
5084,640,732.5,759.3,conflict_640_c005084.wav,22823cd43f8fd52745a7d48209531e82fa831dfe84d8ce9f44c4314524e82039
5085,641,116.3,202.8,conflict_641_c005085.wav,82393e55a56efff787f15dbd120bef2fe48ab909a4f2665e67cb116954622afc
5086,641,208.2,221.2,conflict_641_c005086.wav,94e11f2c7fad4fdfb0d544afd3c5c5da3bc3a2299eb45bdbc22ddf60a1928a45
5093,641,548.8,620.3,conflict_641_c005093.wav,9ee74e3b0cd1a461ba65fee122ef9487618bc962cc5f57a9aa5341fc835b7523
5094,641,621.8,655.3,conflict_641_c005094.wav,dc1a0eb77ea7043240a606c794525f5897c5f14f3a42f5bdc875d52c06823dd6
5115,649,817.9,870.0,conflict_649_c005115.wav,ffcc7551da6295f43e5973caa94fb95b436528da203085996cf2a2c5a9927727
5116,649,873.0,889.5,conflict_649_c005116.wav,fcfbc85100cf8e1062fe84b9f52c4445fd649dfb4a2cd6b8710d76c382c537aa
5118,649,923.0,969.8,conflict_649_c005118.wav,fb97971213031e59ea7029fe771bc5298d41d846c7c8515a1504cd3e4caaa7c5
5125,650,334.9,358.3,conflict_650_c005125.wav,f1eebe0b4b56ffe6d1d6a277a593ca7ec2f771fffdc35f62a0e6e64605dbf7a5
5129,650,497.5,529.8,conflict_650_c005129.wav,1e2e46884975cd1988b0d700e26d68b2956450b106b76a1eb97d2a6b2f68b61e
5131,650,585.3,637.8,conflict_650_c005131.wav,b1409caa296dad54454a3e82bc58325e26b09fee89bf32cfd5967741f8224797
5270,659,225.5,240.8,conflict_659_c005270.wav,16b6be3c30b4e88e98732435f590aa7fb90dfeebb918bd1b1c1a8f36c92e6947
5279,659,467.9,525.1,conflict_659_c005279.wav,47f2dc184f78679a814b4dac3075a1e0ecfa2087ad0ced59c5fb806177ea272d
5280,659,526.3,546.7,conflict_659_c005280.wav,0955c6afa5c5915d920263decba17430604403d4d69cfcb9f6d2539bd190731c
5281,659,549.0,559.1,conflict_659_c005281.wav,daf9637b6d3164024e7d9796d811d86adfc0927404da381c1da93c915d116a15
5284,659,636.1,674.6,conflict_659_c005284.wav,96a993251869699a0d2bdc86b214674e947f108d8776024f45d1d1839e77b134
5285,659,678.2,705.2,conflict_659_c005285.wav,b78447c75b4df0f717fd404cf536d41fb621e0bfc823fa903e010bbec0b5df00
5297,659,1074.7,1104.4,conflict_659_c005297.wav,9402c682db8eaecce2bf9d0f0a5e7de5d5f0d496921459c311d6e1477cba0bdc
5299,659,1126.9,1170.6,conflict_659_c005299.wav,1a29f3f69362658438c9d6cbceac1182c0cd8b17a0b25bd00a02f8cbe1d6a6eb
5309,660,310.7,332.8,conflict_660_c005309.wav,a3732638d14d3af26bc2d2305f280fa5345febbfe998a47ab5ec55838de209e5
5310,660,341.5,354.8,conflict_660_c005310.wav,455d2f9c7fa98a9cd49ec569e96ef786820a367e0a771a830b52d6275599468d
5315,660,568.5,587.1,conflict_660_c005315.wav,8cdc1b2872457f2e5d9c692034cfd3d57813de7d676886f95a9c8fcdd91894d6
5317,660,650.4,704.8,conflict_660_c005317.wav,ac03a692dc0b2ccc860efee03eb7178a4ad90b054c9a12ed670585b16200370d
5327,661,8.5,60.1,conflict_661_c005327.wav,0d90cbe26ea8fc608acaa0338f24683e7a162d9d2b28cdf7a13c2fe9cf17346e
5333,661,263.8,300.7,conflict_661_c005333.wav,7f2ceac49004397c226ffc7abe4893f1a8c392da8edbc947fbcb8df2f984a258
5337,661,388.5,404.2,conflict_661_c005337.wav,927a243f0ae179d2a9f031263493e42655ac5b5fb939cc5b98029654f08b9409
5359,661,1153.2,1188.0,conflict_661_c005359.wav,a7516bdec4fe815afec5c96f2404acb1c245201812bc64c380f30f778f7cc1cc
5369,662,484.7,547.8,conflict_662_c005369.wav,5763f00183f01843132882e8eeaae1072714b71805ca7480364b2e86a0c76f2a
5464,667,281.3,359.7,conflict_667_c005464.wav,05bd28d64ccb68b5c0bd837caa864db7cb611fb7d3cb57c6780bd53331162e15
5468,667,536.8,589.9,conflict_667_c005468.wav,6fe33ec8ea9e4f94664fb670ed686bc29df4d8b41d8acbe62c593d9aad7042c0
5469,667,596.1,618.3,conflict_667_c005469.wav,c498c31b28e22de2da8e273414be26b9f60005047d8183f4c37ef0a119e8ea83
5472,667,728.1,753.4,conflict_667_c005472.wav,950b11a42f784b23c1d55133cfcfe04c2a06a4406890fbf4c55f130b62db9266
5526,670,258.8,304.9,conflict_670_c005526.wav,9dfcb1acf951b4fb46e58c6c3ee1fe83084ea4810b401b9f38b805ec154e9906
5527,670,315.6,366.8,conflict_670_c005527.wav,f08a93200760503db19ae2ff5466b09a066d31834f62ffcdd90dcc6ae28f0223
5600,680,166.7,213.1,conflict_680_c005600.wav,8c5247664dcfe1894bf1688da24d67c1944ff7be7180c84b3313d080f218b457
5616,680,805.2,819.7,conflict_680_c005616.wav,fe0a69e3027ccb4032c7e1ad205d73cd0c97323942e4e78a34164f10c0d0ca17
5624,680,1084.9,1110.2,conflict_680_c005624.wav,dec3cf39d1229a11b897ceccb870643b5b3365399def8f2470092d9d08682394
5627,680,1211.7,1233.2,conflict_680_c005627.wav,6b74e1ea8b4b55408e8528002af23fb95148ba540285cb16f510219bde12ee33
5694,684,936.3,958.5,conflict_684_c005694.wav,3f42c5e32d55d9511c4e9c78bd1c1d9c7d42600a0feb348a855d25e6ff4b353a
5735,688,485.0,505.1,conflict_688_c005735.wav,a5298e1c1178ff86c31d2356e063c230dbc55a5a25c821363a1b85002999c955
5750,688,894.0,936.7,conflict_688_c005750.wav,62ffe623920bac8584031f54c6c0a9d10892db008aa34e6198bdd8a4c2aeb414
5751,688,938.0,985.0,conflict_688_c005751.wav,898cfadff1faf9d894d1e5c938c833d192096b9a4861dbce1a9318b4c8d7f08d
5752,688,986.4,1031.0,conflict_688_c005752.wav,584c20dfb839a1c3bf11ca6c0448814ef9d42bee08e3291204e0cfd466261859
5894,698,29.8,101.0,conflict_698_c005894.wav,ffe37978ce9c5b0e8bd74dee0f0dc8a48017b8ad2bd215c5bd687d844303e429
5895,698,104.2,136.1,conflict_698_c005895.wav,8f53bd94b97826de0d5bbee0ff34c5add9d1a9b57a10b74dd81a668e287af917
5898,698,194.0,217.6,conflict_698_c005898.wav,a94292b3fc1afa2db83cb9b2a05776341eb53396be8af63150a134cc0c9d7bf0
5900,698,264.3,309.8,conflict_698_c005900.wav,63801f27d2e00d7a7b95517f6ee7b062182146a85cd3a3997104187dc96279c3
5901,698,318.8,355.6,conflict_698_c005901.wav,e05e577cf9e7abb71c8b1332c5e68b83c65ac11cd3fe5583d7648954928365f1
5904,698,421.9,459.0,conflict_698_c005904.wav,56a02f5320111d80ae79859156228574924d4805be4a53ac56b000babd06e0ce
5909,698,659.9,689.5,conflict_698_c005909.wav,d8d095a4befbb8f5ea399a7a97f222125f85981f7025fd6cf5a9d9148c47ee93
5911,698,710.5,727.3,conflict_698_c005911.wav,4f07af466180b6d17c3ea8bb96d4644a9b39c0c9ee311a1e1518a3600ec4efd9
5923,698,1138.1,1163.3,conflict_698_c005923.wav,322f47c63724af401311bc9953d2d4a2f87b9aa9be4abae0123e6f42a216bec1
5927,698,1285.1,1315.7,conflict_698_c005927.wav,e3412e81f937a6b3a6a810af6769a89e68cd16fdefd6787a57e7f66e2700c10a
5929,698,1360.7,1382.9,conflict_698_c005929.wav,ad77834b89782d1875e22872d6d17a52eceb44ef9da823df5b7e7605a7cb5d91
5963,705,129.0,201.3,conflict_705_c005963.wav,08477a2e7e503771c084a29041c2bf2d27e6285e09e71fa6d175e31199368f09
5979,707,289.0,358.3,conflict_707_c005979.wav,bf052188062c9315496c91d8f87782f0cc31cad4bb62a2de1691cf784f29e2e0
6005,708,548.6,595.6,conflict_708_c006005.wav,30d34a0895dde68d460f95c9829d978930a938718c00c4674198aee080d46731
6056,712,489.7,511.7,conflict_712_c006056.wav,285ffe6adba9d73064eef66975b4c8b0b6b64bd993a75efcab37666a9d57d2e3
6059,712,585.8,602.9,conflict_712_c006059.wav,4af2861d6aebdfaf6449b304fb8231fc61c3392bf9329790a9219250eb89991c
6061,712,623.9,642.1,conflict_712_c006061.wav,b3d44c8df43b760a279623b040ac9c898c201b2c383bd81a5c80a707d453c397
6071,712,886.9,907.9,conflict_712_c006071.wav,1422ea9be5c91fa22b5b2fc0d683f780979c2fe7c59562ffa2d54f1d2e3b0430
6084,713,260.5,287.8,conflict_713_c006084.wav,94b7a1487887c8035d4a1299c4248a7685b91ed92b8d210a658b8ee74b9524e3
6086,713,342.0,371.4,conflict_713_c006086.wav,8cbce2706d2a0b933eeb92ab21c056208412b5e316baa3014e96da443f8badbd
6092,713,571.1,602.7,conflict_713_c006092.wav,a01de36da1a89913dd2297e6a731859953cc862a2cfb874392e6faba9d421681
6146,716,456.0,470.9,conflict_716_c006146.wav,4753887220a0038b78e21841a654b4287f0697f64b4e4447b479563e64edf9e3
6158,716,800.0,816.2,conflict_716_c006158.wav,cfd9e1963d16119f2a228a7650c7ddfbfd2603fa59a990fea2633bb332b99ab2
6160,716,891.1,916.0,conflict_716_c006160.wav,84273e1334e9da9801994bbcbe858ec272573ff63ed9a09b91c46c9a5f13fceb
6173,717,382.4,402.4,conflict_717_c006173.wav,452a40e83422a11e0a52bd7b5691b1a0b4bd5a6a511e20bf39e9ca9a03b5306a
6179,717,590.2,608.6,conflict_717_c006179.wav,6e2fd1cb2166b91478836e531558108a143ce42572e865aa1012c543dd10f668
6191,718,184.5,207.2,conflict_718_c006191.wav,df1d040fc8c025b3803fa55bd7dfa03f7c527b6f9469c5c727ddddbe30f9f374
30,301,746.6,773.0,agreement_301_a000030.wav,7d81977412cc9b87eabbda2becf37476b2413392256aecf3d00f8c42294b67fb
18,301,344.3,373.4,agreement_301_a000018.wav,a2d4fa636e3589e2945053f96c55d588a77cd8e6e42f59dee4bc9d818bc3d4a3
45,302,650.0,693.3,agreement_302_a000045.wav,f8714089fbb9b37b15d0b201d7696bcf50f04c85b8cd6af77dc0d20cd038aa2a
33,302,113.9,140.6,agreement_302_a000033.wav,1065db8dac833ac839743dec7b2c4a56cda352f61e22a03a70e4cb0acbc4c0a6
49,303,146.0,166.2,agreement_303_a000049.wav,bcf74256975f1ed2c15e43145ef392e82b7a527111ba3bcc266636e9c132e337
143,306,78.0,134.9,agreement_306_a000143.wav,e0677915267d2ca23c8f7e2018e63af2122699d9925dbd27ef0c79710fb972a9
141,306,23.9,44.1,agreement_306_a000141.wav,aabd35f1049063f741f445b93f649d08d6c7f782ace97ace2ba04b5e812db041
152,306,782.2,802.9,agreement_306_a000152.wav,c8e98ff6191c00314cb97bdaf71a7c4f4f1f7c61587b183dc63d883efb647037
160,307,209.3,236.2,agreement_307_a000160.wav,4901bd4104622f2fe41517f1fea9ac74ef92d92d9aaeb716d80e7a086623f341
167,307,545.5,563.9,agreement_307_a000167.wav,540b5a67aee8b7a549a4dda79a2f47541de1376185fffd7b5dca236503b740e5
193,308,524.1,548.2,agreement_308_a000193.wav,218e268b8d11dff886a4339e3ba9822d11015c427c95a7fcf42f9f3e3ff3fc39
189,308,315.9,352.5,agreement_308_a000189.wav,1f83d79bec15a82d5d2b765ce78e6952fffbf9126de321b431c23bf0e4ab846d
243,311,325.6,344.8,agreement_311_a000243.wav,8c42b6a581fde5fbeb12cb228e3f1f892eab5b47c06a5dee776ed228110d216a
262,312,444.8,467.6,agreement_312_a000262.wav,ee1a29af602e5c2f552e92a0b9c4c1efde7650714c8669a1c9a085c78eb3ad8c
301,314,598.8,645.2,agreement_314_a000301.wav,4d6e09c1dabaf0046ff5b953bf8776bdd92c0c23a459097ae4ccd934743887d5
310,314,887.3,916.5,agreement_314_a000310.wav,c72a29ea4e4dfb0b146fedbea21f98a9ecddecbe566dca82068246409d0ccfe9
319,314,1165.0,1186.7,agreement_314_a000319.wav,c1a4d368c6b85c1e6d141f4b2ec9459347d54d81d75f354746b9803b21ff94e7
305,314,740.0,756.5,agreement_314_a000305.wav,8c0b97e914366004d4e979c04ba04db73a80ea2e965d1a30742783337059d371
349,315,816.3,852.7,agreement_315_a000349.wav,341ef399939729e0f86e2dcadd1eb3f6c03bb0c629a50ccef522e40db47d763e
351,315,892.5,923.2,agreement_315_a000351.wav,dec01453ecb99588765723db43c22720bae95b234595cc3a06361cf2f30e09fa
342,315,577.9,623.6,agreement_315_a000342.wav,551a01589d8715821c5b596ea3a5471c2a44dd793be04772dabded91f051feee
394,318,484.9,526.0,agreement_318_a000394.wav,0eba5964951e5259dbdaaf9ea64ebcbfe27c9613f1d8c4b61cec5762651f0d78
435,321,382.1,404.8,agreement_321_a000435.wav,266e8cae1fbce12d5965eefe9df24eb6848a23690a2898ded38d0b4b5ea33d56
439,321,542.8,599.4,agreement_321_a000439.wav,b490f9e157387e9ea2cdb1b26db20fbe02f923e4c5ca401b437606bc640bb9d2
436,321,412.0,444.8,agreement_321_a000436.wav,ae30182d333a3185f83a9f6b81571d78f587140b32ff5f57dd69dc24bec00457
472,323,186.2,213.2,agreement_323_a000472.wav,fe0f283a6c2198f7a834455ece4c9833c0e02d7a0935de6e1d774e158ab48416
484,323,615.1,632.2,agreement_323_a000484.wav,bce64b37c50ad38b5ddee66510351f27d9cc9ae8652b9e2cc52fede12265aa90
550,327,369.1,391.5,agreement_327_a000550.wav,218db1d7875e5a57b0b418017e3db12c5fab63be755c76511af85d4a9d9c4cb5
566,328,312.6,342.8,agreement_328_a000566.wav,ac93dd116b4768b23a83de5f89e51794a5ed6fc6088cfc002635bd348e3b4b7b
576,328,728.2,762.0,agreement_328_a000576.wav,68a4c47a6f562d72f73a5b77d006f8d3097e8570c239027d79f8380922f29c5c
572,328,552.1,596.9,agreement_328_a000572.wav,0932c4b99ca4e5abe1264eb516bcac90b08b09c670d0337d141e498f32ec8e26
594,329,411.6,440.2,agreement_329_a000594.wav,63d509bdec6b8b99dc9bb04437c783529583afcffa87f1f135f676b710e372fc
647,332,504.5,549.4,agreement_332_a000647.wav,2c626d5674ca2ed178cd588cd37778d58368ffc5a3e8c87885a3290eb982d85e
650,332,623.3,649.4,agreement_332_a000650.wav,f151a21d599dbdee3bd958c6d58f1cede7fd1065162d8eec71edcb51d42d41fa
814,338,201.2,221.4,agreement_338_a000814.wav,0ee546bb7223d3bef1dc3843158d6c870f5e01a0b95ae5070dde06809ef6681f
855,340,448.8,479.3,agreement_340_a000855.wav,51f8a8fb30d24ea869fbdba3ad7acbfca540d7b583824e300f66923a3d575470
951,345,672.1,698.8,agreement_345_a000951.wav,d357046dd91e23f9c37ad82b03a09a11c4ab644a80589a18a35fc5a59ce05133
943,345,364.7,399.4,agreement_345_a000943.wav,5c0a335a9b209fb94e93ab154e3dedf0bb4fc0fbe018b03ee024022bbf7caa0a
937,345,218.0,240.8,agreement_345_a000937.wav,aeda5473b01ef53e56aac1bacbe6fc3eba65597eb9ac7c7e980a1a8c4e89ff2f
938,345,245.7,264.2,agreement_345_a000938.wav,b6abe032aa1aa064abf5a6c085934dc0bc51cdbafa4f834b513df40b4fd28eac
977,346,830.6,884.6,agreement_346_a000977.wav,52f59ae6e6192fc0a4c4de2226772f5b7a3871dfb5b23c89a3244c31bc9e9b98
969,346,558.2,602.4,agreement_346_a000969.wav,d0fd30a56dcd5762258dd289d52bf6a5118560eed672695b91ee3d2f0367332b
962,346,358.8,380.7,agreement_346_a000962.wav,54f5243af37f3d685b7c8d01db5a7ee740305bbe70a11768e379e61fa92cd5f7
979,346,928.5,945.0,agreement_346_a000979.wav,c9ecef3023a4d7f9fcd1f10846fc803cdc17aed295c79b2dd30b88a1bf60cf3f
973,346,709.5,724.1,agreement_346_a000973.wav,9215f98ab02ab9527d98a9dc61627b6266ff0f2cf42274e0553c50656ec0acb3
980,346,952.3,979.1,agreement_346_a000980.wav,b8df904632c5e5ac0f65fe28ea8edf36a90081ac74c6994d4b66430e03ee0631
994,347,370.8,397.7,agreement_347_a000994.wav,37f8c06220ab9ef99fde7db39e19dc74bc8d0c2c2dc8648dfd066864bd2365b2
1012,348,460.2,499.7,agreement_348_a001012.wav,cd13fba6e722b724ee69e3ac85c95f0f8de2815af4df80837f93aed3b3a0ee26
1010,348,390.6,423.3,agreement_348_a001010.wav,9c3dc257803b1f027737368f034d44e8db52a5e770b60a076c477e0ff747aa08
1011,348,424.7,457.1,agreement_348_a001011.wav,1cdb5fffe09a2189903d5748f065c5685886ddb655bd4bc14c7aec3fe4348e70
1133,354,291.7,337.4,agreement_354_a001133.wav,328828b05fc53dd2a766301a465d692a6b349bafd0649c3271913690b7492e76
1267,362,294.5,323.9,agreement_362_a001267.wav,7e9544ea9046c8826c0dc483f0c84abf5d0a669f59b65bd4d4cd579a2cd5f6c4
1270,362,391.4,420.2,agreement_362_a001270.wav,a7f06d20e60d3a4dcce0953c829d9b24cd62431420227c5078fcb0f1e14fc479
1277,363,148.6,177.8,agreement_363_a001277.wav,1726728c77bffb5be23ddf39733fc99ef649723af1e9a8a8e62b6bbde9f51109
1280,363,266.4,334.9,agreement_363_a001280.wav,3f96d5d08da4e2ec4e729f37feeb1b62f2beb628ad3a22316252f00f4dd589e0
1342,364,1319.2,1339.6,agreement_364_a001342.wav,cc42f52c66b94f6eecbbed2c6b798cf2d384eeb305334d8c42fec011528b19bc
1307,364,184.4,218.5,agreement_364_a001307.wav,f27ddf8d553456c220c6044a61eea8a32aab9b26a0bb668c36056d43a722e3ef
1349,364,1485.8,1509.5,agreement_364_a001349.wav,f9754cb2e7ec1659f0786fce15ecb73565a73cba06a69cf1ebb256f0698d2816
1315,364,480.9,493.7,agreement_364_a001315.wav,aa008e019ebea8b2d80f9a40ef795a9400fda9b2b5afb65946a4b41e52405daa
1434,366,1109.4,1129.9,agreement_366_a001434.wav,9d1b0f73f115e9867a3b1d8cc4a706af46b3d730eb3e52aec89ad4d5c2633b8e
1403,366,93.3,119.2,agreement_366_a001403.wav,d5c78d7d4e28280a96716bfc293d8ed7cdb6bc328c76abee6ab7e0c2b53be3b1
1432,366,1054.2,1068.3,agreement_366_a001432.wav,e36de0ab68b5578cb2da6e8acd7a59b63849194c3be4e93784157af75f5b53c3
1410,366,330.7,360.3,agreement_366_a001410.wav,d34147c75fe5035b7c02a1bc19dd900d384079305451d7bc711a9a761ab66234
1402,366,33.6,86.7,agreement_366_a001402.wav,8fada46f77167d158643df6645cae53d4797faa2eade8e731f4e0b01b109ae1e
1465,367,1001.1,1025.6,agreement_367_a001465.wav,157fc2d940d209bc80f50427b7381a6912b45acfa1206fe208de13ed815d3491
1453,367,533.0,602.3,agreement_367_a001453.wav,fa3734b0d4aec068a2e7258546abdc8812ff1c5b3bc527dfd5fb61178af11512
1463,367,915.6,946.9,agreement_367_a001463.wav,4cec05117dfd239bd7fc9f832ce1f9639762723e0991f574cf371c37e9621b63
1468,367,1086.6,1122.8,agreement_367_a001468.wav,6d4a7c867a0857483e3b8277e3099c8ef5b6d0d88175e974aec449e193a4b3a7
1513,369,26.4,86.1,agreement_369_a001513.wav,d23d525759a52b7f1680ecd898837a3bb5f9f6622684deae4b51da7dc97e3add
1529,369,651.5,672.8,agreement_369_a001529.wav,7486f502579dcede0d03e7df8f83a3f99c4ed283355fb85c6900d63f99a163bb
1564,370,1002.4,1012.7,agreement_370_a001564.wav,c411fd5eb672473ded5d1c3181d54b75766e6d20158874368dedbd77484d0914
1544,370,220.9,241.2,agreement_370_a001544.wav,f94c6c802d0c7f93e8742f204e9e2ba2be031a339da706171916ff3d3b087e82
1542,370,152.2,176.2,agreement_370_a001542.wav,27ccd359373c59bbf97880d6174ad5ba88c1c4b8d0b16f7c8d84831ae965dc07
1662,374,310.1,335.5,agreement_374_a001662.wav,4392f4efb22cc4967d320c9839ce81e1558fa13ecc0aed9269088fe373374068
1656,374,61.3,113.8,agreement_374_a001656.wav,03bd6a750f34f2d787c6f80649a5245258a18b1a291612049b5f3e62af19b1a4
1664,374,399.0,420.6,agreement_374_a001664.wav,82c64c11da4458ee058306e7445a404e4de1476b99478c6d133f833845a82fd9
1749,377,584.1,636.1,agreement_377_a001749.wav,32577eb3ed68901d56cbdac8b1fd67e152566b3da1296e5c30e3eaeca8f84f99
1759,377,981.8,1016.6,agreement_377_a001759.wav,c4de5bf12a99365c17ccab2e807260b01c72031858ba6f367089589dc6b8cd6e
1761,377,1053.1,1074.2,agreement_377_a001761.wav,770d4f8ae9fef350ad6cdfff937f637cc05501c4c7c114e7ff108e4b3fe6363d
1758,377,960.6,980.6,agreement_377_a001758.wav,98f5e962592d269dca9ef4743daf9afab4ad7f71a944af7c6a26e6e461b23116
1773,378,229.9,272.8,agreement_378_a001773.wav,bd76a372d27479c2d5fc7233b1cc5742f0864e6a0a5dedb1c2784e099a2e9976
1810,379,661.5,679.2,agreement_379_a001810.wav,81a9f18d0a98ed6edb4fc3e396a19fb98105cd570c828a898158ef1206ce9ca9
1818,379,923.3,957.5,agreement_379_a001818.wav,c07b6d321128564691598ceb8fea71284ed27dd3964519e111e7072db340f5d0
1816,379,861.5,885.7,agreement_379_a001816.wav,42fc79518fb4d3d4d45a3d8ac18a96213b5ae3b7a8dec20d81d1113c57fe9872
1879,381,282.8,306.5,agreement_381_a001879.wav,a9e8bd6453e3b18c0078b8f862f8a07d377d42f0d9bbc7ec974d1105fa4adf93
1892,381,637.8,660.0,agreement_381_a001892.wav,adaafe856d310a35bfdab41300679ff389fb54c4d5d2db7365dcd9b96763fb42
1882,381,392.4,408.4,agreement_381_a001882.wav,04346557cab088671514e7a18642d9a3be54854dfa203fd5abab467df76d2b86
1887,381,493.3,530.4,agreement_381_a001887.wav,1ab13e899b5c30ed28b5eead10dfbf78355e5d326c56c77616e8e9f173e45a67
1916,382,305.7,331.6,agreement_382_a001916.wav,205baaa0ed5c42a17e9fabc5269d522e6e19387026248af98f0aeee04fa56561
1974,384,541.9,576.3,agreement_384_a001974.wav,0f43a76df8cf2f7b465af474bdaefb78f57e8394c49260c2a3f412e5d7419db1
1978,384,707.8,728.9,agreement_384_a001978.wav,89a0a7d4861ec3583793de850a87b3dceb8e364379d518450b423b0bbd1aaebc
2035,387,416.2,455.1,agreement_387_a002035.wav,1f92aa65e34463c36935a1592ef6caad0842063e0a6e04f75e005ad7c167b645
2117,392,326.3,354.9,agreement_392_a002117.wav,2269cf46b5c42abf35b034a948e0dbab3e956b5e75ccdd5dca38ec203f02c17c
2307,403,237.1,263.5,agreement_403_a002307.wav,9ecbe02740bfbad417635c2fd03a2e93633766cd656559281ecd20e079c4d0c1
2318,403,622.8,670.0,agreement_403_a002318.wav,a31100f4daf8a4e0088d123a653a3b99ccbd719f0d57d40f790da4536a3674e5
2325,404,101.9,133.2,agreement_404_a002325.wav,1a0a58eb411d269d7ee8138a0edccfdb9e725cc58338a772ebd25729d819d44c
2361,405,497.2,527.1,agreement_405_a002361.wav,8d98abf78dab73a6ca9468763cb86cb11bf502b3cc2fc0cee91272248d6d1767
2365,405,639.5,663.9,agreement_405_a002365.wav,7cbfab00a34c7eecc507c62fc2145ee108e543a296e4384b86666cc8da159f3a
2369,405,774.6,810.2,agreement_405_a002369.wav,4dffe4c29cf0031d87c7b6b0203ea5ef82a8622aa38540099a6197cc9b5a1ebd
2370,405,811.8,848.4,agreement_405_a002370.wav,dace2ae81dc21615be58617162862bdc7a1baafaf8497396bbe46e663314dc4e
2376,405,1014.9,1038.7,agreement_405_a002376.wav,aa536cca36fa7801128d5a90aab5ce22ec9c5c8112fe3989b52a31276a3d8d99
2403,406,535.1,564.6,agreement_406_a002403.wav,ece5af4ddbc5972f509e91a7b39bacf69a318a1196b3110ad48a4b9c248e4410
2396,406,251.2,269.2,agreement_406_a002396.wav,470c724f031408d349507c18050b04387ab55e5a7c171a58804c118627ff22b8
2414,407,258.4,282.7,agreement_407_a002414.wav,d1655c408dfa1cc1c1e683577ed39406e792946f4a530b7099287be3cd10ad9b
2449,408,634.3,678.5,agreement_408_a002449.wav,008bf853b7edac1f9b8e4e3419b1a5f1cfcd3e5a3fb619026781af89e88adfbe
2524,411,1053.9,1085.2,agreement_411_a002524.wav,39e56f738194dd7ccf3104652f5645fce9b8e2338762b97e932596996827ed4c
2530,411,1281.3,1322.2,agreement_411_a002530.wav,d18c54281b77d1b227f7dbecd9ab45f963868313a107ecb66a8f399904ad3b50
2503,411,215.1,233.0,agreement_411_a002503.wav,d474e4234aedc665d50ee4f310f2533cf4870ef4b6aad9576f687700ef43fe2d
2591,414,506.4,553.5,agreement_414_a002591.wav,9f863256d53396ac917896094c004e2e2a2862d2642c547bf77ab04b34f12150
2596,414,692.8,722.9,agreement_414_a002596.wav,04cdcb9c836a83bfe741e0fa28924804648e43c2a2b7bb6fc3b7e295f37f92b7
2593,414,586.7,625.1,agreement_414_a002593.wav,9ee38d0bbb52ba0b2dfec70293b5570adf9e07de014480556d4bb996c2b33735
2590,414,484.8,501.2,agreement_414_a002590.wav,fa53b0e0b6c6ee5e5cd8fb979b84b67c56c63580daa87af57c40f23a33bbf397
2588,414,415.0,436.8,agreement_414_a002588.wav,43743bdfce57b03967d2f2f853688f38f2567dbc5adca4a0bbbe0e555fc0e538
2605,415,107.5,140.1,agreement_415_a002605.wav,bd20e15ff1f23b3f2a330a78563c7b35713dfb55af022debd89923e76dfac5f4
2627,416,125.9,163.4,agreement_416_a002627.wav,a0675153d939c5968a063b8b2b6bb56be249ed2b73ceca849d77e3def671f30f
2638,416,468.4,489.2,agreement_416_a002638.wav,288e2bd1cae4bb8e098926ec822addd4fe83f71d79160bb5a04259aa7427d175
2698,419,173.7,194.6,agreement_419_a002698.wav,8a3212e564c1dd03a0913f5d39f479cc9de26804fc88125e497b1109f5731eae
2697,419,136.2,170.1,agreement_419_a002697.wav,0b0e44c8ad14923f562170b3721f66f9329b11bf5838046c1d78881f2c3bc73a
2701,419,295.6,315.8,agreement_419_a002701.wav,9200bacb98fe5ebb503ae73450944b8b970731c458e75b41c649c1cd91a7dbcc
2712,419,705.9,731.8,agreement_419_a002712.wav,9cab3c530567a11f330811ad7405bc08d01306645e6742305912963be10b2488
2738,420,864.5,878.7,agreement_420_a002738.wav,ac621f9099dd75ce56d3c1abfb35db8ab8fd60075e746840cee7687cc8efc775
2740,420,943.1,993.3,agreement_420_a002740.wav,b1dbaed34c2d7e0b3cc48143bdc6eddcbfea00820436abc2a7676d2267887d64
2821,423,813.8,855.2,agreement_423_a002821.wav,2e9869e4a9c5d44685bc9906055bf797c6e11077fac6da6b4df47dd4a4366da9
2846,424,912.4,927.6,agreement_424_a002846.wav,86da35c771e95a0783c2fdcc788bbd5e92588bdd083b2cd2b081cd7703dfe37b
