status,order_group,line,paper_value,file_value,file_path,triage,triage_reason,triage_recomputed,method_constant,kind,section,item_id,reason,context,tex_line_text
MISMATCH,added_23sep,180,0.20,0.5189,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,UNTRIAGED (new since the 06:38 run),,,no,point,Conflict Test Results,L180_1824,"context [model=Qwen2.5-Omni (default); data=any; stream=projector_ft; arm=conflict; stream from previous sentence]; best current candidate Qwen2.5-Omni|pitt|projector_ft|conflict = 0.5189 (projector only fine tune, 5 fold OOF, rank AUC recomputed he) rounds to 0.52; same-tier values: 0.2283 (edaic_conflict_v2 1c sft_full projector RETRAIN, out-of-fo, current), 0.5189 (pitt projector only fine tune, 5 fold OOF, ra, current), 0.5189 (pitt projector-FT conflict-arm AUC (recompute, current), 0.5189 (pitt projector_ft arm from json, current)",The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,"Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
UNMATCHED,added_23sep,180,855,,,,,,no,integer,Conflict Test Results,L180_1845,count 855 not found as n or n_spk in index rows for (no dataset),The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,"Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
MISMATCH,added_23sep,180,0.62,0.5189,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,UNTRIAGED (new since the 06:38 run),,,no,point,Conflict Test Results,L180_1881,"context [model=Qwen2.5-Omni (default); data=any; stream=projector_ft; arm=conflict; stream from previous sentence]; best current candidate Qwen2.5-Omni|pitt|projector_ft|conflict = 0.5189 (projector only fine tune, 5 fold OOF, rank AUC recomputed he) rounds to 0.52; same-tier values: 0.2283 (edaic_conflict_v2 1c sft_full projector RETRAIN, out-of-fo, current), 0.5189 (pitt projector only fine tune, 5 fold OOF, ra, current), 0.5189 (pitt projector-FT conflict-arm AUC (recompute, current), 0.5189 (pitt projector_ft arm from json, current)",The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62).,"Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
UNMATCHED,added_23sep,180,97,,,,,,yes,percent,Conflict Test Results,L180_2058,"method/design constant, not a result; no file value indexed","It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
UNMATCHED,added_23sep,180,87,,,,,,yes,percent,Conflict Test Results,L180_2110,"method/design constant, not a result; no file value indexed","It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions.","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
MISMATCH,added_23sep,180,0.53 to 0.61,0.1800 to 0.2900,omni_pitt_zeroshot_scores.csv ; pitt_zeroshot_scores.csv ; q3o_pitt_zeroshot_scores.csv,UNTRIAGED (new since the 06:38 run),,,no,range,Conflict Test Results,L180_2394,"no compatible named set matches both ends; closest SET 'Pitt agreement minus conflict, three Qwen models, from the 2-dp table cells' gives 0.1800 (Qwen2.5-Omni) to 0.2900 (Qwen2-Audio); members: Qwen2-Audio 0.2900; Qwen2.5-Omni 0.1800; Qwen3-Omni 0.2100; others: Pitt agreement minus conflict, three Qwen models, unrounded paired AUCs (M8) gives 0.17 to 0.29","On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table \reftab:conflict).","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
MISMATCH,added_23sep,180,0.01,0.6578,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,UNTRIAGED (new since the 06:38 run),,,no,point,Conflict Test Results,L180_2521,"context [model=Qwen2.5-Omni; data=pitt; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|pitt|zero_shot|all = 0.6578 (zero shot answer, rank AUC recomputed here from per-clip p_y) rounds to 0.66; same-tier values: 0.6145 (pitt Pitt arm C duration-matched WITH intervi, current), 0.6497 (pitt Pitt arm A original cut, Omni zero-shot , current), 0.6578 (pitt Omni zero shot pitt clip-level AUC, current), 0.6578 (pitt Pitt Qwen2.5-Omni audio zero-shot answer, current)","Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by -0.01 [-0.04, 0.02].","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
MISMATCH,added_23sep,180,0.04,0.6578,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,UNTRIAGED (new since the 06:38 run),,,no,point,Conflict Test Results,L180_2530,"context [model=Qwen2.5-Omni; data=pitt; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|pitt|zero_shot|all = 0.6578 (zero shot answer, rank AUC recomputed here from per-clip p_y) rounds to 0.66; same-tier values: 0.6145 (pitt Pitt arm C duration-matched WITH intervi, current), 0.6497 (pitt Pitt arm A original cut, Omni zero-shot , current), 0.6578 (pitt Omni zero shot pitt clip-level AUC, current), 0.6578 (pitt Pitt Qwen2.5-Omni audio zero-shot answer, current)","Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by -0.01 [-0.04, 0.02].","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
MISMATCH,added_23sep,180,0.02,0.6578,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,UNTRIAGED (new since the 06:38 run),,,no,point,Conflict Test Results,L180_2536,"context [model=Qwen2.5-Omni; data=pitt; stream=zero_shot; arm=all]; best current candidate Qwen2.5-Omni|pitt|zero_shot|all = 0.6578 (zero shot answer, rank AUC recomputed here from per-clip p_y) rounds to 0.66; same-tier values: 0.6145 (pitt Pitt arm C duration-matched WITH intervi, current), 0.6497 (pitt Pitt arm A original cut, Omni zero-shot , current), 0.6578 (pitt Omni zero shot pitt clip-level AUC, current), 0.6578 (pitt Pitt Qwen2.5-Omni audio zero-shot answer, current)","Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by -0.01 [-0.04, 0.02].","Table~\ref{tab:conflict} reports the conflict test defined in Section~\ref{sec:setup}. A model attending to the voice should score similarly on both arms, whereas a model following the words should invert and fall below chance on the conflict arm. A model reading affect from prosody would also invert, and the transcript-only baseline below shows that the words alone suffice. No such test is possible for PD, since the words are fixed by the protocol. Results in Table~\ref{tab:conflict} show a strong language bias. On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.  Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models on depression and for the three Qwen models on Pitt. On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and for Qwen2.5-Omni the transcript decision matches the audio decision on 86 percent of clips. On the Pitt dataset the transcript alone shows the same arm gap as the audio (0.56 on conflict, 0.71 on agreement). The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80 (646 and 281 pairs), at 0.26 and 0.19. Replacing the severity gates of 15 and 4 with a PHQ-8 cut at 10 gives 924 pairs from 237 speakers, on which the conflict arm scores 0.18. A second sentiment scorer (DistilBERT fine-tuned on SST-2) selects 1,334 pairs, on which the conflict arm scores 0.46 [0.42, 0.51], at chance rather than below it, and stays 0.39 below the agreement arm. The inversion holds on the 420 segments both scorers call conflicting (0.20) and not on the 855 the first scorer calls neutral (0.62). Audio Flamingo 2 is the only model whose audio encoder, CLAP \cite{clap}, was not trained for speech recognition, so its transcription is limited. It also answers Yes on 97 percent or more of the clips, and Qwen2-Audio on 87 percent or more, so their AUC reflects ranking rather than decisions. On the Pitt dataset the three Qwen models drop by 0.17 to 0.29 from the agreement to the conflict arm but none falls significantly below chance, Kimi-Audio shows no drop, and the two Audio Flamingo models score 0.53 to 0.61 on both arms (Table~\ref{tab:conflict}). Asking Qwen2.5-Omni to judge the voice alone moves its Pitt answer by $-$0.01 [$-$0.04, 0.02]."
MISMATCH,added_23sep,226,0.74 to 0.81,0.7507 to 0.8612,omni_adress2020_nested_repeats.json ; omni_adresso_nested_repeats.json ; omni_pitt_nested_repeats.json,UNTRIAGED (new since the 06:38 run),,,no,range,Supervised Fine-tuning,L226_469,"no compatible named set matches both ends; closest SET 'Qwen2.5-Omni projector_probe, AD' gives 0.7507 (pitt) to 0.8612 (adresso); members: pitt 0.7507; adresso 0.8612; adress2020 0.8097; others: Qwen2.5-Omni answer_state_probe, AD gives 0.76 to 0.86 | Qwen2.5-Omni encoder_probe, AD gives 0.77 to 0.88 | Qwen2.5-Omni answer_state_probe, PD+AD without MDVR-KCL gives 0.76 to 0.89","On the Pitt dataset the retrained projector reaches 0.77, the level of the answer-state probe of Section \refsec:gap, and 0.74 to 0.81 across three further seeds.","To narrow the gap, we retrain the projector between the audio encoder and the language model so that paralinguistic information becomes more salient to the language model. After fine-tuning the projector, AUC improves significantly on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, which does not move (Table~\ref{tab:main}). On the Pitt dataset the retrained projector reaches 0.77, the level of the answer-state probe of Section~\ref{sec:gap}, and 0.74 to 0.81 across three further seeds. Its conflict arm stays at chance in every run (0.45 to 0.57, every interval including 0.5) while its agreement arm rises to 0.82 to 0.90, so the projector recovers the overall AUC through the arm the words already help. A class-balanced loss does not change this. Low-rank adaptation (LoRA) \cite{lora} of the language model (rank 8, all attention projections of the 28 layers, 5.0\,M trainable parameters against 4.6\,M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77. On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [$-$0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice. Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67, so the language bias can be trained away only at the cost of the arm the words were carrying. On Parkinson's speech the deficit sits in how the representation is read out rather than in the representation, since the signal is present at every depth and retraining the projector recovers it. On Alzheimer's what is recovered is at least partly lexical. The fine tuning is on Qwen2.5-Omni, and we release the segment lists, fold assignments, scripts and per-clip answer scores at \url{https://github.com/parw8649/audio-llm-utility-gap}."
