row,part,task,id,paper_role,sampled,value_verified,lo,hi,n,file,resolved,method,config,check_value,check_lo,check_hi,value_status,ci_status,note
770,17,T5,T5_neurovoz_probe_max,PAPER VALUE,paper value,0.9335,,,1270,<local data dir>/release/omni_final/omni_neurovoz_encoder_perlayer.csv,<local data dir>/release/omni_final/omni_neurovoz_encoder_perlayer.csv,custom recompute from per-clip file (own code),"max of auc_oof over 32 layers, omni_neurovoz_encoder_perlayer.csv (argmax layer 25)",0.9335,,,MATCH (recomputed),,
771,17,T5,T5_kcl_answer,PAPER VALUE,paper value,0.7143,0.5210,0.8810,37,<local data dir>/release/omni_final/omni_kcl_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_kcl_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7143,0.5210,0.8810,MATCH (recomputed),CI MATCH,
772,17,T5,T5_kcl_layers_above,PAPER VALUE,paper value,32,,,37,<local data dir>/release/edaic_rerun/part17/T5_omitted_curves.csv,<local data dir>/release/edaic_rerun/part17/T5_omitted_curves.csv,custom recompute from per-clip file (own code),probe_auc > answer_auc recomputed over 32 layer rows,32.0000,,,MATCH (recomputed),,
773,17,T5,T5_kcl_layers_strict,PAPER VALUE,paper value,15,,,37,<local data dir>/release/edaic_rerun/part17/T5_omitted_curves.csv,<local data dir>/release/edaic_rerun/part17/T5_omitted_curves.csv,custom recompute from per-clip file (own code),auc_mean - auc_std > answer_auc recomputed over 32 layer rows,15.0000,,,MATCH (recomputed),,
774,17,T5,T5_kcl_layers_above_ci,PAPER VALUE,paper value,0,,,37,<local data dir>/release/edaic_rerun/part17/T5_omitted_curves.csv,<local data dir>/release/edaic_rerun/part17/T5_omitted_curves.csv,custom recompute from per-clip file (own code),count of the above_answer_ci_hi flag (answer upper bound not in file) over 32 layer rows,0.0000,,,MATCH (recomputed),,
775,17,T5,T5_kcl_probe_max,PAPER VALUE,paper value,0.8482,,,37,<local data dir>/release/omni_final/omni_kcl_encoder_perlayer.csv,<local data dir>/release/omni_final/omni_kcl_encoder_perlayer.csv,custom recompute from per-clip file (own code),"max of auc_oof over 32 layers, omni_kcl_encoder_perlayer.csv (argmax layer 19)",0.8482,,,MATCH (recomputed),,
776,17,T5,T5_edaic_full_answer,PAPER VALUE,paper value,0.8285,0.7708,0.8827,275,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot_scores.csv,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.8285,0.7708,0.8827,MATCH (recomputed),CI MATCH,
787,17,T5,T5_edaic_mid30_layers_above,RELEASED ONLY,random 10%,0,,,275,<local data dir>/release/edaic_rerun/part17/T5_omitted_curves.csv,<local data dir>/release/edaic_rerun/part17/T5_omitted_curves.csv,custom recompute from per-clip file (own code),probe_auc > answer_auc recomputed over 32 layer rows,0.0000,,,MATCH (recomputed),,
791,17,T5,T5_edaic_first30_answer,RELEASED ONLY,random 10%,0.6620,0.5831,0.7315,275,<local data dir>/release/omni_final/omni_edaic_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_edaic_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6620,0.5831,0.7315,MATCH (recomputed),CI MATCH,
796,17,T6,T6_s20_text_all468,PAPER VALUE,paper value,0.6629,0.5983,0.7245,468,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6629,0.5983,0.7245,MATCH (recomputed),CI MATCH,
797,17,T6,T6_s20_text_conflict,PAPER VALUE,paper value,0.5560,0.4516,0.6680,146,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5560,0.4516,0.6680,MATCH (recomputed),CI MATCH,
798,17,T6,T6_s20_text_agreement,PAPER VALUE,paper value,0.7078,0.6381,0.7696,322,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.7078,0.6381,0.7696,MATCH (recomputed),CI MATCH,
799,17,T6,T6_s20_text_conflict_minus_agreement,PAPER VALUE,paper value,-0.1518,-0.2665,-0.0271,468,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,<local data dir>/release/overnight2/text_new/o25_pitt_text.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.1518,-0.2665,-0.0271,MATCH (recomputed),CI MATCH,
802,17,T6,T6_s15_text_agreement,SUPERSEDED / NOT USED,random 10%,0.7987,0.7392,0.8535,322,<local data dir>/paper1_local_runs/omni_pitt_text.csv,<local data dir>/paper1_local_runs/omni_pitt_text.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.7987,0.7392,0.8535,MATCH (recomputed),CI MATCH,
804,17,T6,T6_audio_all468,PAPER VALUE,paper value,0.6578,0.6033,0.7125,468,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.6578,0.6033,0.7125,MATCH (recomputed),CI MATCH,
805,17,T6,T6_audio_conflict,PAPER VALUE,paper value,0.5322,0.4216,0.6447,146,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5322,0.4216,0.6447,MATCH (recomputed),CI MATCH,
806,17,T6,T6_audio_agreement,PAPER VALUE,paper value,0.7054,0.6431,0.7658,322,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.7054,0.6431,0.7658,MATCH (recomputed),CI MATCH,
807,17,T6,T6_audio_conflict_minus_agreement,PAPER VALUE,paper value,-0.1731,-0.2958,-0.0392,468,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.1731,-0.2958,-0.0392,MATCH (recomputed),CI MATCH,
826,17,T7,T7_zeroshot_answer,PAPER VALUE,paper value,0.8278,0.7703,0.8822,275,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_perclip.csv,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_perclip.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes_answer],0.8278,0.7703,0.8822,MATCH (recomputed),CI MATCH,
827,17,T7,T7_published_llm_meanof5,PAPER VALUE,paper value,0.7001,,,275,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,lookup in cited summary file,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,,,,FOUND IN FILE,,
828,17,T7,T7_published_enc_meanof5,PAPER VALUE,paper value,0.5884,,,275,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,lookup in cited summary file,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_nested_repeats.json,,,,FOUND IN FILE,,
837,17,T7,T7_notused_proj_aucofmeanoof,SUPERSEDED / NOT USED,random 10%,0.5631,0.479,0.6478,275,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_perclip.csv,<local data dir>/release/edaic_rerun/part16/EDAICFULL/edaic_full_perclip.csv,per-clip recompute (own Mann-Whitney),auc all [oof_proj],0.5631,0.4790,0.6478,MATCH (recomputed),CI MATCH,
840,17,T7,T7_PROXYD_llm_meanof5_minus_answer,SUPERSEDED / NOT USED,random 10%,-0.128,-0.1999,-0.0632,275,<local data dir>/release/edaic_rerun/part17/T7_scratch/T7_oof_repeats_D_mac_podpicks.npz,<local data dir>/release/edaic_rerun/part17/T7_scratch/T7_oof_repeats_D_mac_podpicks.npz,custom recompute from per-clip file (own code),"mean of 5 per-repeat AUCs (npz) minus edaic_full_perclip p_yes_answer, paired",-0.1280,-0.1999,-0.0632,MATCH (recomputed),CI MATCH,
845,17,T7,T7_PROXYD_proj_meanof5,SUPERSEDED / NOT USED,random 10%,0.5611,0.4872,0.6338,275,<local data dir>/release/edaic_rerun/part17/T7_scratch/T7_oof_repeats_D_mac_podpicks.npz,<local data dir>/release/edaic_rerun/part17/T7_scratch/T7_oof_repeats_D_mac_podpicks.npz,per-clip recompute (own Mann-Whitney),mean5 all [proj_oof_repeats_rep0|proj_oof_repeats_rep1|proj_oof_repeats_rep2|proj_oof_repeats_rep3|proj_oof_repeats_rep4],0.5611,0.4872,0.6338,MATCH (recomputed),CI MATCH,
852,17,T7,T7_PROXYA_ans_meanof5_minus_answer,SUPERSEDED / NOT USED,random 10%,-0.0898,-0.1409,-0.0414,275,<local data dir>/release/edaic_rerun/part17/T7_scratch/T7_oof_repeats_A.npz,<local data dir>/release/edaic_rerun/part17/T7_scratch/T7_oof_repeats_A.npz,custom recompute from per-clip file (own code),"mean of 5 per-repeat AUCs (npz) minus edaic_full_perclip p_yes_answer, paired",-0.0898,-0.1409,-0.0414,MATCH (recomputed),CI MATCH,
855,17,T7b,T7b_zeroshot_answer,PAPER VALUE,paper value,0.8278,0.7703,0.8822,275,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes_answer],0.8278,0.7703,0.8822,MATCH (recomputed),CI MATCH,
856,17,T7b,T7b_llm_meanof5,PAPER VALUE,paper value,0.7001,0.6231,0.7727,275,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,per-clip recompute (own Mann-Whitney),mean5 all [oof_llm_r0|oof_llm_r1|oof_llm_r2|oof_llm_r3|oof_llm_r4],0.7001,0.6231,0.7727,MATCH (recomputed),CI MATCH,
857,17,T7b,T7b_llm_meanof5_minus_answer,PAPER VALUE,paper value,-0.1276,-0.1993,-0.0629,275,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,per-clip recompute (own Mann-Whitney),mean5 all [oof_llm_r0|oof_llm_r1|oof_llm_r2|oof_llm_r3|oof_llm_r4] MINUS auc all [p_yes_answer],-0.1276,-0.1993,-0.0629,MATCH (recomputed),CI MATCH,
858,17,T7b,T7b_enc_meanof5,PAPER VALUE,paper value,0.5884,0.5268,0.6523,275,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,per-clip recompute (own Mann-Whitney),mean5 all [oof_enc_r0|oof_enc_r1|oof_enc_r2|oof_enc_r3|oof_enc_r4],0.5884,0.5268,0.6523,MATCH (recomputed),CI MATCH,
859,17,T7b,T7b_enc_meanof5_minus_answer,PAPER VALUE,paper value,-0.2394,-0.3188,-0.1572,275,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,per-clip recompute (own Mann-Whitney),mean5 all [oof_enc_r0|oof_enc_r1|oof_enc_r2|oof_enc_r3|oof_enc_r4] MINUS auc all [p_yes_answer],-0.2394,-0.3188,-0.1572,MATCH (recomputed),CI MATCH,
867,17,T7b,T7b_notused_enc_aucofmeanoof_minus_answer,SUPERSEDED / NOT USED,random 10%,-0.2361,-0.3272,-0.1394,275,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,per-clip recompute (own Mann-Whitney),aucofmean all [oof_enc_r0|oof_enc_r1|oof_enc_r2|oof_enc_r3|oof_enc_r4] MINUS auc all [p_yes_answer],-0.2361,-0.3272,-0.1394,MATCH (recomputed),CI MATCH,
869,17,T7b,T7b_notused_ans_aucofmeanoof_minus_answer,SUPERSEDED / NOT USED,random 10%,-0.053,-0.1046,-0.0049,275,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,<local data dir>/release/edaic_rerun/part17/T7b/T7b_edaic300_meanof5_perclip.csv,per-clip recompute (own Mann-Whitney),aucofmean all [oof_ans_r0|oof_ans_r1|oof_ans_r2|oof_ans_r3|oof_ans_r4] MINUS auc all [p_yes_answer],-0.0530,-0.1046,-0.0049,MATCH (recomputed),CI MATCH,
875,20,POD1,POD1_std_all,PAPER VALUE,paper value,0.7673,0.7086,0.8231,468,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7673,0.7086,0.8231,MATCH (recomputed),CI MATCH,
876,20,POD1,POD1_std_conflict,PAPER VALUE,paper value,0.5189,0.4151,0.6300,146,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5189,0.4151,0.6300,MATCH (recomputed),CI MATCH,
877,20,POD1,POD1_std_agreement,PAPER VALUE,paper value,0.8593,0.8063,0.9069,322,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8593,0.8063,0.9069,MATCH (recomputed),CI MATCH,
890,20,POD1,POD1_f3rerun_ref_all,PAPER VALUE,paper value,0.7673,0.7086,0.8231,468,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7673,0.7086,0.8231,MATCH (recomputed),CI MATCH,
891,20,POD1,POD1_f3rerun_ref_conflict,PAPER VALUE,paper value,0.5189,0.4151,0.6300,146,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5189,0.4151,0.6300,MATCH (recomputed),CI MATCH,
892,20,POD1,POD1_f3rerun_ref_agreement,PAPER VALUE,paper value,0.8593,0.8063,0.9069,322,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8593,0.8063,0.9069,MATCH (recomputed),CI MATCH,
905,20,POD1,POD1_ctrl_ref_all,PAPER VALUE,paper value,0.7673,0.7086,0.8231,468,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7673,0.7086,0.8231,MATCH (recomputed),CI MATCH,
906,20,POD1,POD1_ctrl_ref_conflict,PAPER VALUE,paper value,0.5189,0.4151,0.6300,146,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5189,0.4151,0.6300,MATCH (recomputed),CI MATCH,
907,20,POD1,POD1_ctrl_ref_agreement,PAPER VALUE,paper value,0.8593,0.8063,0.9069,322,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8593,0.8063,0.9069,MATCH (recomputed),CI MATCH,
926,20,POD1,POD1_balVctrl_multi_all,RELEASED ONLY,random 10%,0.7407,0.6761,0.7994,468,<local data dir>/release/scores/part20/POD1/balanced_vs_podstd_paired.csv,<local data dir>/release/scores/part20/POD1/balanced_vs_podstd_paired.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes_multi],0.7407,0.6761,0.7994,MATCH (recomputed),CI MATCH,
935,20,POD1,POD1_bal_r2_ref_all,PAPER VALUE,paper value,0.7673,0.7086,0.8231,468,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7673,0.7086,0.8231,MATCH (recomputed),CI MATCH,
936,20,POD1,POD1_bal_r2_ref_conflict,PAPER VALUE,paper value,0.5189,0.4151,0.6300,146,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5189,0.4151,0.6300,MATCH (recomputed),CI MATCH,
937,20,POD1,POD1_bal_r2_ref_agreement,PAPER VALUE,paper value,0.8593,0.8063,0.9069,322,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8593,0.8063,0.9069,MATCH (recomputed),CI MATCH,
949,20,POD1,POD1_ctrl_r2_agreement,RELEASED ONLY,random 10%,0.8967,0.8592,0.9322,322,<local data dir>/release/scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv,<local data dir>/release/scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8967,0.8592,0.9322,MATCH (recomputed),CI MATCH,
950,20,POD1,POD1_ctrl_r2_ref_all,PAPER VALUE,paper value,0.7673,0.7086,0.8231,468,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7673,0.7086,0.8231,MATCH (recomputed),CI MATCH,
951,20,POD1,POD1_ctrl_r2_ref_conflict,PAPER VALUE,paper value,0.5189,0.4151,0.6300,146,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes],0.5189,0.4151,0.6300,MATCH (recomputed),CI MATCH,
952,20,POD1,POD1_ctrl_r2_ref_agreement,PAPER VALUE,paper value,0.8593,0.8063,0.9069,322,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8593,0.8063,0.9069,MATCH (recomputed),CI MATCH,
958,20,POD1,POD1_ctrl_r2_multi_agreement,RELEASED ONLY,random 10%,0.8972,0.8600,0.9319,322,<local data dir>/release/scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv,<local data dir>/release/scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes_multi],0.8972,0.8600,0.9319,MATCH (recomputed),CI MATCH,
961,20,POD1,POD1_ctrl_r2_gap_change,RELEASED ONLY,random 10%,-0.1073,-0.1967,-0.0137,468,<local data dir>/release/scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv | <local data dir>/release/omni_final/omnisft_pitt_oof.csv,<local data dir>/release/scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.csv ; <local data dir>/release/omni_final/omnisft_pitt_oof.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD1/standard_rerun_ft_pitt_r2_oof.sidecar.json,,,,FOUND ONLY IN SIBLING FILE,CI ends found in sibling,closest natural statistic: 0.4455 (auc conflict [p_yes_multi]); 0.4490 (auc conflict [p_yes])
962,20,POD1,POD1_balVctrl_r2_all,RELEASED ONLY,random 10%,0.7360,0.6726,0.7966,468,<local data dir>/release/scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv,<local data dir>/release/scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7360,0.6726,0.7966,MATCH (recomputed),CI MATCH,
964,20,POD1,POD1_balVctrl_r2_agreement,RELEASED ONLY,random 10%,0.8379,0.7847,0.8894,322,<local data dir>/release/scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv,<local data dir>/release/scores/part20/POD1/balanced_r2_vs_podstd_r2_paired.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8379,0.7847,0.8894,MATCH (recomputed),CI MATCH,
977,20,POD1b,POD1b_seed1_p_yes_overall,RELEASED ONLY,random 10%,0.739636,0.6891,0.7921,468,<local data dir>/release/scores/part20/POD1b/std_ft_seed1_pitt_oof.csv,<local data dir>/release/scores/part20/POD1b/std_ft_seed1_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes],0.7396,0.6891,0.7921,MATCH (recomputed),CI MATCH,
999,20,POD1b,POD1b_seed3_p_yes_multivariant_agreement,RELEASED ONLY,random 10%,0.879142,0.8363,0.9184,322,<local data dir>/release/scores/part20/POD1b/std_ft_seed3_pitt_oof.csv,<local data dir>/release/scores/part20/POD1b/std_ft_seed3_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes_multivariant],0.8791,0.8363,0.9184,MATCH (recomputed),CI MATCH,
1001,20,POD1b,POD1b_range_overall_seeds_1_2_3,RELEASED ONLY,random 10%,0.068820,0.7396,0.8085,468,<local data dir>/release/scores/part20/POD1b/std_ft_seed_range_pitt.json,<local data dir>/release/scores/part20/POD1b/std_ft_seed_range_pitt.json,custom recompute from per-clip file (own code),"max minus min of overall AUC over seed files 1-3: 0.7396, 0.8085, 0.7975",0.0688,0.7396,0.8085,MATCH (recomputed),CI MATCH,
1009,20,POD1b,POD1b_seed0_p_yes_agreement,RELEASED ONLY,random 10%,0.898337,0.8575,0.9360,322,<local data dir>/release/scores/part20/POD1b/std_ft_seed0_pitt_oof.csv,<local data dir>/release/scores/part20/POD1b/std_ft_seed0_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8983,0.8575,0.9360,MATCH (recomputed),CI MATCH,
1010,20,POD1b,POD1b_seed0_p_yes_conflict_minus_agreement,RELEASED ONLY,random 10%,-0.370174,-0.4831,-0.2530,468,<local data dir>/release/scores/part20/POD1b/std_ft_seed0_pitt_oof.csv,<local data dir>/release/scores/part20/POD1b/std_ft_seed0_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes] MINUS auc agreement [p_yes],-0.3702,-0.4831,-0.2530,MATCH (recomputed),CI MATCH,
1024,20,POD2,POD2.bal.cma.2logit,RELEASED ONLY,random 10%,-0.2073,-0.3389,-0.0778,468,<local data dir>/release/scores/part20/POD2/balanced_lora_pitt_oof.csv,<local data dir>/release/scores/part20/POD2/balanced_lora_pitt_oof.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes_2logit] MINUS auc agreement [p_yes_2logit],-0.2073,-0.3389,-0.0778,MATCH (recomputed),CI MATCH,
1049,20,POD2,POD2.diff_vs_pod1.agreement.multivariant,RELEASED ONLY,random 10%,-0.0709,-0.1586,0.0086,322,<local data dir>/release/scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv,<local data dir>/release/scores/part20/POD2/balanced_lora_minus_pod1_projector_pitt_perclip.csv,per-clip recompute (own Mann-Whitney),auc agreement [lora_p_yes] MINUS auc agreement [proj_p_yes_multi],-0.0709,-0.1586,0.0086,MATCH (recomputed),CI MATCH,
1050,20,POD2,POD2.control.overall.2logit,RELEASED ONLY,random 10%,0.8346,0.7856,0.8825,468,<local data dir>/release/scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv,<local data dir>/release/scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv,per-clip recompute (own Mann-Whitney),auc all [p_yes_2logit],0.8346,0.7856,0.8825,MATCH (recomputed),CI MATCH,
1055,20,POD2,POD2.bal_minus_control.conflict.2logit,RELEASED ONLY,random 10%,-0.0428,-0.1707,0.0837,146,<local data dir>/release/scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv,<local data dir>/release/scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv,per-clip recompute (own Mann-Whitney),auc conflict [balanced_p_yes_2logit] MINUS auc conflict [control_p_yes_2logit],-0.0428,-0.1707,0.0837,MATCH (recomputed),CI MATCH,
1067,20,POD2,POD2.control.agreement.multivariant,RELEASED ONLY,random 10%,0.8989,0.8559,0.9383,322,<local data dir>/release/scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv,<local data dir>/release/scores/part20/POD2/control/uniform_lora_pitt_control_oof.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes],0.8989,0.8559,0.9383,MATCH (recomputed),CI MATCH,
1069,20,POD2,POD2.bal_minus_control.agreement.multivariant,RELEASED ONLY,random 10%,-0.1264,-0.1938,-0.0715,322,<local data dir>/release/scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv,<local data dir>/release/scores/part20/POD2/control/balanced_vs_control_lora_pitt_perclip.csv,per-clip recompute (own Mann-Whitney),auc agreement [balanced_p_yes] MINUS auc agreement [control_p_yes],-0.1264,-0.1938,-0.0715,MATCH (recomputed),CI MATCH,
1074,20,POD3,POD3_ft966_agreement311,RELEASED ONLY,random 10%,0.6686,0.5727,0.7586,311,<local data dir>/release/scores/part20/POD3/p14_ft966_oof.csv,<local data dir>/release/scores/part20/POD3/p14_ft966_oof.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD3/p14_ft966_oof.sidecar.json,,,,FOUND ONLY IN SIBLING FILE,CI ends found in sibling,closest natural statistic: 0.6228 (auc agreement [p_yes]); 0.6228 (dirfree agreement [p_yes])
1079,20,POD3b,POD3b_sst2_o25_audio_agreement_distinct,RELEASED ONLY,random 10%,0.8554,0.8199,0.8885,799,<local data dir>/release/scores/part20/POD3b/sst2_pairs_o25_audio.csv,<local data dir>/release/scores/part20/POD3b/sst2_pairs_o25_audio.csv,per-clip recompute (own Mann-Whitney),<local data dir>/release/scores/part20/POD3b/sst2_pairs_o25_audio.json,,,,FOUND ONLY IN SIBLING FILE,CI ends found in sibling,closest natural statistic: 0.8316 (auc agreement [p_yes]); 0.8316 (dirfree agreement [p_yes])
1097,20,POD3c,POD3c_q3o_transcript_agreement483,SUPPORT,random 10%,0.947008,0.9131,0.9757,483,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,per-clip recompute (own Mann-Whitney),auc agreement [p_yes_text],0.9470,0.9131,0.9757,MATCH (recomputed),CI MATCH,
1099,20,POD3c,POD3c_q3o_audio_conflict483,PAPER VALUE,paper value,0.300755,0.2454,0.3641,483,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,<local data dir>/release/scores/part20/POD3c/p14_q3o_text.csv,per-clip recompute (own Mann-Whitney),auc conflict [p_yes_audio_q3o],0.3008,0.2454,0.3641,MATCH (recomputed),CI MATCH,
