pid,win_dur_s,capped,ref_p_yes_answer,def_p_yes,def_mass,def_n_audio_tok,def_seq_len,def_peak_gib,def_sec,lift_p_yes,lift_mass,lift_n_audio_tok,lift_seq_len,lift_feat_frames,lift_fit,lift_peak_gib,lift_sec,inputs_identical,wave_samples,def_p_yes_rule,def_mass_rule,lift_p_yes_rule,lift_mass_rule
632,581.2,0,0.03120060345871232,0.03120060345871232,0.9969620108604431,7500,7548,19.538,0.724,0.025999309571666074,0.9980174452066422,14530,14578,58120,1,23.329,1.088,0,9299201,0.031200636631766733,0.9969633985310793,0.02599934289782061,0.9980184584856033
633,900.0,1,0.039663589453454676,0.039663589453454676,0.9955081045627594,7500,7548,19.538,0.394,0.3927470142654781,0.995781660079956,22500,22548,90000,1,27.63,1.259,0,14400000,0.039663636611805254,0.9955094568431377,0.39274699528320833,0.9957839846611023
634,377.1,0,0.03518104245025577,0.03518104245025577,0.9974642544984818,7500,7548,19.538,0.371,0.027608202912129284,0.9981667790561914,9427,9475,37710,1,20.58,0.845,0,6033600,0.035181082680808065,0.997465655207634,0.027608232951449856,0.9981678519397974
635,84.5,0,0.0676670338470699,0.0676670338470699,0.9966290295124054,2112,2160,16.645,0.167,0.0676670338470699,0.9966290295124054,2112,2160,8450,1,16.645,0.108,1,1352000,0.0676671035504206,0.9966310858726501,0.0676671035504206,0.9966310858726501
636,900.0,1,0.692986332019353,0.692986332019353,0.9961530268192291,7500,7548,19.538,0.365,0.8996687591447033,0.9952473565936089,22500,22548,90000,1,27.63,1.818,0,14400000,0.692986201845883,0.9961549341678619,0.8996686290680744,0.9952501505613327
637,714.6001,0,0.9668824918970982,0.9668824918970982,0.99854876101017,7500,7548,19.538,0.635,0.9784455748911375,0.9990406222641468,17865,17913,71460,1,25.13,1.412,0,11433601,0.9668824537076007,0.998549971729517,0.978445556829762,0.9990418590605259
638,88.6,0,0.73122010590497,0.73122010590497,0.9973475635051727,2215,2263,16.699,0.194,0.73122010590497,0.9973475635051727,2215,2263,8860,1,16.699,0.273,1,1417600,0.7312199901683797,0.997349351644516,0.7312199901683797,0.997349351644516
640,407.0999,0,0.6079512616711372,0.6079512616711372,0.996099442243576,7500,7548,19.538,0.542,0.8519151639033732,0.9971878975629807,10177,10225,40709,1,20.981,0.543,0,6513599,0.6079510612600701,0.9961028099060059,0.851914984980047,0.9971904158592224
641,186.7,0,0.7880536049363883,0.7880536049363883,0.9976687282323837,4667,4715,18.012,0.449,0.7880536049363883,0.9976687282323837,4667,4715,18670,1,18.012,0.228,1,2987200,0.7880535312940639,0.9976705610752106,0.7880535312940639,0.9976705610752106
649,368.0,0,0.21247354294266219,0.21247354294266219,0.9935494065284729,7500,7548,19.538,0.659,0.2230031045901328,0.9937194138765335,9200,9248,36800,1,20.452,0.781,0,5888000,0.21247357300210515,0.9935517907142639,0.22300321121533917,0.9937215447425842
650,418.5,0,0.14829600018788766,0.14829600018788766,0.9940614700317383,7500,7548,19.538,0.591,0.11319072034281918,0.9940241500735283,10462,10510,41850,1,21.138,0.86,0,6696000,0.14829606036028126,0.9940637797117233,0.11319082178408085,0.9940266162157059
651,74.5,0,0.06381467123418127,0.06381467123418127,0.996777817606926,1862,1910,16.517,0.327,0.06381467123418127,0.996777817606926,1862,1910,7450,1,16.517,0.18,1,1192000,0.06381472405506367,0.9967792108654976,0.06381472405506367,0.9967792108654976
652,355.4999,0,0.867178077539403,0.867178077539403,0.9973892122507095,7500,7548,19.538,0.636,0.8745078196074654,0.9976712763309479,8887,8935,35549,1,20.284,0.597,0,5687998,0.8671779441465265,0.997391015291214,0.8745076805030344,0.9976731389760971
653,188.8,0,0.06379449578530826,0.06379449578530826,0.9975803047418594,4720,4768,18.047,0.396,0.06379449578530826,0.9975803047418594,4720,4768,18880,1,18.047,0.32,1,3020800,0.06379455240354695,0.9975816383957863,0.06379455240354695,0.9975816383957863
654,143.3999,0,0.042156257351306466,0.042156257351306466,0.9977417252957821,3585,3633,17.433,0.325,0.042156257351306466,0.9977417252957821,3585,3633,14340,1,17.433,0.297,1,2294398,0.04215629372331605,0.9977436922490597,0.04215629372331605,0.9977436922490597
655,266.3001,0,0.9326625620273554,0.9326625620273554,0.9981717020273209,6658,6706,19.083,0.536,0.9326625620273554,0.9981717020273209,6658,6706,26631,1,19.083,0.39,1,4260801,0.9326625104777972,0.9981734827160835,0.9326625104777972,0.9981734827160835
656,312.4,0,0.04216144211891211,0.04216144211891211,0.9968077279627323,7500,7548,19.538,0.592,0.037408485684211325,0.9973219931125641,7810,7858,31240,1,19.704,0.685,0,4998400,0.042161498530169234,0.9968098402023315,0.03740853765834995,0.9973235949873924
657,900.0,1,0.06017326372450734,0.06017326372450734,0.9957831352949142,7500,7548,19.538,0.61,0.0566656951119069,0.9968824237585068,22500,22548,90000,1,27.63,1.841,0,14400000,0.06017332460808648,0.9957849755883217,0.05666573841263179,0.9968845546245575
658,315.5001,0,0.6373231164719078,0.6373231164719078,0.9945871829986572,7500,7548,19.538,0.521,0.65150656538241,0.9952782094478607,7887,7935,31550,1,19.744,0.769,0,5048001,0.6373229538853308,0.9945891201496124,0.6515064478894566,0.9952796697616577
659,692.3001,0,0.11296727764273223,0.11296727764273223,0.9958156272768974,7500,7548,19.538,0.672,0.8739768526673874,0.996677502989769,17307,17355,69230,1,24.828,1.425,0,11076801,0.11296738032982324,0.9958176240324974,0.8739767591465911,0.9966792464256287
660,900.0,1,0.6369763567016535,0.6369763567016535,0.9950860440731049,7500,7548,19.538,0.662,0.8355871576155468,0.9950308799743652,22500,22548,90000,1,27.63,1.99,0,14400000,0.6369761429756869,0.9950882494449615,0.835586980233557,0.9950331598520279
661,900.0,1,0.6079868532217787,0.6079868532217787,0.9943494200706482,7500,7548,19.538,0.649,0.8439715361173271,0.994719460606575,22500,22548,90000,1,27.63,1.898,0,14400000,0.6079867635764814,0.9943516254425049,0.8439713834475536,0.9947218298912048
662,341.1,0,0.10103979618814102,0.10103979618814102,0.9968287125229836,7500,7548,19.538,0.556,0.08057914360334663,0.9967305511236191,8527,8575,34110,1,20.092,0.745,0,5457600,0.10103991391135478,0.9968305006623268,0.08057928358863989,0.9967325180768967
663,307.2001,0,0.407441385340512,0.407441385340512,0.9938609898090363,7500,7548,19.538,0.676,0.43804340135543346,0.9949187636375427,7680,7728,30720,1,19.633,0.631,0,4915201,0.40744135195245607,0.993863046169281,0.4380434265568448,0.9949206113815308
664,900.0,1,0.042113693486982046,0.042113693486982046,0.9966140501201153,7500,7548,19.538,0.697,0.035165571680724914,0.9970354661345482,22500,22548,90000,1,27.63,2.028,0,14400000,0.04211373462649631,0.9966160841286182,0.03516559903314025,0.9970369152724743
666,628.0999,0,0.05672724621064425,0.05672724621064425,0.9961957111954689,7500,7548,19.538,0.665,0.09013859811994039,0.9965243712067604,15702,15750,62809,1,23.964,1.279,0,10049599,0.05672734924169611,0.9961978420615196,0.09013871528545941,0.9965264648199081
667,900.0,1,0.5317501969554819,0.5317501969554819,0.9944396018981934,7500,7548,19.538,0.546,0.26959174759521787,0.9947478473186493,22500,22548,90000,1,27.63,1.931,0,14400000,0.5317500380604628,0.9944427013397217,0.2695918538177784,0.994750440120697
669,741.2,0,0.04471878105113579,0.04471878105113579,0.997137114405632,7500,7548,19.538,0.547,0.8808961946692427,0.9974798858165741,18530,18578,74120,1,25.488,1.571,0,11859200,0.04471884540637749,0.9971391782164574,0.8808961017520004,0.9974815472960472
670,168.7,0,0.09021785803830111,0.09021785803830111,0.9969381093978882,4217,4265,17.775,0.334,0.09021785803830111,0.9969381093978882,4217,4265,16870,1,17.775,0.423,1,2699200,0.0902179421707274,0.996939904987812,0.0902179421707274,0.996939904987812
673,719.3001,0,0.8352318396021953,0.8352318396021953,0.9982554614543915,7500,7548,19.538,0.633,0.9796427057063536,0.9988151825964451,17982,18030,71930,1,25.194,1.426,0,11508801,0.8352317390906571,0.9982572942972183,0.979642668473842,0.9988169241696596
676,701.0,0,0.1331462803411722,0.1331462803411722,0.9941118210554123,7500,7548,19.538,0.686,0.9150482479817943,0.9984774515032768,17525,17573,70100,1,24.95,1.459,0,11216000,0.13314636568772967,0.9941139817237854,0.9150481379376535,0.99847861379385
677,371.5999,0,0.8520668102492358,0.8520668102492358,0.9962859898805618,7500,7548,19.538,0.645,0.7984248150222926,0.9968510270118713,9290,9338,37159,1,20.501,0.646,0,5945598,0.8520666286547655,0.9962880909442902,0.7984246622224549,0.9968527108430862
679,900.0,1,0.2339097854731636,0.2339097854731636,0.994180828332901,7500,7548,19.538,0.493,0.1481968521965034,0.9942573606967926,22500,22548,90000,1,27.63,1.916,0,14400000,0.23390990575422416,0.9941836297512054,0.14819698970485595,0.9942604601383209
680,753.7999,0,0.2693403792776153,0.2693403792776153,0.9931140244007111,7500,7548,19.538,0.602,0.9196755737991813,0.9970671460032463,18845,18893,75379,1,25.665,1.67,0,12060799,0.26934032932218716,0.9931169748306274,0.9196754683817981,0.9970692694187164
682,143.2,0,0.36353527450641593,0.36353527450641593,0.9962512850761414,3580,3628,17.429,0.326,0.36353527450641593,0.9962512850761414,3580,3628,14320,1,17.429,0.285,1,2291200,0.3635351849964475,0.9962535798549652,0.3635351849964475,0.9962535798549652
683,900.0,1,0.6514599654139255,0.6514599654139255,0.9949210286140442,7500,7548,19.538,0.717,0.8995930770594404,0.9954579025506973,22500,22548,90000,1,27.63,2.073,0,14400000,0.651459793504513,0.9949228465557098,0.8995929484210852,0.9954599663615227
684,322.2999,0,0.9150391784941705,0.9150391784941705,0.9972874894738197,7500,7548,19.538,0.673,0.9326359982334153,0.9972256347537041,8057,8105,32229,1,19.836,0.556,0,5156799,0.9150390864883696,0.9972894787788391,0.932635916953522,0.9972276389598846
687,900.0,1,0.17344814583475385,0.17344814583475385,0.9946523606777191,7500,7548,19.538,0.639,0.2571108945682413,0.9929400086402893,22500,22548,90000,1,27.63,2.016,0,14400000,0.17344819709690834,0.9946547299623489,0.25711073343313035,0.992942601442337
688,467.3001,0,0.9669535981953713,0.9669535981953713,0.998143021017313,7500,7548,19.538,0.57,0.9740747963259084,0.9984501376748085,11682,11730,46730,1,21.796,0.896,0,7476801,0.9669535412378732,0.9981446824967861,0.9740747360826978,0.9984519127756357
689,900.0,1,0.9330446115618954,0.9330446115618954,0.9980014562606812,7500,7548,19.538,0.475,0.9401836716310429,0.9979734234511852,22500,22548,90000,1,27.63,1.845,0,14400000,0.9330444887628782,0.9980036318302155,0.9401835612160309,0.997975442558527
691,900.0,1,0.16462580396523419,0.16462580396523419,0.9950011372566223,7500,7548,19.538,0.649,0.9670211899256408,0.9977518767118454,22500,22548,90000,1,27.63,1.873,0,14400000,0.16462587356820177,0.9950034320354462,0.9670211032895023,0.9977533221244812
692,146.4999,0,0.25704247604278413,0.25704247604278413,0.9945704638957977,3662,3710,17.473,0.193,0.25704247604278413,0.9945704638957977,3662,3710,14650,1,17.473,0.183,1,2343999,0.2570424916581304,0.9945724904537201,0.2570424916581304,0.9945724904537201
693,847.4,0,0.269218033140963,0.269218033140963,0.9962957501411438,7500,7548,19.538,0.371,0.28154757682586595,0.996182769536972,21185,21233,84740,1,26.922,1.18,0,13558400,0.26921795953803945,0.9962980151176453,0.28154744613768207,0.9961852431297302
695,900.0,1,0.2342681809173244,0.2342681809173244,0.9919734299182892,7500,7548,19.538,0.372,0.9150766519803538,0.996465340256691,22500,22548,90000,1,27.63,1.275,0,14400000,0.23426816499668224,0.9919759780168533,0.9150764984525797,0.9964671358466148
696,900.0,1,0.731214312697584,0.731214312697584,0.9961285889148712,7500,7548,19.538,0.371,0.936720311818492,0.9980078339576721,22500,22548,90000,1,27.63,1.274,0,14400000,0.7312141080265304,0.9961308240890503,0.9367201670215263,0.9980100244283676
697,900.0,1,0.45349850127323754,0.45349850127323754,0.9969693124294281,7500,7548,19.538,0.403,0.2229004577182283,0.9960684478282928,22500,22548,90000,1,27.63,1.273,0,14400000,0.4534985141154992,0.9969711899757385,0.22290056908510958,0.9960708916187286
698,864.8,0,0.0955238867261588,0.0955238867261588,0.9953186139464378,7500,7548,19.538,0.373,0.9771681567071168,0.9987748544663191,21620,21668,86480,1,27.16,1.212,0,13836800,0.09552398383512677,0.9953205659985542,0.9771681109979053,0.9987770970910788
699,119.2999,0,0.26921936617759107,0.26921936617759107,0.9944515526294708,2982,3030,17.113,0.158,0.26921936617759107,0.9944515526294708,2982,3030,11930,1,17.113,0.149,1,1908798,0.2692193777240475,0.9944532811641693,0.2692193777240475,0.9944532811641693
702,238.5999,0,0.02596944696146943,0.02596944696146943,0.9978759028017521,5965,6013,18.713,0.299,0.02596944696146943,0.9978759028017521,5965,6013,23860,1,18.713,0.292,1,3817598,0.0259694871621957,0.9978776574134827,0.0259694871621957,0.9978776574134827
703,172.2,0,0.9149458925309227,0.9149458925309227,0.9978193268179893,4305,4353,17.824,0.219,0.9149458925309227,0.9978193268179893,4305,4353,17220,1,17.824,0.212,1,2755200,0.9149457958519508,0.9978209957480431,0.9149457958519508,0.9978209957480431
705,198.3,0,0.9604466103597945,0.9604466103597945,0.9983506351709366,4957,5005,18.171,0.25,0.9604466103597945,0.9983506351709366,4957,5005,19830,1,18.171,0.242,1,3172800,0.9604465583812126,0.9983520545065403,0.9604465583812126,0.9983520545065403
707,311.4001,0,0.13317984983317485,0.13317984983317485,0.9952650964260101,7500,7548,19.538,0.37,0.13320811081495718,0.9959214478731155,7785,7833,31140,1,19.687,0.39,0,4982401,0.13317992797737715,0.9952669739723206,0.1332081558983041,0.9959230124950409
708,900.0,1,0.042125670323979764,0.042125670323979764,0.9965322390198708,7500,7548,19.538,0.368,0.042082337863769644,0.9972488954663277,22500,22548,90000,1,27.63,1.267,0,14400000,0.04212572457353235,0.9965348467230797,0.04208236734651521,0.9972502328455448
709,900.0,1,0.5623554547277416,0.5623554547277416,0.9945085048675537,7500,7548,19.538,0.381,0.7662436301434832,0.9949265122413635,22500,22548,90000,1,27.63,1.275,0,14400000,0.5623551573794531,0.9945115745067596,0.7662432673600278,0.994929239153862
710,322.5999,0,0.13319852843661734,0.13319852843661734,0.9956443905830383,7500,7548,19.538,0.375,0.11949126815986402,0.9966955333948135,8065,8113,32259,1,19.842,0.403,0,5161598,0.1331985855690284,0.9956463128328323,0.11949134564985492,0.9966973811388016
712,900.0,1,0.08520859337319016,0.08520859337319016,0.9961412325501442,7500,7548,19.538,0.369,0.0534314000229274,0.9964792132377625,22500,22548,90000,1,27.63,1.272,0,14400000,0.08520864058349818,0.9961433038115501,0.05343141212890711,0.9964808002114296
713,900.0,1,0.9706807762602385,0.9706807762602385,0.9988972246646881,7500,7548,19.538,0.371,0.9875921737822719,0.999017552472651,22500,22548,90000,1,27.63,1.269,0,14400000,0.9706807333592675,0.998898558318615,0.987592149560162,0.9990189047530293
715,655.7001,0,0.28207458957859854,0.28207458957859854,0.9917784631252289,7500,7548,19.538,0.605,0.9286271476527521,0.9980817288160324,16392,16440,65570,1,24.34,0.9,0,10491201,0.28207466810630827,0.9917811453342438,0.9286270825018693,0.9980835318565369
716,900.0001,1,0.9434838694315023,0.9434838694315023,0.9968737401068211,7500,7548,19.538,0.367,0.9770802789021785,0.9980413895100355,22500,22548,90000,1,27.63,1.256,0,14400000,0.9434837450122445,0.9968758299946785,0.9770802356211422,0.9980428367853165
717,543.1,0,0.08046754539945798,0.08046754539945798,0.9944537803530693,7500,7548,19.538,0.369,0.0373597717234212,0.9981605410575867,13577,13625,54310,1,22.815,0.704,0,8689600,0.08046764596629656,0.9944559633731842,0.03735983004838601,0.9981622733175755
718,776.5999,0,0.05039544961430301,0.05039544961430301,0.9952333047986031,7500,7548,19.538,0.371,0.03967555773973036,0.9977627508342266,19415,19463,77659,1,25.97,1.071,0,12425598,0.0503955053391862,0.9952353090047836,0.039675610730950585,0.9977640472352505
