model,dataset,n,n_speakers,median_mass,p10_mass,min_mass,share_below_0.01,share_below_0.15,mass_column_used,file
Qwen3-Omni-30B-A3B,adress2020,156,156,0.9997393786907196,0.9996383041143417,0.9994615018367768,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/q3o_adress2020_text.csv
Qwen3-Omni-30B-A3B,adresso,237,237,0.9997605979442596,0.9996434390544892,0.999248905107379,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/q3o_adresso_text.csv
Qwen3-Omni-30B-A3B,adresso,237,237,0.9997605979442596,0.9996434390544892,0.999248905107379,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/q3o_adresso_text.csv
Qwen2-Audio,kcl,37,37,0.9997725270222872,0.9996378634590655,0.9991489797830582,0.0,0.0,mass,<local data dir>/paper1_local_runs/qwen2audio_kcl_audio.csv
Qwen3-Omni-30B-A3B,edaic30,275,275,0.9998604357242584,0.9994898848235607,0.999187022447586,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/q3o_edaic30_text.csv
Qwen3-Omni-30B-A3B,edaic30,275,275,0.9998604357242584,0.9994898848235607,0.999187022447586,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/q3o_edaic30_text.csv
Qwen3-Omni-30B-A3B,conflict,390,74,0.9999074907973409,0.9996576122939587,0.9988711178302764,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/q3o_conflict_text.csv
Qwen3-Omni-30B-A3B,conflict,390,74,0.9999074907973409,0.9996576122939587,0.9988711178302764,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/q3o_conflict_text.csv
Qwen3-Omni-30B-A3B,edaicfull,275,275,0.999927227385342,0.9995495364069938,0.9992305636405944,0.0,0.0,answer_mass,<local data dir>/Desktop/release/overnight2/text_new/q3o_edaicfull_text.csv
Qwen3-Omni-30B-A3B,edaicfull,275,275,0.999927227385342,0.9995495364069938,0.9992305636405944,0.0,0.0,answer_mass,<local data dir>/Desktop/release/podD2_final/out/q3o_edaicfull_text.csv
