order_group,line,context,paper_value,file_value,file_path,estimator,status,reason,item_id,kind,section,value_key,value_status,value_row,method_constant,in_comment
added_23sep,154,"The information also survives past the audio encoder as probing the language model's representations at the audio-token positions on Alzheimer's rises to 0.80, and the answer state itself achieves 0.77.",0.77,0.7709,<local data dir>/release/overnight2/part10/o25_pitt_states.npz,"ans_final_stage, GroupKFold(5) by speaker",MATCH,"context [model=Qwen2.5-Omni (default); data=pitt/adresso/adress2020; stream=answer_state_probe; arm=all]; tier current; same-tier values that round differently: 0.7631 (pitt ans_nested, outer GroupKFold(5) by speak, current), 0.7636 (pitt five split nested, mean of 5 repeats (js, current), 0.7636 (pitt five split nested, mean of 5 repeats, current), 0.8217 (adress2020 five split nested, mean of 5 repeats (js, current)",L154_1510,point,Probing Results,Qwen2.5-Omni|pitt|answer_state_probe|all,current,H_readout_arms.csv:2,no,no
added_23sep,154,"The cosine between the probe direction and the Yes minus No readout direction is 0.01 in magnitude, no larger than between two random directions.",0.01,-0.0109,<local data dir>/release/omni/readout_direction.csv,"readout direction (d_weighted), part10",MATCH,"context [model=Qwen2.5-Omni (default); data=any; stream=readout_cosine; arm=all]; tier current; same-tier values that round differently: 0.0194 (edaic readout direction (d_weighted), part10, current)",L154_1663,point,Probing Results,Qwen2.5-Omni|pitt|readout_cosine|all,current,readout_direction.csv:2,no,no
added_23sep,154,Removing the readout direction from the state leaves the probe at 0.77.,0.77,0.7662,<local data dir>/release/omni/readout_direction.csv,"readout direction (d_weighted), part10",MATCH,"context [model=Qwen2.5-Omni (default); data=any; stream=answer_state_probe_minus_readout; arm=all]; tier current; same-tier values that round differently: 0.6478 (edaic readout direction (d_weighted), part10, current)",L154_1794,point,Probing Results,Qwen2.5-Omni|pitt|answer_state_probe_minus_readout|all,current,readout_direction.csv:2,no,no
added_23sep,154,"On E-DAIC the best probe is 0.69, at the language model, below the answer of 0.83.",0.69,0.7088,scores/part16/EDAICFULL/edaic_full_perclip.csv,"300 s window: the first 300 s of each E-DAIC full window (Qwen2_5OmniProcessor truncates audio at 300 s; 217 of 275 windows truncated), not the full interview; five split nested, 5 repeats, AUC of the",MISMATCH,"context [model=Qwen2.5-Omni (default); data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=lm_probe; arm=all]; best current candidate Qwen2.5-Omni|edaic_full|lm_probe|all = 0.7088 (300 s window: the first 300 s of each E-DAIC full window (Qw) rounds to 0.71; same-tier values: 0.4939 (edaic five split nested, mean of 5 repeats (js, current), 0.4939 (edaic five split nested, mean of 5 repeats, current), 0.5065 (edaic LM probe nested OOF AUC, 30 s window, current), 0.6249 (edaic_mid30 five split nested, mean of 5 repeats, mi, current); paper value equals lower-tier SUPERSEDED Qwen2.5-Omni|edaic_full|lm_probe|all = 0.6853 (o25_full_nested_repeats.json); 'best probe' check: the highest probe on edaic_full is answer_state_probe = 0.7542",L154_2030,point,Probing Results,Qwen2.5-Omni|edaic_full|lm_probe|all,current,master_lookup.csv:203,no,no
added_23sep,154,"On E-DAIC the best probe is 0.69, at the language model, below the answer of 0.83.",0.83,0.8285,<local data dir>/release/edaic_rerun/variants/o25_full_zeroshot.json,"zero shot, full stitched participant audio capped at 900 s, 89 of 275 capped, median window 591.8 s, E-DAIC 275 speakers",MATCH,"context [model=Qwen2.5-Omni (default); data=edaic_full/edaic/edaic_mid300/edaic_mid30; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.662 (edaic E-DAIC (first 30 s, omni_final) Qwen2.5-, current), 0.662 (edaic Omni zero-shot answer AUC, 30 s window, current), 0.662 (edaic Qwen2.5-Omni zero-shot answer AUC, FIRST, current), 0.662 (edaic Qwen2.5-Omni zero-shot audio answer AUC,, current)",L154_2079,point,Probing Results,Qwen2.5-Omni|edaic_full|zero_shot|all,current,master_lookup.csv:200,no,no
added_23sep,173,Qwen2-Audio | Depression Conflict :: Qwen2-Audio & 0.23 & 0.95 & 0.41 & 0.70,0.23,0.228,<local data dir>/release/edaic_rerun/part14/p14_q2a_zeroshot_scores.csv,Qwen2-Audio | A_edaic_part14 | conflict | src=primary,MATCH,context [model=Qwen2-Audio; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,L173_34,point,Conflict Test Results,Qwen2-Audio|edaic_conflict_v2|zero_shot|conflict,current,part16/rows/M8.tsv:5,no,no
added_23sep,173,Qwen2-Audio | Depression Agree. :: Qwen2-Audio & 0.23 & 0.95 & 0.41 & 0.70,0.95,0.9478,<local data dir>/release/edaic_rerun/part14/p14_q2a_zeroshot_scores.csv,Qwen2-Audio | A_edaic_part14 | agreement | src=primary,MATCH,"context [model=Qwen2-Audio; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.9608 (edaic_conflict_v2 E-DAIC Table 2 Qwen2-Audio audio agreeme, CONTESTED); NOTE S4: 483 agreement rows hold only 311 distinct segments; PART17 T1 311-distinct value differs at 2 dp",L173_41,point,Conflict Test Results,Qwen2-Audio|edaic_conflict_v2|zero_shot|agreement,CONTESTED,part16/rows/M8.tsv:6,no,no
added_23sep,173,Qwen2-Audio | Alzheimer's Conflict :: Qwen2-Audio & 0.23 & 0.95 & 0.41 & 0.70,0.41,0.4132,<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,Qwen2-Audio | B_pitt | conflict | src=primary,MATCH,context [model=Qwen2-Audio; data=pitt; stream=zero_shot; arm=conflict]; tier current,L173_48,point,Conflict Test Results,Qwen2-Audio|pitt|zero_shot|conflict,current,part16/rows/M8.tsv:23,no,no
added_23sep,173,Qwen2-Audio | Alzheimer's Agree. :: Qwen2-Audio & 0.23 & 0.95 & 0.41 & 0.70,0.70,0.6985,<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,Qwen2-Audio | B_pitt | agreement | src=primary,MATCH,context [model=Qwen2-Audio; data=pitt; stream=zero_shot; arm=agreement]; tier current,L173_55,point,Conflict Test Results,Qwen2-Audio|pitt|zero_shot|agreement,current,part16/rows/M8.tsv:24,no,no
added_23sep,174,Qwen2.5-Omni | Depression Conflict :: Qwen2.5-Omni & 0.22 & 0.95 & 0.53 & 0.71,0.22,0.2218,<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,Qwen2.5-Omni | A_edaic_part14 | conflict | src=primary,MATCH,"context [model=Qwen2.5-Omni; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current; same-tier values that round differently: 0.1759 (edaic_conflict_v2 1d PHQ-8>=10 cutoff rebuild, Omni audio , current), 0.2392 (edaic_conflict_v2 1b prompt wording 3, Omni audio conflict, current), 0.3439 (edaic_conflict_v2 1b prompt wording 2, Omni audio conflict, current)",L174_34,point,Conflict Test Results,Qwen2.5-Omni|edaic_conflict_v2|zero_shot|conflict,current,part16/rows/M8.tsv:2,no,no
added_23sep,174,Qwen2.5-Omni | Depression Agree. :: Qwen2.5-Omni & 0.22 & 0.95 & 0.53 & 0.71,0.95,0.9482,<local data dir>/release/edaic_rerun/part14/p14_o25_zeroshot_scores.csv,Qwen2.5-Omni | A_edaic_part14 | agreement | src=primary,MATCH,"context [model=Qwen2.5-Omni; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.9119 (edaic_conflict_v2 1b prompt wording 2, Omni audio agreemen, CONTESTED), 0.9311 (edaic_conflict_v2 1d PHQ-8>=10 cutoff rebuild, Omni audio , CONTESTED), 0.9442 (edaic_conflict_v2 1b prompt wording 3, Omni audio agreemen, CONTESTED), 0.9647 (edaic_conflict_v2 E-DAIC Table 2 Qwen2.5-Omni audio agreem, CONTESTED); NOTE S4: 483 agreement rows hold only 311 distinct segments; PART17 T1 311-distinct value differs at 2 dp",L174_41,point,Conflict Test Results,Qwen2.5-Omni|edaic_conflict_v2|zero_shot|agreement,CONTESTED,part16/rows/M8.tsv:3,no,no
added_23sep,174,Qwen2.5-Omni | Alzheimer's Conflict :: Qwen2.5-Omni & 0.22 & 0.95 & 0.53 & 0.71,0.53,0.5322,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"Pitt Qwen2.5-Omni audio zero-shot answer AUC, conflict arm",MATCH,"context [model=Qwen2.5-Omni; data=pitt; stream=zero_shot; arm=conflict]; tier current; same-tier values that round differently: 0.5408 (pitt Pitt arm B zero-shot AUC, conflict arm, current)",L174_48,point,Conflict Test Results,Qwen2.5-Omni|pitt|zero_shot|conflict,current,part16/rows/M1.tsv:6,no,no
added_23sep,174,Qwen2.5-Omni | Alzheimer's Agree. :: Qwen2.5-Omni & 0.22 & 0.95 & 0.53 & 0.71,0.71,0.7054,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,"Pitt Qwen2.5-Omni audio zero-shot answer AUC, agreement arm",MATCH,"context [model=Qwen2.5-Omni; data=pitt; stream=zero_shot; arm=agreement]; tier current; same-tier values that round differently: 0.6952 (pitt Pitt arm A zero-shot AUC, agreement arm, current), 0.8007 (pitt Pitt arm B zero-shot AUC, agreement arm, current)",L174_55,point,Conflict Test Results,Qwen2.5-Omni|pitt|zero_shot|agreement,current,part16/rows/M1.tsv:7,no,no
added_23sep,175,Qwen3-Omni | Depression Conflict :: Qwen3-Omni & 0.30 & 0.96 & 0.61 & 0.82,0.30,0.3008,<local data dir>/release/edaic_rerun/part14/p14_q3o_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | A_edaic_part14 | conflict | src=primary,MATCH,context [model=Qwen3-Omni; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,L175_34,point,Conflict Test Results,Qwen3-Omni|edaic_conflict_v2|zero_shot|conflict,current,part16/rows/M8.tsv:8,no,no
added_23sep,175,Qwen3-Omni | Depression Agree. :: Qwen3-Omni & 0.30 & 0.96 & 0.61 & 0.82,0.96,0.9638,<local data dir>/release/edaic_rerun/part14/p14_q3o_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | A_edaic_part14 | agreement | src=primary,MATCH,"context [model=Qwen3-Omni; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.9727 (edaic_conflict_v2 E-DAIC Table 2 Qwen3-Omni-30B-A3B audio , CONTESTED); NOTE S4: 483 agreement rows hold only 311 distinct segments; PART17 T1 311-distinct value differs at 2 dp",L175_41,point,Conflict Test Results,Qwen3-Omni|edaic_conflict_v2|zero_shot|agreement,CONTESTED,part16/rows/M8.tsv:9,no,no
added_23sep,175,Qwen3-Omni | Alzheimer's Conflict :: Qwen3-Omni & 0.30 & 0.96 & 0.61 & 0.82,0.61,0.6066,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | B_pitt | conflict | src=primary,MATCH,context [model=Qwen3-Omni; data=pitt; stream=zero_shot; arm=conflict]; tier current,L175_48,point,Conflict Test Results,Qwen3-Omni|pitt|zero_shot|conflict,current,part16/rows/M8.tsv:26,no,no
added_23sep,175,Qwen3-Omni | Alzheimer's Agree. :: Qwen3-Omni & 0.30 & 0.96 & 0.61 & 0.82,0.82,0.8231,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,Qwen3-Omni-30B-A3B | B_pitt | agreement | src=primary,MATCH,context [model=Qwen3-Omni; data=pitt; stream=zero_shot; arm=agreement]; tier current,L175_55,point,Conflict Test Results,Qwen3-Omni|pitt|zero_shot|agreement,current,part16/rows/M8.tsv:27,no,no
added_23sep,176,Audio Flamingo 2 | Depression Conflict :: Audio Flamingo 2 & 0.53 & 0.61 & 0.63 & 0.55,0.53,0.5286,<local data dir>/release/edaic_rerun/part14/p14_af2.csv,Audio Flamingo 2 | A_edaic_part14 | conflict | src=primary,MATCH,context [model=Audio Flamingo 2; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,L176_34,point,Conflict Test Results,Audio Flamingo 2|edaic_conflict_v2|zero_shot|conflict,current,part16/rows/M8.tsv:11,no,no
added_23sep,176,Audio Flamingo 2 | Depression Agree. :: Audio Flamingo 2 & 0.53 & 0.61 & 0.63 & 0.55,0.61,0.6083,<local data dir>/release/edaic_rerun/part14/p14_af2.csv,Audio Flamingo 2 | A_edaic_part14 | agreement | src=primary,MATCH,"context [model=Audio Flamingo 2; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.6297 (edaic_conflict_v2 E-DAIC Table 2 Audio Flamingo 2 audio ag, CONTESTED); NOTE S4: 483 agreement rows hold only 311 distinct segments; PART17 T1 311-distinct value differs at 2 dp",L176_41,point,Conflict Test Results,Audio Flamingo 2|edaic_conflict_v2|zero_shot|agreement,CONTESTED,part16/rows/M8.tsv:12,no,no
added_23sep,176,Audio Flamingo 2 | Alzheimer's Conflict :: Audio Flamingo 2 & 0.53 & 0.61 & 0.63 & 0.55,0.63,0.631,<local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv,"zero shot, Pitt conflict arm only (146 clips, 100 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-23) [SUPERSED",MATCH,context [model=Audio Flamingo 2; data=pitt; stream=zero_shot; arm=conflict]; tier current,L176_48,point,Conflict Test Results,Audio Flamingo 2|pitt|zero_shot|conflict,current,master_lookup.csv:227,no,no
added_23sep,176,Audio Flamingo 2 | Alzheimer's Agree. :: Audio Flamingo 2 & 0.53 & 0.61 & 0.63 & 0.55,0.55,0.5544,<local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv,"zero shot, Pitt agreement arm only (322 clips, 175 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-23); the dec",MATCH,context [model=Audio Flamingo 2; data=pitt; stream=zero_shot; arm=agreement]; tier current,L176_55,point,Conflict Test Results,Audio Flamingo 2|pitt|zero_shot|agreement,current,master_lookup.csv:228,no,no
added_23sep,177,Audio Flamingo 3 | Depression Conflict :: Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,0.42,0.4235,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,Audio Flamingo 3 | A_edaic_part14 | conflict | src=primary,MATCH,context [model=Audio Flamingo 3; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,L177_34,point,Conflict Test Results,Audio Flamingo 3|edaic_conflict_v2|zero_shot|conflict,current,part16/rows/M8.tsv:14,no,no
added_23sep,177,Audio Flamingo 3 | Depression Agree. :: Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,0.81,0.8095,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,Audio Flamingo 3 | A_edaic_part14 | agreement | src=primary,MATCH,"context [model=Audio Flamingo 3; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.8425 (edaic_conflict_v2 E-DAIC Table 2 Audio Flamingo 3 audio ag, CONTESTED); NOTE S4: 483 agreement rows hold only 311 distinct segments; PART17 T1 311-distinct value differs at 2 dp",L177_41,point,Conflict Test Results,Audio Flamingo 3|edaic_conflict_v2|zero_shot|agreement,CONTESTED,part16/rows/M8.tsv:15,no,no
added_23sep,177,Audio Flamingo 3 | Alzheimer's Conflict :: Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,0.61,0.6169,<local data dir>/release/overnight2/part3/af3_pitt.csv,Audio Flamingo 3 | B_pitt | conflict | src=primary,MISMATCH,"context [model=Audio Flamingo 3; data=pitt; stream=zero_shot; arm=conflict]; best current candidate Audio Flamingo 3|pitt|zero_shot|conflict = 0.6169 (Audio Flamingo 3 | B_pitt | conflict | src=primary) rounds to 0.62; same-tier values: 0.6169 (pitt Audio Flamingo 3 | B_pitt | conflict | s, current), 0.6169 (pitt Pitt conflict arm AUC, current), 0.6169 (pitt zero shot answer, current); paper value equals lower-tier ALT Audio Flamingo 3|pitt|zero_shot|conflict = 0.6075 (af3_pitt.csv)",L177_48,point,Conflict Test Results,Audio Flamingo 3|pitt|zero_shot|conflict,current,part16/rows/M8.tsv:35,no,no
added_23sep,177,Audio Flamingo 3 | Alzheimer's Agree. :: Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,0.59,0.5822,<local data dir>/release/overnight2/part3/af3_pitt.csv,Audio Flamingo 3 | B_pitt | agreement | src=primary,MISMATCH,"context [model=Audio Flamingo 3; data=pitt; stream=zero_shot; arm=agreement]; best current candidate Audio Flamingo 3|pitt|zero_shot|agreement = 0.5822 (Audio Flamingo 3 | B_pitt | agreement | src=primary) rounds to 0.58; same-tier values: 0.5822 (pitt Audio Flamingo 3 | B_pitt | agreement | , current), 0.5822 (pitt Pitt agreement arm AUC, current), 0.5822 (pitt zero shot answer, current); paper value equals lower-tier ALT Audio Flamingo 3|pitt|zero_shot|agreement = 0.5855 (af3_pitt.csv)",L177_55,point,Conflict Test Results,Audio Flamingo 3|pitt|zero_shot|agreement,current,part16/rows/M8.tsv:36,no,no
added_23sep,178,Kimi-Audio | Depression Conflict :: Kimi-Audio & 0.53 & 0.87 & 0.72 & 0.72,0.53,0.5258,<local data dir>/release/edaic_rerun/part14/p14_kimi_zeroshot_scores.csv,Kimi-Audio | A_edaic_part14 | conflict | src=primary,MATCH,context [model=Kimi-Audio; data=edaic_conflict_v2; stream=zero_shot; arm=conflict]; tier current,L178_34,point,Conflict Test Results,Kimi-Audio|edaic_conflict_v2|zero_shot|conflict,current,part16/rows/M8.tsv:17,no,no
added_23sep,178,Kimi-Audio | Depression Agree. :: Kimi-Audio & 0.53 & 0.87 & 0.72 & 0.72,0.87,0.8744,<local data dir>/release/edaic_rerun/part14/p14_kimi_zeroshot_scores.csv,Kimi-Audio | A_edaic_part14 | agreement | src=primary,MATCH,"context [model=Kimi-Audio; data=edaic_conflict_v2; stream=zero_shot; arm=agreement]; tier CONTESTED; same-tier values that round differently: 0.8936 (edaic_conflict_v2 E-DAIC Table 2 Kimi-Audio audio agreemen, CONTESTED); NOTE S4: 483 agreement rows hold only 311 distinct segments; PART17 T1 311-distinct value differs at 2 dp",L178_41,point,Conflict Test Results,Kimi-Audio|edaic_conflict_v2|zero_shot|agreement,CONTESTED,part16/rows/M8.tsv:18,no,no
added_23sep,178,Kimi-Audio | Alzheimer's Conflict :: Kimi-Audio & 0.53 & 0.87 & 0.72 & 0.72,0.72,0.7197,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,"zero shot, 30 s window, Pitt conflict arm only (146 clips, 100 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09-",MATCH,context [model=Kimi-Audio; data=pitt; stream=zero_shot; arm=conflict]; tier current,L178_48,point,Conflict Test Results,Kimi-Audio|pitt|zero_shot|conflict,current,master_lookup.csv:225,no,no
added_23sep,178,Kimi-Audio | Alzheimer's Agree. :: Kimi-Audio & 0.53 & 0.87 & 0.72 & 0.72,0.72,0.7227,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,"zero shot, 30 s window, Pitt agreement arm only (322 clips, 175 speakers; arm from DementiaBank/pitt_conflict_manifest.csv set column, AUC restricted to the arm); canonical file (authors' decision 2026-09",MATCH,context [model=Kimi-Audio; data=pitt; stream=zero_shot; arm=agreement]; tier current,L178_55,point,Conflict Test Results,Kimi-Audio|pitt|zero_shot|agreement,current,master_lookup.csv:226,no,no
added_23sep,184,"On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.",four,,,,MATCH,"count of models with conflict-arm AUC < 0.5 (M8/T1 primary files): edaic_conflict_v2: 4 of 6 (Qwen2-Audio 0.2280, Qwen2.5-Omni 0.2218, Qwen3-Omni 0.3008, Audio Flamingo 3 0.4235)",L184_588,word,Conflict Test Results,,,,no,no
added_23sep,184,"On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.",0.80,0.8095,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,Audio Flamingo 3 | A_edaic_part14 | agreement | src=primary,MATCH,"bound claim (above 0.80): min over 24 compatible values is 0.8095 (Audio Flamingo 3|edaic_conflict_v2|zero_shot|agreement, Audio Flamingo 3 | A_edaic_part14 | agreement | src=primary)",L184_726,point,Conflict Test Results,Audio Flamingo 3|edaic_conflict_v2|zero_shot|agreement,CONTESTED,part16/rows/M8.tsv:15,no,no
added_23sep,184,"On the Pitt conflict segments the three Qwen models drop by 0.18 to 0.29 against their agreement segments, Kimi-Audio holds, and both Audio Flamingo models sit near chance on both sets (Table \reftab:conflict).",0.18 to 0.29,0.1800 to 0.2900,omni_pitt_zeroshot_scores.csv ; pitt_zeroshot_scores.csv ; q3o_pitt_zeroshot_scores.csv,"Pitt agreement minus conflict, three Qwen models, from the 2-dp table cells",MATCH,"range matches SET 'Pitt agreement minus conflict, three Qwen models, from the 2-dp table cells': min 0.1800 (Qwen2.5-Omni) max 0.2900 (Qwen2-Audio); members: Qwen2-Audio 0.2900; Qwen2.5-Omni 0.1800; Qwen3-Omni 0.2100; compatible sets that do NOT match: Pitt agreement minus conflict, three Qwen models, unrounded paired AUCs (M8) gives 0.17 to 0.29",L184_1082,range,Conflict Test Results,,,,no,no
added_23sep,230,"After fine-tuning the projector, AUC improves on every dataset except MDVR-KCL, which has 37 speakers, and E-DAIC, where it drops (Table \reftab:main).",37,37,<local data dir>/release/omni_final/omnisft_kcl_oof.csv,"projector only fine tune, 5 fold out of fold",MATCH,count: 80 index rows for kcl carry n_spk/n = 37 (e.g. bootstrap_cis.csv:157),L230_373,integer,Supervised Fine-tuning,Qwen2.5-Omni|kcl|projector_ft|all,current,bootstrap_cis.csv:157,no,no
added_23sep,230,"On the Pitt conflict segments the fine-tuned answer stays at 0.52, while the agreement segments rise to 0.86.",0.52,0.5189,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MATCH,context [model=Qwen2.5-Omni (default); data=pitt; stream=projector_ft; arm=conflict]; tier current,L230_498,point,Supervised Fine-tuning,Qwen2.5-Omni|pitt|projector_ft|conflict,current,handcheck_values.csv:13,no,no
added_23sep,230,"On the Pitt conflict segments the fine-tuned answer stays at 0.52, while the agreement segments rise to 0.86.",0.86,0.8593,<local data dir>/release/omni_final/omnisft_pitt_oof.csv,"projector only fine tune, 5 fold OOF, rank AUC recomputed here",MATCH,context [model=Qwen2.5-Omni (default); data=pitt; stream=projector_ft; arm=agreement]; tier current,L230_541,point,Supervised Fine-tuning,Qwen2.5-Omni|pitt|projector_ft|agreement,current,handcheck_values.csv:14,no,no
added_23sep,230,A projector trained on PC-GITA lifts the NeuroVoz answer from 0.70 to 0.74.,0.7 (before),0.6951,<local data dir>/release/omni_final/omni_neurovoz_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,"before: context [model=Qwen2.5-Omni (default); data=neurovoz; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.7108 (neurovoz NeuroVoz Omni zero-shot AUC, BEFORE norm, current)",L230_734,change,Supervised Fine-tuning,Qwen2.5-Omni|neurovoz|zero_shot|all,current,handcheck_values.csv:124,no,no
added_23sep,230,A projector trained on PC-GITA lifts the NeuroVoz answer from 0.70 to 0.74.,0.74 (after),0.7375,<local data dir>/release/overnight2/part6/transfer_pcgita_transfer.json,"projector trained on all pcgita clips (no folds), scored on neurovoz",MATCH,after: context [model=Qwen2.5-Omni (default); data=neurovoz; stream=projector_transfer; arm=all]; tier current,L230_734,change,Supervised Fine-tuning,Qwen2.5-Omni|neurovoz|projector_transfer|all,current,transfer_pcgita_transfer.json:neurovoz,no,no
added_23sep,230,One trained on NeuroVoz lifts PC-GITA from 0.56 to 0.68.,0.56 (before),0.5635,<local data dir>/release/omni_final/omni_pcgita_zeroshot_scores.csv,"zero shot answer, rank AUC recomputed here from per-clip p_yes",MATCH,"before: context [model=Qwen2.5-Omni (default); data=pcgita; stream=zero_shot; arm=all]; tier current; same-tier values that round differently: 0.5674 (pcgita PC-GITA Omni zero-shot AUC, AFTER normal, current), 0.5728 (pcgita PC-GITA Omni zero-shot AUC, BEFORE norma, current)",L230_791,change,Supervised Fine-tuning,Qwen2.5-Omni|pcgita|zero_shot|all,current,handcheck_values.csv:123,no,no
added_23sep,230,One trained on NeuroVoz lifts PC-GITA from 0.56 to 0.68.,0.68 (after),0.6761,<local data dir>/release/overnight2/part6/transfer_neurovoz_transfer.json,"projector trained on all neurovoz clips (no folds), scored on pcgita",MATCH,after: context [model=Qwen2.5-Omni (default); data=pcgita; stream=projector_transfer; arm=all]; tier current,L230_791,change,Supervised Fine-tuning,Qwen2.5-Omni|pcgita|projector_transfer|all,current,transfer_neurovoz_transfer.json:pcgita,no,no
