item_id,line,col,kind,text,value,value2,decimals,decimals2,unit,range_labels,in_red,in_comment,section,table,table_key,table_row,table_col,table_group,clause,context,prev_context,table_caption,para_before
L149_1196,149,1196,point,0.39,0.39,,2,,,,no,no,Probing Results,,,,,,"the age alone falls to 0.39,","On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65.",Age alone separates the Pitt groups at 0.71.,,
L149_1234,149,1234,point,0.80,0.8,,2,,,,no,no,Probing Results,,,,,,while the encoder probe reaches 0.80 and the zero-shot answer 0.65.,"On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65.",Age alone separates the Pitt groups at 0.71.,,
L149_1264,149,1264,point,0.65,0.65,,2,,,,no,no,Probing Results,,,,,,while the encoder probe reaches 0.80 and the zero-shot answer 0.65.,"On the age-matched clips, the age alone falls to 0.39, while the encoder probe reaches 0.80 and the zero-shot answer 0.65.",Age alone separates the Pitt groups at 0.71.,,
L149_1417,149,1417,point,0.80,0.8,,2,,,,no,no,Probing Results,,,,,,"On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80,","On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77.",The information also survives past the audio encoder.,,
L149_1460,149,1460,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,and the answer state itself achieves 0.77.,"On Alzheimer's the probe on the language model's states at the audio-token positions reaches 0.80, and the answer state itself achieves 0.77.",The information also survives past the audio encoder.,,
L149_1657,149,1657,point,0.01,0.01,,2,,,,no,no,Probing Results,,,,,,"is 0.01 in magnitude,","The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions.",The probe and the answer use different directions of that vector.,,
L149_1788,149,1788,point,0.77,0.77,,2,,,,no,no,Probing Results,,,,,,Removing the readout direction from the state leaves the probe at 0.77.,Removing the readout direction from the state leaves the probe at 0.77.,"The cosine between the probe direction and the readout direction, the Yes output embedding minus the No output embedding, is 0.01 in magnitude, no larger than between two random directions.",,
L149_1838,149,1838,point,0.01,0.01,,2,,,,no,no,Probing Results,,,,,,"On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005,","On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83.",Removing the readout direction from the state leaves the probe at 0.77.,,
L149_1847,149,1847,point,0.005,0.005,,3,,,,no,no,Probing Results,,,,,,"On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005,","On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83.",Removing the readout direction from the state leaves the probe at 0.77.,,
L149_1933,149,1933,point,0.81,0.81,,2,,,,no,no,Probing Results,,,,,,and removing the readout direction leaves their probes at 0.81 and 0.83.,"On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83.",Removing the readout direction from the state leaves the probe at 0.77.,,
L149_1942,149,1942,point,0.83,0.83,,2,,,,no,no,Probing Results,,,,,,and removing the readout direction leaves their probes at 0.81 and 0.83.,"On Qwen2-Audio and Qwen3-Omni the cosine is 0.01 and 0.005, at the random floor, and removing the readout direction leaves their probes at 0.81 and 0.83.",Removing the readout direction from the state leaves the probe at 0.77.,,
L149_2110,149,2110,point,0.70,0.7,,2,,,,no,no,Probing Results,,,,,,"On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59,","On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero.","The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression.",,
L149_2137,149,2137,point,0.59,0.59,,2,,,,no,no,Probing Results,,,,,,"On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59,","On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero.","The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression.",,
L149_2168,149,2168,point,0.83,0.83,,2,,,,no,no,Probing Results,,,,,,both below the answer of 0.83 with paired intervals excluding zero.,"On E-DAIC the language model probe reaches 0.70 and the encoder probe 0.59, both below the answer of 0.83 with paired intervals excluding zero.","The gap is widest on Parkinson's read-speech, narrower on Alzheimer's picture descriptions and reversed on depression.",,
L153_138,153,138,point,0.68,0.68,,2,,,,no,yes,Probing Results,,,,,,Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72);,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_144,153,144,percent,95,95.0,,0,,%,,no,yes,Probing Results,,,,,,Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72);,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_168,153,168,interval,0.63 to 0.72,0.63,0.72,2,2,,,no,yes,Probing Results,,,,,,Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72);,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_208,153,208,point,0.62,0.62,,2,,,,no,yes,Probing Results,,,,,,"with the audio it scores 0.62 (0.56 to 0.67),","Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_214,153,214,interval,0.56 to 0.67,0.56,0.67,2,2,,,no,yes,Probing Results,,,,,,"with the audio it scores 0.62 (0.56 to 0.67),","Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_273,153,273,point,0.06,0.06,,2,,,,no,yes,Probing Results,,,,,,and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01):,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_324,153,324,range,-0.12$ to $+0.01,-0.12,0.01,2,2,,,no,yes,Probing Results,,,,,,and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01):,"Transcript only. Given the Pitt transcript and no audio, Qwen2-Audio scores 0.68 (95% bootstrap interval 0.63 to 0.72); with the audio it scores 0.62 (0.56 to 0.67), and on the same clips the audio answer sits 0.06 below the transcript answer (paired interval -0.12 to +0.01): the audio adds nothing the words did not already carry.",,,
L153_423,153,423,point,0.68,0.68,,2,,,,no,yes,Probing Results,,,,,,On ADReSSo the pair is 0.68 and 0.66.,On ADReSSo the pair is 0.68 and 0.66.,,,
L153_432,153,432,point,0.66,0.66,,2,,,,no,yes,Probing Results,,,,,,On ADReSSo the pair is 0.68 and 0.66.,On ADReSSo the pair is 0.68 and 0.66.,,,
L153_536,153,536,point,0.83,0.83,,2,,,,no,yes,Probing Results,,,,,,"On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments,","On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments, and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).",,,
L153_578,153,578,percent,96,96.0,,0,,%,,no,yes,Probing Results,,,,,,"On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments,","On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments, and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).",,,
L153_652,153,652,point,0.83,0.83,,2,,,,no,yes,Probing Results,,,,,,and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).,"On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments, and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).",,,
L153_700,153,700,point,0.81,0.81,,2,,,,no,yes,Probing Results,,,,,,and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).,"On E-DAIC the transcript-only answer of Qwen2.5-Omni correlates with its own audio answer at r = 0.83 and returns the identical Yes/No on 96% of segments, and across the depression grid the median audio answer (0.83) sits beside the median transcript answer (0.81).",,,
L153_814,153,814,point,0.95,0.95,,2,,,,no,yes,Probing Results,,,,,,Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it;,"Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it; on ADReSSo, with one clip from each speaker, the same test gives 0.99 within and 0.39 to 0.61 on conflict, on a small conflict group of 19.",,,
L153_847,153,847,point,0.58,0.58,,2,,,,no,yes,Probing Results,,,,,,Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it;,"Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it; on ADReSSo, with one clip from each speaker, the same test gives 0.99 within and 0.39 to 0.61 on conflict, on a small conflict group of 19.",,,
L153_964,153,964,point,0.99,0.99,,2,,,,no,yes,Probing Results,,,,,,"the same test gives 0.99 within and 0.39 to 0.61 on conflict,","Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it; on ADReSSo, with one clip from each speaker, the same test gives 0.99 within and 0.39 to 0.61 on conflict, on a small conflict group of 19.",,,
L153_980,153,980,range,0.39 to 0.61,0.39,0.61,2,2,,,no,yes,Probing Results,,,,,,"the same test gives 0.99 within and 0.39 to 0.61 on conflict,","Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it; on ADReSSo, with one clip from each speaker, the same test gives 0.99 within and 0.39 to 0.61 on conflict, on a small conflict group of 19.",,,
L153_1035,153,1035,integer,19,19.0,,0,,,,no,yes,Probing Results,,,,,,on a small conflict group of 19.,"Words check. A probe trained only on Pitt segments where the words agree with the diagnosis reaches 0.95 within that set and at most 0.58 on the segments where the words contradict it; on ADReSSo, with one clip from each speaker, the same test gives 0.99 within and 0.39 to 0.61 on conflict, on a small conflict group of 19.",,,
L168_34,168,34,point,0.23,0.23,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2-Audio | Depression Conflict,Qwen2-Audio,Depression Conflict,,0.23,Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L168_41,168,41,point,0.96,0.96,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2-Audio | Depression Agree.,Qwen2-Audio,Depression Agree.,,0.96,Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L168_48,168,48,point,0.41,0.41,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2-Audio | Alzheimer's Conflict,Qwen2-Audio,Alzheimer's Conflict,,0.41,Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L168_55,168,55,point,0.70,0.7,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2-Audio | Alzheimer's Agree.,Qwen2-Audio,Alzheimer's Agree.,,0.70,Qwen2-Audio & 0.23 & 0.96 & 0.41 & 0.70,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L169_34,169,34,point,0.22,0.22,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2.5-Omni | Depression Conflict,Qwen2.5-Omni,Depression Conflict,,0.22,Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L169_41,169,41,point,0.96,0.96,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2.5-Omni | Depression Agree.,Qwen2.5-Omni,Depression Agree.,,0.96,Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L169_48,169,48,point,0.53,0.53,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2.5-Omni | Alzheimer's Conflict,Qwen2.5-Omni,Alzheimer's Conflict,,0.53,Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L169_55,169,55,point,0.71,0.71,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen2.5-Omni | Alzheimer's Agree.,Qwen2.5-Omni,Alzheimer's Agree.,,0.71,Qwen2.5-Omni & 0.22 & 0.96 & 0.53 & 0.71,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L170_34,170,34,point,0.30,0.3,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen3-Omni | Depression Conflict,Qwen3-Omni,Depression Conflict,,0.30,Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L170_41,170,41,point,0.97,0.97,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen3-Omni | Depression Agree.,Qwen3-Omni,Depression Agree.,,0.97,Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L170_48,170,48,point,0.61,0.61,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen3-Omni | Alzheimer's Conflict,Qwen3-Omni,Alzheimer's Conflict,,0.61,Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L170_55,170,55,point,0.82,0.82,,2,,,,no,no,Conflict Test Results,tab:conflict,Qwen3-Omni | Alzheimer's Agree.,Qwen3-Omni,Alzheimer's Agree.,,0.82,Qwen3-Omni & 0.30 & 0.97 & 0.61 & 0.82,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L171_34,171,34,point,0.53,0.53,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 2 | Depression Conflict,Audio Flamingo 2,Depression Conflict,,0.53,Audio Flamingo 2 & 0.53 & 0.63 & 0.63 & 0.55,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L171_41,171,41,point,0.63,0.63,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 2 | Depression Agree.,Audio Flamingo 2,Depression Agree.,,0.63,Audio Flamingo 2 & 0.53 & 0.63 & 0.63 & 0.55,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L171_48,171,48,point,0.63,0.63,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 2 | Alzheimer's Conflict,Audio Flamingo 2,Alzheimer's Conflict,,0.63,Audio Flamingo 2 & 0.53 & 0.63 & 0.63 & 0.55,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L171_55,171,55,point,0.55,0.55,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 2 | Alzheimer's Agree.,Audio Flamingo 2,Alzheimer's Agree.,,0.55,Audio Flamingo 2 & 0.53 & 0.63 & 0.63 & 0.55,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L172_34,172,34,point,0.42,0.42,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 3 | Depression Conflict,Audio Flamingo 3,Depression Conflict,,0.42,Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L172_41,172,41,point,0.81,0.81,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 3 | Depression Agree.,Audio Flamingo 3,Depression Agree.,,0.81,Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L172_48,172,48,point,0.61,0.61,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 3 | Alzheimer's Conflict,Audio Flamingo 3,Alzheimer's Conflict,,0.61,Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L172_55,172,55,point,0.59,0.59,,2,,,,no,no,Conflict Test Results,tab:conflict,Audio Flamingo 3 | Alzheimer's Agree.,Audio Flamingo 3,Alzheimer's Agree.,,0.59,Audio Flamingo 3 & 0.42 & 0.81 & 0.61 & 0.59,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L173_34,173,34,point,0.53,0.53,,2,,,,no,no,Conflict Test Results,tab:conflict,Kimi-Audio | Depression Conflict,Kimi-Audio,Depression Conflict,,0.53,Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L173_41,173,41,point,0.89,0.89,,2,,,,no,no,Conflict Test Results,tab:conflict,Kimi-Audio | Depression Agree.,Kimi-Audio,Depression Agree.,,0.89,Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L173_48,173,48,point,0.72,0.72,,2,,,,no,no,Conflict Test Results,tab:conflict,Kimi-Audio | Alzheimer's Conflict,Kimi-Audio,Alzheimer's Conflict,,0.72,Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L173_55,173,55,point,0.72,0.72,,2,,,,no,no,Conflict Test Results,tab:conflict,Kimi-Audio | Alzheimer's Agree.,Kimi-Audio,Alzheimer's Agree.,,0.72,Kimi-Audio & 0.53 & 0.89 & 0.72 & 0.72,,"AUC on segments where the words conflict with the diagnosis and on matched agreement segments from the same speakers, E-DAIC for depression and Pitt for Alzheimer's.",
L178_2,178,2,word,Six,6.0,,0,,word,,no,yes,Conflict Test Results,,,,,,"% Six of nine models fall to 0.36 or lower where the words point away from the label,","% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_29,178,29,point,0.36,0.36,,2,,,,no,yes,Conflict Test Results,,,,,,"% Six of nine models fall to 0.36 or lower where the words point away from the label,","% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_96,178,96,point,0.29,0.29,,2,,,,no,yes,Conflict Test Results,,,,,,"as low as 0.29,","% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_116,178,116,range,0.87 to 0.93,0.87,0.93,2,2,,,no,yes,Conflict Test Results,,,,,,while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict);,"% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_227,178,227,point,0.47,0.47,,2,,,,no,yes,Conflict Test Results,,,,,,MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.,"% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_247,178,247,point,0.52,0.52,,2,,,,no,yes,Conflict Test Results,,,,,,MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.,"% Six of nine models fall to 0.36 or lower where the words point away from the label, as low as 0.29, while scoring 0.87 to 0.93 on the matched segments where words and label agree (Table \reftab:conflict); MiMo-Audio scores 0.47 and Kimi-Audio 0.52 on conflict.",,,
L178_389,178,389,point,0.41,0.41,,2,,,,no,yes,Conflict Test Results,,,,,,On the Pitt dataset conflict segments Qwen2-Audio falls to 0.41 against,"On the Pitt dataset conflict segments Qwen2-Audio falls to 0.41 against 0.70 on agreement; qwen2.5-omni scores 0.41 against 0.75 on the same segments, answering No on every clip. %To test for the language bias in Audio LLMs, we tested their performance on a set of samples for MDD and AD detection where the spoken words do not point towards the diagnosis, such as positive sentiment for MDD and fluent speech for AD.",,,
L178_402,178,402,point,0.70,0.7,,2,,,,no,yes,Conflict Test Results,,,,,,0.70 on agreement;,"On the Pitt dataset conflict segments Qwen2-Audio falls to 0.41 against 0.70 on agreement; qwen2.5-omni scores 0.41 against 0.75 on the same segments, answering No on every clip. %To test for the language bias in Audio LLMs, we tested their performance on a set of samples for MDD and AD detection where the spoken words do not point towards the diagnosis, such as positive sentiment for MDD and fluent speech for AD.",,,
L178_441,178,441,point,0.41,0.41,,2,,,,no,yes,Conflict Test Results,,,,,,qwen2.5-omni scores 0.41 against,"On the Pitt dataset conflict segments Qwen2-Audio falls to 0.41 against 0.70 on agreement; qwen2.5-omni scores 0.41 against 0.75 on the same segments, answering No on every clip. %To test for the language bias in Audio LLMs, we tested their performance on a set of samples for MDD and AD detection where the spoken words do not point towards the diagnosis, such as positive sentiment for MDD and fluent speech for AD.",,,
L178_454,178,454,point,0.75,0.75,,2,,,,no,yes,Conflict Test Results,,,,,,"0.75 on the same segments,","On the Pitt dataset conflict segments Qwen2-Audio falls to 0.41 against 0.70 on agreement; qwen2.5-omni scores 0.41 against 0.75 on the same segments, answering No on every clip. %To test for the language bias in Audio LLMs, we tested their performance on a set of samples for MDD and AD detection where the spoken words do not point towards the diagnosis, such as positive sentiment for MDD and fluent speech for AD.",,,
L180_437,180,437,word,four,4.0,,0,,word,,no,no,Conflict Test Results,,,,,,"On the depression segments four of the six models fall below chance when the words point away from the label,","On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.",Results in Table \reftab:conflict show a strong language bias.,,
L180_575,180,575,point,0.80,0.8,,2,,,,no,no,Conflict Test Results,,,,,,while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.,"On the depression segments four of the six models fall below chance when the words point away from the label, while every model except Audio Flamingo 2 scores above 0.80 when the words and the label agree.",Results in Table \reftab:conflict show a strong language bias.,,
L180_770,180,770,point,0.15,0.15,,2,,,,no,no,Conflict Test Results,,,,,,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni,","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips.",Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models.,,
L180_791,180,791,point,0.96,0.96,,2,,,,no,no,Conflict Test Results,,,,,,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni,","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips.",Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models.,,
L180_830,180,830,point,0.22,0.22,,2,,,,no,no,Conflict Test Results,,,,,,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni,","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips.",Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models.,,
L180_839,180,839,point,0.95,0.95,,2,,,,no,no,Conflict Test Results,,,,,,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni,","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips.",Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models.,,
L180_905,180,905,percent,86,86.0,,0,,%,,no,no,Conflict Test Results,,,,,,and its decision matches the audio answer on 86 percent of clips.,"On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips.",Speaker-level bootstrap intervals for the difference between the two arms exclude zero for all six models.,,
L180_1002,180,1002,point,0.34,0.34,,2,,,,no,no,Conflict Test Results,,,,,,"at 0.34 and 0.24,","The conflict arm stays below chance under the two other prompt wordings, at 0.34 and 0.24, and under sentiment thresholds of 0.60 and 0.80, at 0.26 and 0.19.","On the same pairs the transcript alone scores 0.15 on conflict and 0.96 on agreement for Qwen2.5-Omni and 0.22 and 0.95 for Qwen3-Omni, and its decision matches the audio answer on 86 percent of clips.",,
